reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2026-02-07,01,0,wk inc flu hosp,2026-02-07,quantile,0.01,0
2026-02-07,01,0,wk inc flu hosp,2026-02-07,quantile,0.025,45
2026-02-07,01,0,wk inc flu hosp,2026-02-07,quantile,0.05,99
2026-02-07,01,0,wk inc flu hosp,2026-02-07,quantile,0.1,124
2026-02-07,01,0,wk inc flu hosp,2026-02-07,quantile,0.15,147
2026-02-07,01,0,wk inc flu hosp,2026-02-07,quantile,0.2,165
2026-02-07,01,0,wk inc flu hosp,2026-02-07,quantile,0.25,179
2026-02-07,01,0,wk inc flu hosp,2026-02-07,quantile,0.3,191
2026-02-07,01,0,wk inc flu hosp,2026-02-07,quantile,0.35,202
2026-02-07,01,0,wk inc flu hosp,2026-02-07,quantile,0.4,212
2026-02-07,01,0,wk inc flu hosp,2026-02-07,quantile,0.45,221
2026-02-07,01,0,wk inc flu hosp,2026-02-07,quantile,0.5,232
2026-02-07,01,0,wk inc flu hosp,2026-02-07,quantile,0.55,242
2026-02-07,01,0,wk inc flu hosp,2026-02-07,quantile,0.6,253
2026-02-07,01,0,wk inc flu hosp,2026-02-07,quantile,0.65,263
2026-02-07,01,0,wk inc flu hosp,2026-02-07,quantile,0.7,272
2026-02-07,01,0,wk inc flu hosp,2026-02-07,quantile,0.75,283
2026-02-07,01,0,wk inc flu hosp,2026-02-07,quantile,0.8,296
2026-02-07,01,0,wk inc flu hosp,2026-02-07,quantile,0.85,314
2026-02-07,01,0,wk inc flu hosp,2026-02-07,quantile,0.9,339
2026-02-07,01,0,wk inc flu hosp,2026-02-07,quantile,0.95,382
2026-02-07,01,0,wk inc flu hosp,2026-02-07,quantile,0.975,421
2026-02-07,01,0,wk inc flu hosp,2026-02-07,quantile,0.99,495
2026-02-07,01,1,wk inc flu hosp,2026-02-14,quantile,0.01,0
2026-02-07,01,1,wk inc flu hosp,2026-02-14,quantile,0.025,30
2026-02-07,01,1,wk inc flu hosp,2026-02-14,quantile,0.05,63
