location_name,horizon,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,0.05821258939930004,0.08259760154699147,0.12082124258520896,0.0582,0.0826,0.1208,2026-01-03,2026-01-03,"January 03, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
US,1,0.04332885474972581,0.07727891667598824,0.15003620826293881,0.0433,0.0773,0.15,2026-01-10,2026-01-03,"January 10, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
US,2,0.03530488478648331,0.07995891182170478,0.1678531891790756,0.0353,0.08,0.1679,2026-01-17,2026-01-03,"January 17, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
Alabama,0,0.07066020994656522,0.09908206018002393,0.1363919050927675,0.0707,0.0991,0.1364,2026-01-03,2026-01-03,"January 03, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
Alabama,1,0.05503692849908065,0.09600821680849736,0.1604894516319088,0.055,0.096,0.1605,2026-01-10,2026-01-03,"January 10, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
Alabama,2,0.04234181298093049,0.090033071089054,0.18808950259563748,0.0423,0.09,0.1881,2026-01-17,2026-01-03,"January 17, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
Alaska,0,0.07838593973134941,0.10430108860623662,0.16725484348906236,0.0784,0.1043,0.1673,2026-01-03,2026-01-03,"January 03, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
Alaska,1,0.05990480214003173,0.09949868479308677,0.2143095417538131,0.0599,0.0995,0.2143,2026-01-10,2026-01-03,"January 10, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
Alaska,2,0.05340085479294462,0.09890064792950834,0.21110763163680424,0.0534,0.0989,0.2111,2026-01-17,2026-01-03,"January 17, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
Arizona,0,0.02925990279534308,0.0406127672047933,0.06761986717952789,0.0293,0.0406,0.0676,2026-01-03,2026-01-03,"January 03, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
Arizona,1,0.02455268073186776,0.03916675898834987,0.08798799824415496,0.0246,0.0392,0.088,2026-01-10,2026-01-03,"January 10, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
Arizona,2,0.02559560226106654,0.04569539112885376,0.12433411946291172,0.0256,0.0457,0.1243,2026-01-17,2026-01-03,"January 17, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
Arkansas,0,0.05306684673953441,0.079565015813086,0.11881671017675478,0.0531,0.0796,0.1188,2026-01-03,2026-01-03,"January 03, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
Arkansas,1,0.0423406033507577,0.07153409786589171,0.1426224795220381,0.0423,0.0715,0.1426,2026-01-10,2026-01-03,"January 10, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
Arkansas,2,0.03877869379955701,0.0700975276947656,0.1542627545614551,0.0388,0.0701,0.1543,2026-01-17,2026-01-03,"January 17, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
California,0,0.02180089260255133,0.03005066236198631,0.04545363114817891,0.0218,0.0301,0.0455,2026-01-03,2026-01-03,"January 03, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
California,1,0.01719043965286628,0.03078965939612797,0.05697883493540524,0.0172,0.0308,0.057,2026-01-10,2026-01-03,"January 10, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
California,2,0.01598237204752783,0.03738432724415685,0.0788968749931938,0.016,0.0374,0.0789,2026-01-17,2026-01-03,"January 17, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
Colorado,0,0.05762204680647795,0.09669967539150714,0.13696025656696698,0.0576,0.0967,0.137,2026-01-03,2026-01-03,"January 03, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
Colorado,1,0.03857185301554554,0.0947253707249896,0.15934156174115993,0.0386,0.0947,0.1593,2026-01-10,2026-01-03,"January 10, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
Colorado,2,0.02999501673428343,0.08907075160874045,0.1557063570633151,0.03,0.0891,0.1557,2026-01-17,2026-01-03,"January 17, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
Connecticut,0,0.07264532757491948,0.11904285748113884,0.168587064818856,0.0726,0.119,0.1686,2026-01-03,2026-01-03,"January 03, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
Connecticut,1,0.04187226494261353,0.11016147881057764,0.19057789113674456,0.0419,0.1102,0.1906,2026-01-10,2026-01-03,"January 10, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
Connecticut,2,0.0284839661759209,0.1065599755726579,0.17867514428270972,0.0285,0.1066,0.1787,2026-01-17,2026-01-03,"January 17, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
Delaware,0,0.07077999123488357,0.10115878238419754,0.15227104804564706,0.0708,0.1012,0.1523,2026-01-03,2026-01-03,"January 03, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
Delaware,1,0.05607163075651716,0.0976210641318262,0.17746394331612764,0.0561,0.0976,0.1775,2026-01-10,2026-01-03,"January 10, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
Delaware,2,0.04019819873066423,0.09622280073770911,0.2119787215240223,0.0402,0.0962,0.212,2026-01-17,2026-01-03,"January 17, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
District of Columbia,0,0.05501403808981837,0.08272413984275435,0.1203337756478541,0.055,0.0827,0.1203,2026-01-03,2026-01-03,"January 03, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
District of Columbia,1,0.04348290010900653,0.08704158241858262,0.1393764202906852,0.0435,0.087,0.1394,2026-01-10,2026-01-03,"January 10, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
District of Columbia,2,0.0276702931633732,0.0790124840247195,0.13978615932907937,0.0277,0.079,0.1398,2026-01-17,2026-01-03,"January 17, 2026","January 03, 2026",2025-12-31,"December 31, 2025",FluSight-ensemble
