,reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
0,2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.01,13.125
1,2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.025,13.625
2,2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.05,14.25
3,2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.1,16.75
4,2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.15,17.0
5,2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.2,17.375
6,2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.25,18.25
7,2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.3,18.875
8,2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.35,19.5
9,2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.4,20.25
10,2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.45,20.875
11,2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.5,21.5
12,2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.55,22.25
13,2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.6,23.125
14,2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.65,23.875
15,2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.7,24.625
16,2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.75,25.625
17,2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.8,26.875
18,2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.85,30.25
19,2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.9,32.625
20,2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.95,37.125
21,2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.975,41.625
22,2025-11-22,wk inc flu hosp,-1,2025-11-15,01,quantile,0.99,48.5
23,2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.01,0.0
24,2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.025,0.0
25,2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.05,0.0
26,2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.1,0.0
27,2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.15,0.0
28,2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.2,0.0
29,2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.25,0.0
30,2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.3,0.0
31,2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.35,0.0
32,2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.4,0.0
33,2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.45,0.25
34,2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.5,0.625
35,2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.55,0.75
36,2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.6,0.875
37,2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.65,1.375
38,2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.7,1.625
39,2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.75,1.75
40,2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.8,2.125
41,2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.85,3.25
42,2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.9,4.0
43,2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.95,5.625
44,2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.975,7.125
45,2025-11-22,wk inc flu hosp,-1,2025-11-15,02,quantile,0.99,9.125
46,2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.01,6.625
47,2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.025,7.25
48,2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.05,8.25
49,2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.1,9.375
50,2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.15,10.0
51,2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.2,10.25
52,2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.25,10.5
53,2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.3,10.875
54,2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.35,11.25
55,2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.4,12.375
56,2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.45,13.5
57,2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.5,16.375
58,2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.55,20.125
59,2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.6,21.625
60,2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.65,24.25
61,2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.7,27.375
62,2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.75,31.875
63,2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.8,34.625
64,2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.85,39.25
65,2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.9,50.375
66,2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.95,58.0
67,2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.975,68.75
68,2025-11-22,wk inc flu hosp,-1,2025-11-15,04,quantile,0.99,82.75
69,2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.01,5.75
70,2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.025,6.375
71,2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.05,7.625
72,2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.1,7.75
73,2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.15,8.0
74,2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.2,8.125
75,2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.25,8.375
76,2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.3,8.75
77,2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.35,9.25
78,2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.4,9.625
79,2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.45,10.125
80,2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.5,10.5
81,2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.55,10.75
82,2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.6,11.125
83,2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.65,11.625
84,2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.7,12.25
85,2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.75,12.875
86,2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.8,13.5
87,2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.85,14.5
88,2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.9,16.0
89,2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.95,18.125
90,2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.975,21.25
91,2025-11-22,wk inc flu hosp,-1,2025-11-15,05,quantile,0.99,25.375
92,2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.01,68.875
93,2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.025,76.0
94,2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.05,85.625
95,2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.1,97.625
96,2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.15,100.125
97,2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.2,103.75
98,2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.25,111.75
99,2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.3,117.0
100,2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.35,122.125
101,2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.4,127.0
102,2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.45,131.5
103,2025-11-22,wk inc flu hosp,-1,2025-11-15,06,quantile,0.5,136.0
