reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2025-04-19,0,wk flu hosp rate change,2025-04-19,01,pmf,decrease,0.199
2025-04-19,0,wk flu hosp rate change,2025-04-19,01,pmf,increase,0.108
2025-04-19,0,wk flu hosp rate change,2025-04-19,01,pmf,large_decrease,0
2025-04-19,0,wk flu hosp rate change,2025-04-19,01,pmf,large_increase,0.054
2025-04-19,0,wk flu hosp rate change,2025-04-19,01,pmf,stable,0.639
2025-04-19,1,wk flu hosp rate change,2025-04-26,01,pmf,decrease,0.133
2025-04-19,1,wk flu hosp rate change,2025-04-26,01,pmf,increase,0.079
2025-04-19,1,wk flu hosp rate change,2025-04-26,01,pmf,large_decrease,0.036
2025-04-19,1,wk flu hosp rate change,2025-04-26,01,pmf,large_increase,0.061
2025-04-19,1,wk flu hosp rate change,2025-04-26,01,pmf,stable,0.691
2025-04-19,2,wk flu hosp rate change,2025-05-03,01,pmf,decrease,0.128
2025-04-19,2,wk flu hosp rate change,2025-05-03,01,pmf,increase,0.073
2025-04-19,2,wk flu hosp rate change,2025-05-03,01,pmf,large_decrease,0.03
2025-04-19,2,wk flu hosp rate change,2025-05-03,01,pmf,large_increase,0.049
2025-04-19,2,wk flu hosp rate change,2025-05-03,01,pmf,stable,0.72
2025-04-19,3,wk flu hosp rate change,2025-05-10,01,pmf,decrease,0.135
2025-04-19,3,wk flu hosp rate change,2025-05-10,01,pmf,increase,0.092
2025-04-19,3,wk flu hosp rate change,2025-05-10,01,pmf,large_decrease,0.024
2025-04-19,3,wk flu hosp rate change,2025-05-10,01,pmf,large_increase,0.037
2025-04-19,3,wk flu hosp rate change,2025-05-10,01,pmf,stable,0.712
2025-04-19,0,wk flu hosp rate change,2025-04-19,02,pmf,decrease,0.066
2025-04-19,0,wk flu hosp rate change,2025-04-19,02,pmf,increase,0.006
2025-04-19,0,wk flu hosp rate change,2025-04-19,02,pmf,large_decrease,0
2025-04-19,0,wk flu hosp rate change,2025-04-19,02,pmf,large_increase,0.042
2025-04-19,0,wk flu hosp rate change,2025-04-19,02,pmf,stable,0.886
2025-04-19,1,wk flu hosp rate change,2025-04-26,02,pmf,decrease,0.036
2025-04-19,1,wk flu hosp rate change,2025-04-26,02,pmf,increase,0.067
2025-04-19,1,wk flu hosp rate change,2025-04-26,02,pmf,large_decrease,0.043
2025-04-19,1,wk flu hosp rate change,2025-04-26,02,pmf,large_increase,0.018
2025-04-19,1,wk flu hosp rate change,2025-04-26,02,pmf,stable,0.836
