location_name,horizon,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,0.010872405463295,0.01927901603016261,0.02945906923225365,0.0109,0.0193,0.0295,2025-12-13,2025-12-13,"December 13, 2025","December 13, 2025",2025-12-10,"December 10, 2025",FluSight-ensemble
US,1,0.00923756118101089,0.02126624559785897,0.0432202949354666,0.0092,0.0213,0.0432,2025-12-20,2025-12-13,"December 20, 2025","December 13, 2025",2025-12-10,"December 10, 2025",FluSight-ensemble
US,2,0.00768407262441557,0.02408858024115984,0.05881532811114599,0.0077,0.0241,0.0588,2025-12-27,2025-12-13,"December 27, 2025","December 13, 2025",2025-12-10,"December 10, 2025",FluSight-ensemble
Alabama,0,0.00889266313123986,0.01773913253896597,0.02743120529357024,0.0089,0.0177,0.0274,2025-12-13,2025-12-13,"December 13, 2025","December 13, 2025",2025-12-10,"December 10, 2025",FluSight-ensemble
Alabama,1,0.0086,0.02328307786137504,0.0433408795094533,0.0086,0.0233,0.0433,2025-12-20,2025-12-13,"December 20, 2025","December 13, 2025",2025-12-10,"December 10, 2025",FluSight-ensemble
Alabama,2,0.00824376441672186,0.02346885586806763,0.0653312274068393,0.0082,0.0235,0.0653,2025-12-27,2025-12-13,"December 27, 2025","December 13, 2025",2025-12-10,"December 10, 2025",FluSight-ensemble
Alaska,0,0.0112065146230269,0.02413760389565986,0.04151935894372671,0.0112,0.0241,0.0415,2025-12-13,2025-12-13,"December 13, 2025","December 13, 2025",2025-12-10,"December 10, 2025",FluSight-ensemble
Alaska,1,0.01093211009174311,0.0259,0.05881159172211882,0.0109,0.0259,0.0588,2025-12-20,2025-12-13,"December 20, 2025","December 13, 2025",2025-12-10,"December 10, 2025",FluSight-ensemble
Alaska,2,0.00930034783123646,0.03161066250108267,0.08946386795920241,0.0093,0.0316,0.0895,2025-12-27,2025-12-13,"December 27, 2025","December 13, 2025",2025-12-10,"December 10, 2025",FluSight-ensemble
Arizona,0,0.00381467411545623,0.00813693287111182,0.01457750465549348,0.0038,0.0081,0.0146,2025-12-13,2025-12-13,"December 13, 2025","December 13, 2025",2025-12-10,"December 10, 2025",FluSight-ensemble
Arizona,1,0.00422338919925512,0.01062659217877094,0.02398621265196214,0.0042,0.0106,0.024,2025-12-20,2025-12-13,"December 20, 2025","December 13, 2025",2025-12-10,"December 10, 2025",FluSight-ensemble
Arizona,2,0.00400600701950592,0.01338198155250186,0.0338827103800923,0.004,0.0134,0.0339,2025-12-27,2025-12-13,"December 27, 2025","December 13, 2025",2025-12-10,"December 10, 2025",FluSight-ensemble
Arkansas,0,0.00343845067466265,0.00761992652939149,0.01553927497263132,0.0034,0.0076,0.0155,2025-12-13,2025-12-13,"December 13, 2025","December 13, 2025",2025-12-10,"December 10, 2025",FluSight-ensemble
Arkansas,1,0.00363769783483929,0.0109619577251241,0.02640543268824358,0.0036,0.011,0.0264,2025-12-20,2025-12-13,"December 20, 2025","December 13, 2025",2025-12-10,"December 10, 2025",FluSight-ensemble
Arkansas,2,0.00394025839313367,0.01310738095507131,0.03916426389387328,0.0039,0.0131,0.0392,2025-12-27,2025-12-13,"December 27, 2025","December 13, 2025",2025-12-10,"December 10, 2025",FluSight-ensemble
California,0,0.00336444334375271,0.00595257410269717,0.00904488286774994,0.0034,0.006,0.009,2025-12-13,2025-12-13,"December 13, 2025","December 13, 2025",2025-12-10,"December 10, 2025",FluSight-ensemble
California,1,0.0032323463895884,0.00768633054491872,0.01538195034156179,0.0032,0.0077,0.0154,2025-12-20,2025-12-13,"December 20, 2025","December 13, 2025",2025-12-10,"December 10, 2025",FluSight-ensemble
California,2,0.00292533245732249,0.00848136455403835,0.02518991989509513,0.0029,0.0085,0.0252,2025-12-27,2025-12-13,"December 27, 2025","December 13, 2025",2025-12-10,"December 10, 2025",FluSight-ensemble
Colorado,0,0.01873197908533683,0.0322,0.0551,0.0187,0.0322,0.0551,2025-12-13,2025-12-13,"December 13, 2025","December 13, 2025",2025-12-10,"December 10, 2025",FluSight-ensemble
Colorado,1,0.0134,0.0352,0.0783646229317194,0.0134,0.0352,0.0784,2025-12-20,2025-12-13,"December 20, 2025","December 13, 2025",2025-12-10,"December 10, 2025",FluSight-ensemble
Colorado,2,0.0119377325859488,0.0376858481768009,0.11018903126582758,0.0119,0.0377,0.1102,2025-12-27,2025-12-13,"December 27, 2025","December 13, 2025",2025-12-10,"December 10, 2025",FluSight-ensemble
Connecticut,0,0.01328466308391897,0.031,0.05454723231976882,0.0133,0.031,0.0545,2025-12-13,2025-12-13,"December 13, 2025","December 13, 2025",2025-12-10,"December 10, 2025",FluSight-ensemble
Connecticut,1,0.01423356758991319,0.0362,0.08428936963859428,0.0142,0.0362,0.0843,2025-12-20,2025-12-13,"December 20, 2025","December 13, 2025",2025-12-10,"December 10, 2025",FluSight-ensemble
