reference_date,target,horizon,location,output_type,output_type_id,value,target_end_date
2026-04-25,wk inc flu hosp,-1,US,quantile,0.01,1085,2026-04-18
2026-04-25,wk inc flu hosp,-1,US,quantile,0.025,1155,2026-04-18
2026-04-25,wk inc flu hosp,-1,US,quantile,0.05,1239,2026-04-18
2026-04-25,wk inc flu hosp,-1,US,quantile,0.1,1315,2026-04-18
2026-04-25,wk inc flu hosp,-1,US,quantile,0.15,1372,2026-04-18
2026-04-25,wk inc flu hosp,-1,US,quantile,0.2,1428,2026-04-18
2026-04-25,wk inc flu hosp,-1,US,quantile,0.25,1463,2026-04-18
2026-04-25,wk inc flu hosp,-1,US,quantile,0.3,1505,2026-04-18
2026-04-25,wk inc flu hosp,-1,US,quantile,0.35,1538,2026-04-18
2026-04-25,wk inc flu hosp,-1,US,quantile,0.4,1568,2026-04-18
2026-04-25,wk inc flu hosp,-1,US,quantile,0.45,1610,2026-04-18
2026-04-25,wk inc flu hosp,-1,US,quantile,0.5,1656,2026-04-18
2026-04-25,wk inc flu hosp,-1,US,quantile,0.55,1687,2026-04-18
2026-04-25,wk inc flu hosp,-1,US,quantile,0.6,1722,2026-04-18
2026-04-25,wk inc flu hosp,-1,US,quantile,0.65,1757,2026-04-18
2026-04-25,wk inc flu hosp,-1,US,quantile,0.7,1799,2026-04-18
2026-04-25,wk inc flu hosp,-1,US,quantile,0.75,1855,2026-04-18
2026-04-25,wk inc flu hosp,-1,US,quantile,0.8,1904,2026-04-18
2026-04-25,wk inc flu hosp,-1,US,quantile,0.85,1960,2026-04-18
2026-04-25,wk inc flu hosp,-1,US,quantile,0.9,2051,2026-04-18
2026-04-25,wk inc flu hosp,-1,US,quantile,0.95,2156,2026-04-18
2026-04-25,wk inc flu hosp,-1,US,quantile,0.975,2275,2026-04-18
2026-04-25,wk inc flu hosp,-1,US,quantile,0.99,2373,2026-04-18
2026-04-25,wk inc flu hosp,0,US,quantile,0.01,840,2026-04-25
2026-04-25,wk inc flu hosp,0,US,quantile,0.025,896,2026-04-25
2026-04-25,wk inc flu hosp,0,US,quantile,0.05,973,2026-04-25
2026-04-25,wk inc flu hosp,0,US,quantile,0.1,1036,2026-04-25
2026-04-25,wk inc flu hosp,0,US,quantile,0.15,1084,2026-04-25
2026-04-25,wk inc flu hosp,0,US,quantile,0.2,1113,2026-04-25
2026-04-25,wk inc flu hosp,0,US,quantile,0.25,1162,2026-04-25
2026-04-25,wk inc flu hosp,0,US,quantile,0.3,1197,2026-04-25
2026-04-25,wk inc flu hosp,0,US,quantile,0.35,1232,2026-04-25
2026-04-25,wk inc flu hosp,0,US,quantile,0.4,1267,2026-04-25
2026-04-25,wk inc flu hosp,0,US,quantile,0.45,1299,2026-04-25
2026-04-25,wk inc flu hosp,0,US,quantile,0.5,1330,2026-04-25
2026-04-25,wk inc flu hosp,0,US,quantile,0.55,1365,2026-04-25
2026-04-25,wk inc flu hosp,0,US,quantile,0.6,1393,2026-04-25
