reference_date,target,horizon,location,output_type,output_type_id,value,target_end_date
2025-12-27,wk inc flu hosp,-1,US,quantile,0.01,14840.0,2025-12-20
2025-12-27,wk inc flu hosp,-1,US,quantile,0.025,15392.649999999998,2025-12-20
2025-12-27,wk inc flu hosp,-1,US,quantile,0.05,15994.649999999998,2025-12-20
2025-12-27,wk inc flu hosp,-1,US,quantile,0.1,17009.3,2025-12-20
2025-12-27,wk inc flu hosp,-1,US,quantile,0.15,17435.95,2025-12-20
2025-12-27,wk inc flu hosp,-1,US,quantile,0.2,17841.600000000002,2025-12-20
2025-12-27,wk inc flu hosp,-1,US,quantile,0.25,18207.0,2025-12-20
2025-12-27,wk inc flu hosp,-1,US,quantile,0.3,18484.899999999998,2025-12-20
2025-12-27,wk inc flu hosp,-1,US,quantile,0.35,18715.55,2025-12-20
2025-12-27,wk inc flu hosp,-1,US,quantile,0.4,18928.0,2025-12-20
2025-12-27,wk inc flu hosp,-1,US,quantile,0.45,19204.850000000002,2025-12-20
2025-12-27,wk inc flu hosp,-1,US,quantile,0.5,19453.0,2025-12-20
2025-12-27,wk inc flu hosp,-1,US,quantile,0.55,19771.149999999998,2025-12-20
2025-12-27,wk inc flu hosp,-1,US,quantile,0.6,20057.8,2025-12-20
2025-12-27,wk inc flu hosp,-1,US,quantile,0.65,20349.0,2025-12-20
2025-12-27,wk inc flu hosp,-1,US,quantile,0.7,20566.0,2025-12-20
2025-12-27,wk inc flu hosp,-1,US,quantile,0.75,20846.0,2025-12-20
2025-12-27,wk inc flu hosp,-1,US,quantile,0.8,21225.399999999998,2025-12-20
2025-12-27,wk inc flu hosp,-1,US,quantile,0.85,21714.0,2025-12-20
2025-12-27,wk inc flu hosp,-1,US,quantile,0.9,22234.100000000002,2025-12-20
2025-12-27,wk inc flu hosp,-1,US,quantile,0.95,23244.899999999994,2025-12-20
2025-12-27,wk inc flu hosp,-1,US,quantile,0.975,23975.175,2025-12-20
2025-12-27,wk inc flu hosp,-1,US,quantile,0.99,24522.399999999998,2025-12-20
2025-12-27,wk inc flu hosp,0,US,quantile,0.01,27222.51,2025-12-27
2025-12-27,wk inc flu hosp,0,US,quantile,0.025,28716.450000000004,2025-12-27
2025-12-27,wk inc flu hosp,0,US,quantile,0.05,29840.299999999996,2025-12-27
2025-12-27,wk inc flu hosp,0,US,quantile,0.1,31428.600000000002,2025-12-27
2025-12-27,wk inc flu hosp,0,US,quantile,0.15,32065.950000000004,2025-12-27
2025-12-27,wk inc flu hosp,0,US,quantile,0.2,32855.200000000004,2025-12-27
2025-12-27,wk inc flu hosp,0,US,quantile,0.25,33570.25,2025-12-27
2025-12-27,wk inc flu hosp,0,US,quantile,0.3,34122.9,2025-12-27
2025-12-27,wk inc flu hosp,0,US,quantile,0.35,34503.0,2025-12-27
2025-12-27,wk inc flu hosp,0,US,quantile,0.4,35098.0,2025-12-27
2025-12-27,wk inc flu hosp,0,US,quantile,0.45,35521.85,2025-12-27
2025-12-27,wk inc flu hosp,0,US,quantile,0.5,36050.0,2025-12-27
2025-12-27,wk inc flu hosp,0,US,quantile,0.55,36574.299999999996,2025-12-27
2025-12-27,wk inc flu hosp,0,US,quantile,0.6,37072.0,2025-12-27
2025-12-27,wk inc flu hosp,0,US,quantile,0.65,37520.0,2025-12-27
2025-12-27,wk inc flu hosp,0,US,quantile,0.7,38240.299999999996,2025-12-27
2025-12-27,wk inc flu hosp,0,US,quantile,0.75,38864.0,2025-12-27
2025-12-27,wk inc flu hosp,0,US,quantile,0.8,39642.4,2025-12-27
2025-12-27,wk inc flu hosp,0,US,quantile,0.85,40547.15,2025-12-27
2025-12-27,wk inc flu hosp,0,US,quantile,0.9,41673.1,2025-12-27
2025-12-27,wk inc flu hosp,0,US,quantile,0.95,43533.700000000004,2025-12-27
2025-12-27,wk inc flu hosp,0,US,quantile,0.975,44905.174999999996,2025-12-27
2025-12-27,wk inc flu hosp,0,US,quantile,0.99,47005.07,2025-12-27
2025-12-27,wk inc flu hosp,1,US,quantile,0.01,29881.950000000004,2026-01-03
2025-12-27,wk inc flu hosp,1,US,quantile,0.025,31121.299999999996,2026-01-03
2025-12-27,wk inc flu hosp,1,US,quantile,0.05,32405.799999999996,2026-01-03
2025-12-27,wk inc flu hosp,1,US,quantile,0.1,34074.6,2026-01-03
2025-12-27,wk inc flu hosp,1,US,quantile,0.15,34951.0,2026-01-03
2025-12-27,wk inc flu hosp,1,US,quantile,0.2,36012.200000000004,2026-01-03
2025-12-27,wk inc flu hosp,1,US,quantile,0.25,36667.75,2026-01-03
2025-12-27,wk inc flu hosp,1,US,quantile,0.3,37296.700000000004,2026-01-03
2025-12-27,wk inc flu hosp,1,US,quantile,0.35,37888.200000000004,2026-01-03
2025-12-27,wk inc flu hosp,1,US,quantile,0.4,38535.0,2026-01-03
2025-12-27,wk inc flu hosp,1,US,quantile,0.45,39263.700000000004,2026-01-03
2025-12-27,wk inc flu hosp,1,US,quantile,0.5,39795.0,2026-01-03
2025-12-27,wk inc flu hosp,1,US,quantile,0.55,40554.15,2026-01-03
2025-12-27,wk inc flu hosp,1,US,quantile,0.6,41176.799999999996,2026-01-03
2025-12-27,wk inc flu hosp,1,US,quantile,0.65,41797.0,2026-01-03
2025-12-27,wk inc flu hosp,1,US,quantile,0.7,42415.1,2026-01-03
2025-12-27,wk inc flu hosp,1,US,quantile,0.75,43146.25,2026-01-03
2025-12-27,wk inc flu hosp,1,US,quantile,0.8,44051.0,2026-01-03
2025-12-27,wk inc flu hosp,1,US,quantile,0.85,45209.15,2026-01-03
2025-12-27,wk inc flu hosp,1,US,quantile,0.9,46485.6,2026-01-03
2025-12-27,wk inc flu hosp,1,US,quantile,0.95,48435.799999999996,2026-01-03
2025-12-27,wk inc flu hosp,1,US,quantile,0.975,50211.35,2026-01-03
2025-12-27,wk inc flu hosp,1,US,quantile,0.99,52452.68,2026-01-03
2025-12-27,wk inc flu hosp,2,US,quantile,0.01,21769.37,2026-01-10
2025-12-27,wk inc flu hosp,2,US,quantile,0.025,22803.2,2026-01-10
2025-12-27,wk inc flu hosp,2,US,quantile,0.05,24317.65,2026-01-10
2025-12-27,wk inc flu hosp,2,US,quantile,0.1,26011.3,2026-01-10
2025-12-27,wk inc flu hosp,2,US,quantile,0.15,27325.899999999998,2026-01-10
2025-12-27,wk inc flu hosp,2,US,quantile,0.2,28243.600000000002,2026-01-10
2025-12-27,wk inc flu hosp,2,US,quantile,0.25,28964.25,2026-01-10
2025-12-27,wk inc flu hosp,2,US,quantile,0.3,29670.899999999998,2026-01-10
2025-12-27,wk inc flu hosp,2,US,quantile,0.35,30337.649999999998,2026-01-10
2025-12-27,wk inc flu hosp,2,US,quantile,0.4,31088.399999999998,2026-01-10
2025-12-27,wk inc flu hosp,2,US,quantile,0.45,31615.850000000002,2026-01-10
2025-12-27,wk inc flu hosp,2,US,quantile,0.5,32315.5,2026-01-10
2025-12-27,wk inc flu hosp,2,US,quantile,0.55,33082.0,2026-01-10
2025-12-27,wk inc flu hosp,2,US,quantile,0.6,33917.799999999996,2026-01-10
2025-12-27,wk inc flu hosp,2,US,quantile,0.65,34806.450000000004,2026-01-10
2025-12-27,wk inc flu hosp,2,US,quantile,0.7,35601.299999999996,2026-01-10
2025-12-27,wk inc flu hosp,2,US,quantile,0.75,36508.5,2026-01-10
2025-12-27,wk inc flu hosp,2,US,quantile,0.8,37521.40000000001,2026-01-10
2025-12-27,wk inc flu hosp,2,US,quantile,0.85,38773.0,2026-01-10
