reference_date,target,horizon,location,output_type,output_type_id,value,target_end_date
2026-05-02,wk inc flu hosp,-1,US,quantile,0.01,896,2026-04-25
2026-05-02,wk inc flu hosp,-1,US,quantile,0.025,980,2026-04-25
2026-05-02,wk inc flu hosp,-1,US,quantile,0.05,1050,2026-04-25
2026-05-02,wk inc flu hosp,-1,US,quantile,0.1,1168,2026-04-25
2026-05-02,wk inc flu hosp,-1,US,quantile,0.15,1225,2026-04-25
2026-05-02,wk inc flu hosp,-1,US,quantile,0.2,1280,2026-04-25
2026-05-02,wk inc flu hosp,-1,US,quantile,0.25,1309,2026-04-25
2026-05-02,wk inc flu hosp,-1,US,quantile,0.3,1344,2026-04-25
2026-05-02,wk inc flu hosp,-1,US,quantile,0.35,1379,2026-04-25
2026-05-02,wk inc flu hosp,-1,US,quantile,0.4,1435,2026-04-25
2026-05-02,wk inc flu hosp,-1,US,quantile,0.45,1470,2026-04-25
2026-05-02,wk inc flu hosp,-1,US,quantile,0.5,1494,2026-04-25
2026-05-02,wk inc flu hosp,-1,US,quantile,0.55,1526,2026-04-25
2026-05-02,wk inc flu hosp,-1,US,quantile,0.6,1561,2026-04-25
2026-05-02,wk inc flu hosp,-1,US,quantile,0.65,1596,2026-04-25
2026-05-02,wk inc flu hosp,-1,US,quantile,0.7,1626,2026-04-25
2026-05-02,wk inc flu hosp,-1,US,quantile,0.75,1673,2026-04-25
2026-05-02,wk inc flu hosp,-1,US,quantile,0.8,1736,2026-04-25
2026-05-02,wk inc flu hosp,-1,US,quantile,0.85,1799,2026-04-25
2026-05-02,wk inc flu hosp,-1,US,quantile,0.9,1855,2026-04-25
2026-05-02,wk inc flu hosp,-1,US,quantile,0.95,1960,2026-04-25
2026-05-02,wk inc flu hosp,-1,US,quantile,0.975,2072,2026-04-25
2026-05-02,wk inc flu hosp,-1,US,quantile,0.99,2233,2026-04-25
2026-05-02,wk inc flu hosp,0,US,quantile,0.01,728,2026-05-02
2026-05-02,wk inc flu hosp,0,US,quantile,0.025,798,2026-05-02
2026-05-02,wk inc flu hosp,0,US,quantile,0.05,896,2026-05-02
2026-05-02,wk inc flu hosp,0,US,quantile,0.1,959,2026-05-02
2026-05-02,wk inc flu hosp,0,US,quantile,0.15,1008,2026-05-02
2026-05-02,wk inc flu hosp,0,US,quantile,0.2,1057,2026-05-02
2026-05-02,wk inc flu hosp,0,US,quantile,0.25,1092,2026-05-02
2026-05-02,wk inc flu hosp,0,US,quantile,0.3,1120,2026-05-02
2026-05-02,wk inc flu hosp,0,US,quantile,0.35,1148,2026-05-02
2026-05-02,wk inc flu hosp,0,US,quantile,0.4,1180,2026-05-02
2026-05-02,wk inc flu hosp,0,US,quantile,0.45,1211,2026-05-02
2026-05-02,wk inc flu hosp,0,US,quantile,0.5,1246,2026-05-02
2026-05-02,wk inc flu hosp,0,US,quantile,0.55,1274,2026-05-02
2026-05-02,wk inc flu hosp,0,US,quantile,0.6,1309,2026-05-02
2026-05-02,wk inc flu hosp,0,US,quantile,0.65,1351,2026-05-02
2026-05-02,wk inc flu hosp,0,US,quantile,0.7,1379,2026-05-02
2026-05-02,wk inc flu hosp,0,US,quantile,0.75,1416,2026-05-02
2026-05-02,wk inc flu hosp,0,US,quantile,0.8,1456,2026-05-02
2026-05-02,wk inc flu hosp,0,US,quantile,0.85,1505,2026-05-02
2026-05-02,wk inc flu hosp,0,US,quantile,0.9,1561,2026-05-02
2026-05-02,wk inc flu hosp,0,US,quantile,0.95,1624,2026-05-02
2026-05-02,wk inc flu hosp,0,US,quantile,0.975,1694,2026-05-02
2026-05-02,wk inc flu hosp,0,US,quantile,0.99,1771,2026-05-02
2026-05-02,wk inc flu hosp,1,US,quantile,0.01,560,2026-05-09
2026-05-02,wk inc flu hosp,1,US,quantile,0.025,623,2026-05-09
2026-05-02,wk inc flu hosp,1,US,quantile,0.05,720,2026-05-09
2026-05-02,wk inc flu hosp,1,US,quantile,0.1,791,2026-05-09
2026-05-02,wk inc flu hosp,1,US,quantile,0.15,833,2026-05-09
2026-05-02,wk inc flu hosp,1,US,quantile,0.2,875,2026-05-09
2026-05-02,wk inc flu hosp,1,US,quantile,0.25,903,2026-05-09
2026-05-02,wk inc flu hosp,1,US,quantile,0.3,931,2026-05-09
2026-05-02,wk inc flu hosp,1,US,quantile,0.35,959,2026-05-09
2026-05-02,wk inc flu hosp,1,US,quantile,0.4,987,2026-05-09
2026-05-02,wk inc flu hosp,1,US,quantile,0.45,1015,2026-05-09
2026-05-02,wk inc flu hosp,1,US,quantile,0.5,1043,2026-05-09
2026-05-02,wk inc flu hosp,1,US,quantile,0.55,1071,2026-05-09
2026-05-02,wk inc flu hosp,1,US,quantile,0.6,1106,2026-05-09
2026-05-02,wk inc flu hosp,1,US,quantile,0.65,1127,2026-05-09
2026-05-02,wk inc flu hosp,1,US,quantile,0.7,1155,2026-05-09
2026-05-02,wk inc flu hosp,1,US,quantile,0.75,1190,2026-05-09
2026-05-02,wk inc flu hosp,1,US,quantile,0.8,1232,2026-05-09
2026-05-02,wk inc flu hosp,1,US,quantile,0.85,1281,2026-05-09
2026-05-02,wk inc flu hosp,1,US,quantile,0.9,1330,2026-05-09
2026-05-02,wk inc flu hosp,1,US,quantile,0.95,1414,2026-05-09
2026-05-02,wk inc flu hosp,1,US,quantile,0.975,1484,2026-05-09
2026-05-02,wk inc flu hosp,1,US,quantile,0.99,1568,2026-05-09
2026-05-02,wk inc flu hosp,2,US,quantile,0.01,406,2026-05-16
2026-05-02,wk inc flu hosp,2,US,quantile,0.025,483,2026-05-16
2026-05-02,wk inc flu hosp,2,US,quantile,0.05,539,2026-05-16
2026-05-02,wk inc flu hosp,2,US,quantile,0.1,644,2026-05-16
2026-05-02,wk inc flu hosp,2,US,quantile,0.15,686,2026-05-16
2026-05-02,wk inc flu hosp,2,US,quantile,0.2,728,2026-05-16
2026-05-02,wk inc flu hosp,2,US,quantile,0.25,763,2026-05-16
2026-05-02,wk inc flu hosp,2,US,quantile,0.3,791,2026-05-16
2026-05-02,wk inc flu hosp,2,US,quantile,0.35,812,2026-05-16
2026-05-02,wk inc flu hosp,2,US,quantile,0.4,833,2026-05-16
2026-05-02,wk inc flu hosp,2,US,quantile,0.45,861,2026-05-16
2026-05-02,wk inc flu hosp,2,US,quantile,0.5,882,2026-05-16
2026-05-02,wk inc flu hosp,2,US,quantile,0.55,903,2026-05-16
2026-05-02,wk inc flu hosp,2,US,quantile,0.6,931,2026-05-16
2026-05-02,wk inc flu hosp,2,US,quantile,0.65,961,2026-05-16
2026-05-02,wk inc flu hosp,2,US,quantile,0.7,994,2026-05-16
2026-05-02,wk inc flu hosp,2,US,quantile,0.75,1022,2026-05-16
2026-05-02,wk inc flu hosp,2,US,quantile,0.8,1051,2026-05-16
2026-05-02,wk inc flu hosp,2,US,quantile,0.85,1099,2026-05-16
2026-05-02,wk inc flu hosp,2,US,quantile,0.9,1141,2026-05-16
2026-05-02,wk inc flu hosp,2,US,quantile,0.95,1253,2026-05-16
2026-05-02,wk inc flu hosp,2,US,quantile,0.975,1323,2026-05-16
2026-05-02,wk inc flu hosp,2,US,quantile,0.99,1393,2026-05-16
2026-05-02,wk inc flu hosp,3,US,quantile,0.01,336,2026-05-23
2026-05-02,wk inc flu hosp,3,US,quantile,0.025,371,2026-05-23
2026-05-02,wk inc flu hosp,3,US,quantile,0.05,462,2026-05-23
2026-05-02,wk inc flu hosp,3,US,quantile,0.1,518,2026-05-23
2026-05-02,wk inc flu hosp,3,US,quantile,0.15,567,2026-05-23
2026-05-02,wk inc flu hosp,3,US,quantile,0.2,595,2026-05-23
2026-05-02,wk inc flu hosp,3,US,quantile,0.25,623,2026-05-23
2026-05-02,wk inc flu hosp,3,US,quantile,0.3,651,2026-05-23
2026-05-02,wk inc flu hosp,3,US,quantile,0.35,672,2026-05-23
2026-05-02,wk inc flu hosp,3,US,quantile,0.4,686,2026-05-23
2026-05-02,wk inc flu hosp,3,US,quantile,0.45,707,2026-05-23
2026-05-02,wk inc flu hosp,3,US,quantile,0.5,735,2026-05-23
2026-05-02,wk inc flu hosp,3,US,quantile,0.55,749,2026-05-23
2026-05-02,wk inc flu hosp,3,US,quantile,0.6,777,2026-05-23
2026-05-02,wk inc flu hosp,3,US,quantile,0.65,798,2026-05-23
2026-05-02,wk inc flu hosp,3,US,quantile,0.7,819,2026-05-23
2026-05-02,wk inc flu hosp,3,US,quantile,0.75,847,2026-05-23
2026-05-02,wk inc flu hosp,3,US,quantile,0.8,875,2026-05-23
2026-05-02,wk inc flu hosp,3,US,quantile,0.85,910,2026-05-23
2026-05-02,wk inc flu hosp,3,US,quantile,0.9,966,2026-05-23
2026-05-02,wk inc flu hosp,3,US,quantile,0.95,1036,2026-05-23
2026-05-02,wk inc flu hosp,3,US,quantile,0.975,1127,2026-05-23
2026-05-02,wk inc flu hosp,3,US,quantile,0.99,1239,2026-05-23
2026-05-02,wk inc flu hosp,-1,01,quantile,0.01,0,2026-04-25
2026-05-02,wk inc flu hosp,-1,01,quantile,0.025,0,2026-04-25
2026-05-02,wk inc flu hosp,-1,01,quantile,0.05,0,2026-04-25
2026-05-02,wk inc flu hosp,-1,01,quantile,0.1,0,2026-04-25
2026-05-02,wk inc flu hosp,-1,01,quantile,0.15,7,2026-04-25
2026-05-02,wk inc flu hosp,-1,01,quantile,0.2,7,2026-04-25
2026-05-02,wk inc flu hosp,-1,01,quantile,0.25,7,2026-04-25
2026-05-02,wk inc flu hosp,-1,01,quantile,0.3,7,2026-04-25
2026-05-02,wk inc flu hosp,-1,01,quantile,0.35,14,2026-04-25
2026-05-02,wk inc flu hosp,-1,01,quantile,0.4,14,2026-04-25
2026-05-02,wk inc flu hosp,-1,01,quantile,0.45,14,2026-04-25
2026-05-02,wk inc flu hosp,-1,01,quantile,0.5,14,2026-04-25
2026-05-02,wk inc flu hosp,-1,01,quantile,0.55,14,2026-04-25
2026-05-02,wk inc flu hosp,-1,01,quantile,0.6,21,2026-04-25
2026-05-02,wk inc flu hosp,-1,01,quantile,0.65,21,2026-04-25
2026-05-02,wk inc flu hosp,-1,01,quantile,0.7,21,2026-04-25
2026-05-02,wk inc flu hosp,-1,01,quantile,0.75,21,2026-04-25
2026-05-02,wk inc flu hosp,-1,01,quantile,0.8,28,2026-04-25
2026-05-02,wk inc flu hosp,-1,01,quantile,0.85,28,2026-04-25
2026-05-02,wk inc flu hosp,-1,01,quantile,0.9,35,2026-04-25
2026-05-02,wk inc flu hosp,-1,01,quantile,0.95,42,2026-04-25
2026-05-02,wk inc flu hosp,-1,01,quantile,0.975,49,2026-04-25
2026-05-02,wk inc flu hosp,-1,01,quantile,0.99,56,2026-04-25
2026-05-02,wk inc flu hosp,0,01,quantile,0.01,0,2026-05-02
2026-05-02,wk inc flu hosp,0,01,quantile,0.025,0,2026-05-02
2026-05-02,wk inc flu hosp,0,01,quantile,0.05,0,2026-05-02
2026-05-02,wk inc flu hosp,0,01,quantile,0.1,0,2026-05-02
2026-05-02,wk inc flu hosp,0,01,quantile,0.15,0,2026-05-02
2026-05-02,wk inc flu hosp,0,01,quantile,0.2,7,2026-05-02
2026-05-02,wk inc flu hosp,0,01,quantile,0.25,7,2026-05-02
2026-05-02,wk inc flu hosp,0,01,quantile,0.3,7,2026-05-02
2026-05-02,wk inc flu hosp,0,01,quantile,0.35,7,2026-05-02
2026-05-02,wk inc flu hosp,0,01,quantile,0.4,7,2026-05-02
2026-05-02,wk inc flu hosp,0,01,quantile,0.45,7,2026-05-02
2026-05-02,wk inc flu hosp,0,01,quantile,0.5,14,2026-05-02
2026-05-02,wk inc flu hosp,0,01,quantile,0.55,14,2026-05-02
2026-05-02,wk inc flu hosp,0,01,quantile,0.6,14,2026-05-02
2026-05-02,wk inc flu hosp,0,01,quantile,0.65,14,2026-05-02
2026-05-02,wk inc flu hosp,0,01,quantile,0.7,14,2026-05-02
2026-05-02,wk inc flu hosp,0,01,quantile,0.75,21,2026-05-02
2026-05-02,wk inc flu hosp,0,01,quantile,0.8,21,2026-05-02
2026-05-02,wk inc flu hosp,0,01,quantile,0.85,28,2026-05-02
2026-05-02,wk inc flu hosp,0,01,quantile,0.9,28,2026-05-02
2026-05-02,wk inc flu hosp,0,01,quantile,0.95,35,2026-05-02
2026-05-02,wk inc flu hosp,0,01,quantile,0.975,42,2026-05-02
2026-05-02,wk inc flu hosp,0,01,quantile,0.99,42,2026-05-02
2026-05-02,wk inc flu hosp,1,01,quantile,0.01,0,2026-05-09
2026-05-02,wk inc flu hosp,1,01,quantile,0.025,0,2026-05-09
2026-05-02,wk inc flu hosp,1,01,quantile,0.05,0,2026-05-09
2026-05-02,wk inc flu hosp,1,01,quantile,0.1,0,2026-05-09
2026-05-02,wk inc flu hosp,1,01,quantile,0.15,0,2026-05-09
2026-05-02,wk inc flu hosp,1,01,quantile,0.2,0,2026-05-09
2026-05-02,wk inc flu hosp,1,01,quantile,0.25,0,2026-05-09
2026-05-02,wk inc flu hosp,1,01,quantile,0.3,7,2026-05-09
2026-05-02,wk inc flu hosp,1,01,quantile,0.35,7,2026-05-09
2026-05-02,wk inc flu hosp,1,01,quantile,0.4,7,2026-05-09
2026-05-02,wk inc flu hosp,1,01,quantile,0.45,7,2026-05-09
2026-05-02,wk inc flu hosp,1,01,quantile,0.5,7,2026-05-09
2026-05-02,wk inc flu hosp,1,01,quantile,0.55,7,2026-05-09
2026-05-02,wk inc flu hosp,1,01,quantile,0.6,14,2026-05-09
2026-05-02,wk inc flu hosp,1,01,quantile,0.65,14,2026-05-09
2026-05-02,wk inc flu hosp,1,01,quantile,0.7,14,2026-05-09
2026-05-02,wk inc flu hosp,1,01,quantile,0.75,14,2026-05-09
2026-05-02,wk inc flu hosp,1,01,quantile,0.8,14,2026-05-09
2026-05-02,wk inc flu hosp,1,01,quantile,0.85,21,2026-05-09
2026-05-02,wk inc flu hosp,1,01,quantile,0.9,21,2026-05-09
2026-05-02,wk inc flu hosp,1,01,quantile,0.95,28,2026-05-09
2026-05-02,wk inc flu hosp,1,01,quantile,0.975,35,2026-05-09
2026-05-02,wk inc flu hosp,1,01,quantile,0.99,35,2026-05-09
2026-05-02,wk inc flu hosp,2,01,quantile,0.01,0,2026-05-16
2026-05-02,wk inc flu hosp,2,01,quantile,0.025,0,2026-05-16
2026-05-02,wk inc flu hosp,2,01,quantile,0.05,0,2026-05-16
2026-05-02,wk inc flu hosp,2,01,quantile,0.1,0,2026-05-16
2026-05-02,wk inc flu hosp,2,01,quantile,0.15,0,2026-05-16
2026-05-02,wk inc flu hosp,2,01,quantile,0.2,0,2026-05-16
2026-05-02,wk inc flu hosp,2,01,quantile,0.25,0,2026-05-16
2026-05-02,wk inc flu hosp,2,01,quantile,0.3,0,2026-05-16
2026-05-02,wk inc flu hosp,2,01,quantile,0.35,0,2026-05-16
2026-05-02,wk inc flu hosp,2,01,quantile,0.4,7,2026-05-16
2026-05-02,wk inc flu hosp,2,01,quantile,0.45,7,2026-05-16
2026-05-02,wk inc flu hosp,2,01,quantile,0.5,7,2026-05-16
2026-05-02,wk inc flu hosp,2,01,quantile,0.55,7,2026-05-16
2026-05-02,wk inc flu hosp,2,01,quantile,0.6,7,2026-05-16
2026-05-02,wk inc flu hosp,2,01,quantile,0.65,7,2026-05-16
2026-05-02,wk inc flu hosp,2,01,quantile,0.7,7,2026-05-16
2026-05-02,wk inc flu hosp,2,01,quantile,0.75,14,2026-05-16
2026-05-02,wk inc flu hosp,2,01,quantile,0.8,14,2026-05-16
2026-05-02,wk inc flu hosp,2,01,quantile,0.85,14,2026-05-16
2026-05-02,wk inc flu hosp,2,01,quantile,0.9,15,2026-05-16
2026-05-02,wk inc flu hosp,2,01,quantile,0.95,21,2026-05-16
2026-05-02,wk inc flu hosp,2,01,quantile,0.975,21,2026-05-16
2026-05-02,wk inc flu hosp,2,01,quantile,0.99,28,2026-05-16
2026-05-02,wk inc flu hosp,3,01,quantile,0.01,0,2026-05-23
2026-05-02,wk inc flu hosp,3,01,quantile,0.025,0,2026-05-23
2026-05-02,wk inc flu hosp,3,01,quantile,0.05,0,2026-05-23
2026-05-02,wk inc flu hosp,3,01,quantile,0.1,0,2026-05-23
2026-05-02,wk inc flu hosp,3,01,quantile,0.15,0,2026-05-23
2026-05-02,wk inc flu hosp,3,01,quantile,0.2,0,2026-05-23
2026-05-02,wk inc flu hosp,3,01,quantile,0.25,0,2026-05-23
2026-05-02,wk inc flu hosp,3,01,quantile,0.3,0,2026-05-23
2026-05-02,wk inc flu hosp,3,01,quantile,0.35,0,2026-05-23
2026-05-02,wk inc flu hosp,3,01,quantile,0.4,0,2026-05-23
2026-05-02,wk inc flu hosp,3,01,quantile,0.45,0,2026-05-23
2026-05-02,wk inc flu hosp,3,01,quantile,0.5,7,2026-05-23
2026-05-02,wk inc flu hosp,3,01,quantile,0.55,7,2026-05-23
2026-05-02,wk inc flu hosp,3,01,quantile,0.6,7,2026-05-23
2026-05-02,wk inc flu hosp,3,01,quantile,0.65,7,2026-05-23
2026-05-02,wk inc flu hosp,3,01,quantile,0.7,7,2026-05-23
2026-05-02,wk inc flu hosp,3,01,quantile,0.75,7,2026-05-23
2026-05-02,wk inc flu hosp,3,01,quantile,0.8,14,2026-05-23
2026-05-02,wk inc flu hosp,3,01,quantile,0.85,14,2026-05-23
2026-05-02,wk inc flu hosp,3,01,quantile,0.9,14,2026-05-23
2026-05-02,wk inc flu hosp,3,01,quantile,0.95,21,2026-05-23
2026-05-02,wk inc flu hosp,3,01,quantile,0.975,21,2026-05-23
2026-05-02,wk inc flu hosp,3,01,quantile,0.99,28,2026-05-23
2026-05-02,wk inc flu hosp,-1,02,quantile,0.01,0,2026-04-25
2026-05-02,wk inc flu hosp,-1,02,quantile,0.025,0,2026-04-25
2026-05-02,wk inc flu hosp,-1,02,quantile,0.05,0,2026-04-25
2026-05-02,wk inc flu hosp,-1,02,quantile,0.1,0,2026-04-25
2026-05-02,wk inc flu hosp,-1,02,quantile,0.15,0,2026-04-25
2026-05-02,wk inc flu hosp,-1,02,quantile,0.2,0,2026-04-25
2026-05-02,wk inc flu hosp,-1,02,quantile,0.25,0,2026-04-25
2026-05-02,wk inc flu hosp,-1,02,quantile,0.3,0,2026-04-25
2026-05-02,wk inc flu hosp,-1,02,quantile,0.35,0,2026-04-25
2026-05-02,wk inc flu hosp,-1,02,quantile,0.4,0,2026-04-25
2026-05-02,wk inc flu hosp,-1,02,quantile,0.45,0,2026-04-25
2026-05-02,wk inc flu hosp,-1,02,quantile,0.5,0,2026-04-25
2026-05-02,wk inc flu hosp,-1,02,quantile,0.55,7,2026-04-25
2026-05-02,wk inc flu hosp,-1,02,quantile,0.6,7,2026-04-25
2026-05-02,wk inc flu hosp,-1,02,quantile,0.65,7,2026-04-25
2026-05-02,wk inc flu hosp,-1,02,quantile,0.7,7,2026-04-25
2026-05-02,wk inc flu hosp,-1,02,quantile,0.75,7,2026-04-25
2026-05-02,wk inc flu hosp,-1,02,quantile,0.8,7,2026-04-25
2026-05-02,wk inc flu hosp,-1,02,quantile,0.85,14,2026-04-25
2026-05-02,wk inc flu hosp,-1,02,quantile,0.9,14,2026-04-25
2026-05-02,wk inc flu hosp,-1,02,quantile,0.95,14,2026-04-25
2026-05-02,wk inc flu hosp,-1,02,quantile,0.975,21,2026-04-25
2026-05-02,wk inc flu hosp,-1,02,quantile,0.99,21,2026-04-25
2026-05-02,wk inc flu hosp,0,02,quantile,0.01,0,2026-05-02
2026-05-02,wk inc flu hosp,0,02,quantile,0.025,0,2026-05-02
2026-05-02,wk inc flu hosp,0,02,quantile,0.05,0,2026-05-02
2026-05-02,wk inc flu hosp,0,02,quantile,0.1,0,2026-05-02
2026-05-02,wk inc flu hosp,0,02,quantile,0.15,0,2026-05-02
2026-05-02,wk inc flu hosp,0,02,quantile,0.2,0,2026-05-02
2026-05-02,wk inc flu hosp,0,02,quantile,0.25,0,2026-05-02
2026-05-02,wk inc flu hosp,0,02,quantile,0.3,0,2026-05-02
2026-05-02,wk inc flu hosp,0,02,quantile,0.35,0,2026-05-02
2026-05-02,wk inc flu hosp,0,02,quantile,0.4,0,2026-05-02
2026-05-02,wk inc flu hosp,0,02,quantile,0.45,0,2026-05-02
2026-05-02,wk inc flu hosp,0,02,quantile,0.5,0,2026-05-02
2026-05-02,wk inc flu hosp,0,02,quantile,0.55,0,2026-05-02
2026-05-02,wk inc flu hosp,0,02,quantile,0.6,7,2026-05-02
2026-05-02,wk inc flu hosp,0,02,quantile,0.65,7,2026-05-02
2026-05-02,wk inc flu hosp,0,02,quantile,0.7,7,2026-05-02
2026-05-02,wk inc flu hosp,0,02,quantile,0.75,7,2026-05-02
2026-05-02,wk inc flu hosp,0,02,quantile,0.8,7,2026-05-02
2026-05-02,wk inc flu hosp,0,02,quantile,0.85,7,2026-05-02
2026-05-02,wk inc flu hosp,0,02,quantile,0.9,14,2026-05-02
2026-05-02,wk inc flu hosp,0,02,quantile,0.95,14,2026-05-02
2026-05-02,wk inc flu hosp,0,02,quantile,0.975,21,2026-05-02
2026-05-02,wk inc flu hosp,0,02,quantile,0.99,21,2026-05-02
2026-05-02,wk inc flu hosp,1,02,quantile,0.01,0,2026-05-09
2026-05-02,wk inc flu hosp,1,02,quantile,0.025,0,2026-05-09
2026-05-02,wk inc flu hosp,1,02,quantile,0.05,0,2026-05-09
2026-05-02,wk inc flu hosp,1,02,quantile,0.1,0,2026-05-09
2026-05-02,wk inc flu hosp,1,02,quantile,0.15,0,2026-05-09
2026-05-02,wk inc flu hosp,1,02,quantile,0.2,0,2026-05-09
2026-05-02,wk inc flu hosp,1,02,quantile,0.25,0,2026-05-09
2026-05-02,wk inc flu hosp,1,02,quantile,0.3,0,2026-05-09
2026-05-02,wk inc flu hosp,1,02,quantile,0.35,0,2026-05-09
2026-05-02,wk inc flu hosp,1,02,quantile,0.4,0,2026-05-09
2026-05-02,wk inc flu hosp,1,02,quantile,0.45,0,2026-05-09
2026-05-02,wk inc flu hosp,1,02,quantile,0.5,0,2026-05-09
2026-05-02,wk inc flu hosp,1,02,quantile,0.55,0,2026-05-09
2026-05-02,wk inc flu hosp,1,02,quantile,0.6,0,2026-05-09
2026-05-02,wk inc flu hosp,1,02,quantile,0.65,7,2026-05-09
2026-05-02,wk inc flu hosp,1,02,quantile,0.7,7,2026-05-09
2026-05-02,wk inc flu hosp,1,02,quantile,0.75,7,2026-05-09
2026-05-02,wk inc flu hosp,1,02,quantile,0.8,7,2026-05-09
2026-05-02,wk inc flu hosp,1,02,quantile,0.85,7,2026-05-09
2026-05-02,wk inc flu hosp,1,02,quantile,0.9,7,2026-05-09
2026-05-02,wk inc flu hosp,1,02,quantile,0.95,14,2026-05-09
2026-05-02,wk inc flu hosp,1,02,quantile,0.975,14,2026-05-09
2026-05-02,wk inc flu hosp,1,02,quantile,0.99,21,2026-05-09
