reference_date,target,horizon,location,output_type,output_type_id,value,target_end_date
2026-01-24,wk inc flu hosp,-1,US,quantile,0.01,12963.230000000001,2026-01-17
2026-01-24,wk inc flu hosp,-1,US,quantile,0.025,13769.0,2026-01-17
2026-01-24,wk inc flu hosp,-1,US,quantile,0.05,14496.300000000001,2026-01-17
2026-01-24,wk inc flu hosp,-1,US,quantile,0.1,15418.200000000003,2026-01-17
2026-01-24,wk inc flu hosp,-1,US,quantile,0.15,16091.949999999999,2026-01-17
2026-01-24,wk inc flu hosp,-1,US,quantile,0.2,16611.0,2026-01-17
2026-01-24,wk inc flu hosp,-1,US,quantile,0.25,17115.0,2026-01-17
2026-01-24,wk inc flu hosp,-1,US,quantile,0.3,17588.899999999998,2026-01-17
2026-01-24,wk inc flu hosp,-1,US,quantile,0.35,18001.549999999996,2026-01-17
2026-01-24,wk inc flu hosp,-1,US,quantile,0.4,18417.0,2026-01-17
2026-01-24,wk inc flu hosp,-1,US,quantile,0.45,18791.850000000002,2026-01-17
2026-01-24,wk inc flu hosp,-1,US,quantile,0.5,19134.5,2026-01-17
2026-01-24,wk inc flu hosp,-1,US,quantile,0.55,19544.0,2026-01-17
2026-01-24,wk inc flu hosp,-1,US,quantile,0.6,19992.0,2026-01-17
2026-01-24,wk inc flu hosp,-1,US,quantile,0.65,20447.0,2026-01-17
2026-01-24,wk inc flu hosp,-1,US,quantile,0.7,20869.1,2026-01-17
2026-01-24,wk inc flu hosp,-1,US,quantile,0.75,21357.0,2026-01-17
2026-01-24,wk inc flu hosp,-1,US,quantile,0.8,21925.4,2026-01-17
2026-01-24,wk inc flu hosp,-1,US,quantile,0.85,22603.0,2026-01-17
2026-01-24,wk inc flu hosp,-1,US,quantile,0.9,23520.0,2026-01-17
2026-01-24,wk inc flu hosp,-1,US,quantile,0.95,24717.699999999997,2026-01-17
2026-01-24,wk inc flu hosp,-1,US,quantile,0.975,25935.700000000004,2026-01-17
2026-01-24,wk inc flu hosp,-1,US,quantile,0.99,27370.209999999995,2026-01-17
2026-01-24,wk inc flu hosp,0,US,quantile,0.01,7167.650000000001,2026-01-24
2026-01-24,wk inc flu hosp,0,US,quantile,0.025,7651.0,2026-01-24
2026-01-24,wk inc flu hosp,0,US,quantile,0.05,8071.0,2026-01-24
2026-01-24,wk inc flu hosp,0,US,quantile,0.1,8651.300000000001,2026-01-24
2026-01-24,wk inc flu hosp,0,US,quantile,0.15,9084.949999999999,2026-01-24
2026-01-24,wk inc flu hosp,0,US,quantile,0.2,9406.600000000002,2026-01-24
2026-01-24,wk inc flu hosp,0,US,quantile,0.25,9679.25,2026-01-24
2026-01-24,wk inc flu hosp,0,US,quantile,0.3,9912.0,2026-01-24
2026-01-24,wk inc flu hosp,0,US,quantile,0.35,10185.0,2026-01-24
2026-01-24,wk inc flu hosp,0,US,quantile,0.4,10441.2,2026-01-24
2026-01-24,wk inc flu hosp,0,US,quantile,0.45,10696.0,2026-01-24
2026-01-24,wk inc flu hosp,0,US,quantile,0.5,10906.0,2026-01-24
2026-01-24,wk inc flu hosp,0,US,quantile,0.55,11158.0,2026-01-24
2026-01-24,wk inc flu hosp,0,US,quantile,0.6,11403.0,2026-01-24
