reference_date,target,horizon,location,output_type,output_type_id,value,target_end_date
2026-05-30,wk inc flu hosp,-1,US,quantile,0.01,706,2026-05-23
2026-05-30,wk inc flu hosp,-1,US,quantile,0.025,770,2026-05-23
2026-05-30,wk inc flu hosp,-1,US,quantile,0.05,826,2026-05-23
2026-05-30,wk inc flu hosp,-1,US,quantile,0.1,888,2026-05-23
2026-05-30,wk inc flu hosp,-1,US,quantile,0.15,924,2026-05-23
2026-05-30,wk inc flu hosp,-1,US,quantile,0.2,952,2026-05-23
2026-05-30,wk inc flu hosp,-1,US,quantile,0.25,987,2026-05-23
2026-05-30,wk inc flu hosp,-1,US,quantile,0.3,1015,2026-05-23
2026-05-30,wk inc flu hosp,-1,US,quantile,0.35,1036,2026-05-23
2026-05-30,wk inc flu hosp,-1,US,quantile,0.4,1071,2026-05-23
2026-05-30,wk inc flu hosp,-1,US,quantile,0.45,1096,2026-05-23
2026-05-30,wk inc flu hosp,-1,US,quantile,0.5,1127,2026-05-23
2026-05-30,wk inc flu hosp,-1,US,quantile,0.55,1148,2026-05-23
2026-05-30,wk inc flu hosp,-1,US,quantile,0.6,1176,2026-05-23
2026-05-30,wk inc flu hosp,-1,US,quantile,0.65,1211,2026-05-23
2026-05-30,wk inc flu hosp,-1,US,quantile,0.7,1239,2026-05-23
2026-05-30,wk inc flu hosp,-1,US,quantile,0.75,1274,2026-05-23
2026-05-30,wk inc flu hosp,-1,US,quantile,0.8,1309,2026-05-23
2026-05-30,wk inc flu hosp,-1,US,quantile,0.85,1372,2026-05-23
2026-05-30,wk inc flu hosp,-1,US,quantile,0.9,1428,2026-05-23
2026-05-30,wk inc flu hosp,-1,US,quantile,0.95,1519,2026-05-23
2026-05-30,wk inc flu hosp,-1,US,quantile,0.975,1596,2026-05-23
2026-05-30,wk inc flu hosp,-1,US,quantile,0.99,1729,2026-05-23
2026-05-30,wk inc flu hosp,0,US,quantile,0.01,616,2026-05-30
2026-05-30,wk inc flu hosp,0,US,quantile,0.025,665,2026-05-30
2026-05-30,wk inc flu hosp,0,US,quantile,0.05,707,2026-05-30
2026-05-30,wk inc flu hosp,0,US,quantile,0.1,770,2026-05-30
2026-05-30,wk inc flu hosp,0,US,quantile,0.15,812,2026-05-30
2026-05-30,wk inc flu hosp,0,US,quantile,0.2,840,2026-05-30
2026-05-30,wk inc flu hosp,0,US,quantile,0.25,868,2026-05-30
2026-05-30,wk inc flu hosp,0,US,quantile,0.3,896,2026-05-30
2026-05-30,wk inc flu hosp,0,US,quantile,0.35,917,2026-05-30
2026-05-30,wk inc flu hosp,0,US,quantile,0.4,945,2026-05-30
2026-05-30,wk inc flu hosp,0,US,quantile,0.45,973,2026-05-30
2026-05-30,wk inc flu hosp,0,US,quantile,0.5,994,2026-05-30
2026-05-30,wk inc flu hosp,0,US,quantile,0.55,1015,2026-05-30
2026-05-30,wk inc flu hosp,0,US,quantile,0.6,1036,2026-05-30
2026-05-30,wk inc flu hosp,0,US,quantile,0.65,1064,2026-05-30
2026-05-30,wk inc flu hosp,0,US,quantile,0.7,1106,2026-05-30
2026-05-30,wk inc flu hosp,0,US,quantile,0.75,1134,2026-05-30
2026-05-30,wk inc flu hosp,0,US,quantile,0.8,1162,2026-05-30
2026-05-30,wk inc flu hosp,0,US,quantile,0.85,1197,2026-05-30
2026-05-30,wk inc flu hosp,0,US,quantile,0.9,1253,2026-05-30
2026-05-30,wk inc flu hosp,0,US,quantile,0.95,1330,2026-05-30
2026-05-30,wk inc flu hosp,0,US,quantile,0.975,1428,2026-05-30
2026-05-30,wk inc flu hosp,0,US,quantile,0.99,1512,2026-05-30
2026-05-30,wk inc flu hosp,1,US,quantile,0.01,518,2026-06-06
2026-05-30,wk inc flu hosp,1,US,quantile,0.025,567,2026-06-06
2026-05-30,wk inc flu hosp,1,US,quantile,0.05,616,2026-06-06
2026-05-30,wk inc flu hosp,1,US,quantile,0.1,685,2026-06-06
2026-05-30,wk inc flu hosp,1,US,quantile,0.15,721,2026-06-06
2026-05-30,wk inc flu hosp,1,US,quantile,0.2,749,2026-06-06
2026-05-30,wk inc flu hosp,1,US,quantile,0.25,784,2026-06-06
2026-05-30,wk inc flu hosp,1,US,quantile,0.3,805,2026-06-06
2026-05-30,wk inc flu hosp,1,US,quantile,0.35,819,2026-06-06
2026-05-30,wk inc flu hosp,1,US,quantile,0.4,840,2026-06-06
2026-05-30,wk inc flu hosp,1,US,quantile,0.45,868,2026-06-06
2026-05-30,wk inc flu hosp,1,US,quantile,0.5,889,2026-06-06
2026-05-30,wk inc flu hosp,1,US,quantile,0.55,910,2026-06-06
