reference_date,target,horizon,location,output_type,output_type_id,value,target_end_date
2026-03-21,wk inc flu hosp,-1,US,quantile,0.01,5179.79,2026-03-14
2026-03-21,wk inc flu hosp,-1,US,quantile,0.025,5529.825,2026-03-14
2026-03-21,wk inc flu hosp,-1,US,quantile,0.05,5978.0,2026-03-14
2026-03-21,wk inc flu hosp,-1,US,quantile,0.1,6354.599999999999,2026-03-14
2026-03-21,wk inc flu hosp,-1,US,quantile,0.15,6634.95,2026-03-14
2026-03-21,wk inc flu hosp,-1,US,quantile,0.2,6818.0,2026-03-14
2026-03-21,wk inc flu hosp,-1,US,quantile,0.25,6986.0,2026-03-14
2026-03-21,wk inc flu hosp,-1,US,quantile,0.3,7123.900000000001,2026-03-14
2026-03-21,wk inc flu hosp,-1,US,quantile,0.35,7280.0,2026-03-14
2026-03-21,wk inc flu hosp,-1,US,quantile,0.4,7448.0,2026-03-14
2026-03-21,wk inc flu hosp,-1,US,quantile,0.45,7595.0,2026-03-14
2026-03-21,wk inc flu hosp,-1,US,quantile,0.5,7763.0,2026-03-14
2026-03-21,wk inc flu hosp,-1,US,quantile,0.55,7924.0,2026-03-14
2026-03-21,wk inc flu hosp,-1,US,quantile,0.6,8113.0,2026-03-14
2026-03-21,wk inc flu hosp,-1,US,quantile,0.65,8299.9,2026-03-14
2026-03-21,wk inc flu hosp,-1,US,quantile,0.7,8486.1,2026-03-14
2026-03-21,wk inc flu hosp,-1,US,quantile,0.75,8722.0,2026-03-14
2026-03-21,wk inc flu hosp,-1,US,quantile,0.8,8933.4,2026-03-14
2026-03-21,wk inc flu hosp,-1,US,quantile,0.85,9187.149999999998,2026-03-14
2026-03-21,wk inc flu hosp,-1,US,quantile,0.9,9576.0,2026-03-14
2026-03-21,wk inc flu hosp,-1,US,quantile,0.95,10024.35,2026-03-14
2026-03-21,wk inc flu hosp,-1,US,quantile,0.975,10486.699999999999,2026-03-14
2026-03-21,wk inc flu hosp,-1,US,quantile,0.99,10997.769999999999,2026-03-14
2026-03-21,wk inc flu hosp,0,US,quantile,0.01,3506.72,2026-03-21
2026-03-21,wk inc flu hosp,0,US,quantile,0.025,3829.0,2026-03-21
2026-03-21,wk inc flu hosp,0,US,quantile,0.05,4164.650000000001,2026-03-21
2026-03-21,wk inc flu hosp,0,US,quantile,0.1,4619.3,2026-03-21
2026-03-21,wk inc flu hosp,0,US,quantile,0.15,5002.900000000001,2026-03-21
2026-03-21,wk inc flu hosp,0,US,quantile,0.2,5234.599999999999,2026-03-21
2026-03-21,wk inc flu hosp,0,US,quantile,0.25,5481.0,2026-03-21
2026-03-21,wk inc flu hosp,0,US,quantile,0.3,5716.900000000001,2026-03-21
2026-03-21,wk inc flu hosp,0,US,quantile,0.35,5926.55,2026-03-21
2026-03-21,wk inc flu hosp,0,US,quantile,0.4,6102.6,2026-03-21
2026-03-21,wk inc flu hosp,0,US,quantile,0.45,6317.849999999999,2026-03-21
2026-03-21,wk inc flu hosp,0,US,quantile,0.5,6510.0,2026-03-21
2026-03-21,wk inc flu hosp,0,US,quantile,0.55,6695.150000000001,2026-03-21
2026-03-21,wk inc flu hosp,0,US,quantile,0.6,6867.0,2026-03-21
2026-03-21,wk inc flu hosp,0,US,quantile,0.65,7042.0,2026-03-21
2026-03-21,wk inc flu hosp,0,US,quantile,0.7,7254.099999999999,2026-03-21
2026-03-21,wk inc flu hosp,0,US,quantile,0.75,7512.75,2026-03-21
2026-03-21,wk inc flu hosp,0,US,quantile,0.8,7736.400000000001,2026-03-21
2026-03-21,wk inc flu hosp,0,US,quantile,0.85,8094.099999999999,2026-03-21
2026-03-21,wk inc flu hosp,0,US,quantile,0.9,8449.0,2026-03-21
2026-03-21,wk inc flu hosp,0,US,quantile,0.95,9016.35,2026-03-21
2026-03-21,wk inc flu hosp,0,US,quantile,0.975,9478.524999999998,2026-03-21
2026-03-21,wk inc flu hosp,0,US,quantile,0.99,9926.49,2026-03-21
2026-03-21,wk inc flu hosp,1,US,quantile,0.01,2099.86,2026-03-28
2026-03-21,wk inc flu hosp,1,US,quantile,0.025,2281.125,2026-03-28
2026-03-21,wk inc flu hosp,1,US,quantile,0.05,2609.9500000000003,2026-03-28
2026-03-21,wk inc flu hosp,1,US,quantile,0.1,3183.6,2026-03-28
2026-03-21,wk inc flu hosp,1,US,quantile,0.15,3645.9500000000003,2026-03-28
2026-03-21,wk inc flu hosp,1,US,quantile,0.2,3955.0,2026-03-28
2026-03-21,wk inc flu hosp,1,US,quantile,0.25,4175.5,2026-03-28
2026-03-21,wk inc flu hosp,1,US,quantile,0.3,4452.699999999999,2026-03-28
2026-03-21,wk inc flu hosp,1,US,quantile,0.35,4690.0,2026-03-28
2026-03-21,wk inc flu hosp,1,US,quantile,0.4,4967.2,2026-03-28
2026-03-21,wk inc flu hosp,1,US,quantile,0.45,5204.849999999999,2026-03-28
2026-03-21,wk inc flu hosp,1,US,quantile,0.5,5470.5,2026-03-28
2026-03-21,wk inc flu hosp,1,US,quantile,0.55,5785.150000000001,2026-03-28
2026-03-21,wk inc flu hosp,1,US,quantile,0.6,6027.0,2026-03-28
2026-03-21,wk inc flu hosp,1,US,quantile,0.65,6307.0,2026-03-28
