reference_date,target,horizon,location,output_type,output_type_id,value,target_end_date
2026-01-10,wk inc flu hosp,-1,US,quantile,0.01,33501.299999999996,2026-01-03
2026-01-10,wk inc flu hosp,-1,US,quantile,0.025,34857.549999999996,2026-01-03
2026-01-10,wk inc flu hosp,-1,US,quantile,0.05,36157.1,2026-01-03
2026-01-10,wk inc flu hosp,-1,US,quantile,0.1,37514.4,2026-01-03
2026-01-10,wk inc flu hosp,-1,US,quantile,0.15,38274.950000000004,2026-01-03
2026-01-10,wk inc flu hosp,-1,US,quantile,0.2,39089.4,2026-01-03
2026-01-10,wk inc flu hosp,-1,US,quantile,0.25,39805.5,2026-01-03
2026-01-10,wk inc flu hosp,-1,US,quantile,0.3,40534.9,2026-01-03
2026-01-10,wk inc flu hosp,-1,US,quantile,0.35,41176.1,2026-01-03
2026-01-10,wk inc flu hosp,-1,US,quantile,0.4,41664.0,2026-01-03
2026-01-10,wk inc flu hosp,-1,US,quantile,0.45,42231.700000000004,2026-01-03
2026-01-10,wk inc flu hosp,-1,US,quantile,0.5,42644.0,2026-01-03
2026-01-10,wk inc flu hosp,-1,US,quantile,0.55,43312.15,2026-01-03
2026-01-10,wk inc flu hosp,-1,US,quantile,0.6,43846.6,2026-01-03
2026-01-10,wk inc flu hosp,-1,US,quantile,0.65,44454.9,2026-01-03
2026-01-10,wk inc flu hosp,-1,US,quantile,0.7,44964.5,2026-01-03
2026-01-10,wk inc flu hosp,-1,US,quantile,0.75,45577.0,2026-01-03
2026-01-10,wk inc flu hosp,-1,US,quantile,0.8,46611.6,2026-01-03
2026-01-10,wk inc flu hosp,-1,US,quantile,0.85,47535.24999999999,2026-01-03
2026-01-10,wk inc flu hosp,-1,US,quantile,0.9,49140.700000000004,2026-01-03
2026-01-10,wk inc flu hosp,-1,US,quantile,0.95,50931.64999999999,2026-01-03
2026-01-10,wk inc flu hosp,-1,US,quantile,0.975,52643.674999999996,2026-01-03
2026-01-10,wk inc flu hosp,-1,US,quantile,0.99,53783.94,2026-01-03
2026-01-10,wk inc flu hosp,0,US,quantile,0.01,27056.82,2026-01-10
2026-01-10,wk inc flu hosp,0,US,quantile,0.025,28778.575000000004,2026-01-10
2026-01-10,wk inc flu hosp,0,US,quantile,0.05,30426.549999999996,2026-01-10
2026-01-10,wk inc flu hosp,0,US,quantile,0.1,31724.700000000004,2026-01-10
2026-01-10,wk inc flu hosp,0,US,quantile,0.15,32459.0,2026-01-10
2026-01-10,wk inc flu hosp,0,US,quantile,0.2,33146.4,2026-01-10
2026-01-10,wk inc flu hosp,0,US,quantile,0.25,34028.75,2026-01-10
2026-01-10,wk inc flu hosp,0,US,quantile,0.3,34776.0,2026-01-10
2026-01-10,wk inc flu hosp,0,US,quantile,0.35,35240.1,2026-01-10
2026-01-10,wk inc flu hosp,0,US,quantile,0.4,35788.200000000004,2026-01-10
2026-01-10,wk inc flu hosp,0,US,quantile,0.45,36083.25,2026-01-10
2026-01-10,wk inc flu hosp,0,US,quantile,0.5,36459.5,2026-01-10
2026-01-10,wk inc flu hosp,0,US,quantile,0.55,36900.15,2026-01-10
2026-01-10,wk inc flu hosp,0,US,quantile,0.6,37774.799999999996,2026-01-10
2026-01-10,wk inc flu hosp,0,US,quantile,0.65,38246.950000000004,2026-01-10
2026-01-10,wk inc flu hosp,0,US,quantile,0.7,38810.1,2026-01-10
2026-01-10,wk inc flu hosp,0,US,quantile,0.75,39291.0,2026-01-10
2026-01-10,wk inc flu hosp,0,US,quantile,0.8,40044.200000000004,2026-01-10
2026-01-10,wk inc flu hosp,0,US,quantile,0.85,40842.549999999996,2026-01-10
2026-01-10,wk inc flu hosp,0,US,quantile,0.9,41998.6,2026-01-10
2026-01-10,wk inc flu hosp,0,US,quantile,0.95,43901.2,2026-01-10
2026-01-10,wk inc flu hosp,0,US,quantile,0.975,45204.075,2026-01-10
2026-01-10,wk inc flu hosp,0,US,quantile,0.99,45962.20999999999,2026-01-10
2026-01-10,wk inc flu hosp,1,US,quantile,0.01,19879.51,2026-01-17
2026-01-10,wk inc flu hosp,1,US,quantile,0.025,24796.975000000002,2026-01-17
2026-01-10,wk inc flu hosp,1,US,quantile,0.05,26340.3,2026-01-17
2026-01-10,wk inc flu hosp,1,US,quantile,0.1,27985.3,2026-01-17
2026-01-10,wk inc flu hosp,1,US,quantile,0.15,29236.899999999998,2026-01-17
2026-01-10,wk inc flu hosp,1,US,quantile,0.2,30076.200000000004,2026-01-17
2026-01-10,wk inc flu hosp,1,US,quantile,0.25,30765.0,2026-01-17
2026-01-10,wk inc flu hosp,1,US,quantile,0.3,31182.899999999998,2026-01-17
2026-01-10,wk inc flu hosp,1,US,quantile,0.35,31630.549999999996,2026-01-17
2026-01-10,wk inc flu hosp,1,US,quantile,0.4,32188.799999999996,2026-01-17
2026-01-10,wk inc flu hosp,1,US,quantile,0.45,32688.25,2026-01-17
2026-01-10,wk inc flu hosp,1,US,quantile,0.5,33498.5,2026-01-17
2026-01-10,wk inc flu hosp,1,US,quantile,0.55,33899.6,2026-01-17
2026-01-10,wk inc flu hosp,1,US,quantile,0.6,34413.4,2026-01-17
2026-01-10,wk inc flu hosp,1,US,quantile,0.65,35053.9,2026-01-17
2026-01-10,wk inc flu hosp,1,US,quantile,0.7,35483.0,2026-01-17
2026-01-10,wk inc flu hosp,1,US,quantile,0.75,36008.0,2026-01-17
2026-01-10,wk inc flu hosp,1,US,quantile,0.8,36870.40000000001,2026-01-17
2026-01-10,wk inc flu hosp,1,US,quantile,0.85,37774.1,2026-01-17
2026-01-10,wk inc flu hosp,1,US,quantile,0.9,38523.8,2026-01-17
2026-01-10,wk inc flu hosp,1,US,quantile,0.95,40466.299999999996,2026-01-17
2026-01-10,wk inc flu hosp,1,US,quantile,0.975,41831.125,2026-01-17
2026-01-10,wk inc flu hosp,1,US,quantile,0.99,44683.659999999996,2026-01-17
2026-01-10,wk inc flu hosp,2,US,quantile,0.01,12187.0,2026-01-24
2026-01-10,wk inc flu hosp,2,US,quantile,0.025,18293.100000000006,2026-01-24
2026-01-10,wk inc flu hosp,2,US,quantile,0.05,22838.2,2026-01-24
2026-01-10,wk inc flu hosp,2,US,quantile,0.1,24956.4,2026-01-24
2026-01-10,wk inc flu hosp,2,US,quantile,0.15,26207.649999999998,2026-01-24
2026-01-10,wk inc flu hosp,2,US,quantile,0.2,27136.2,2026-01-24
2026-01-10,wk inc flu hosp,2,US,quantile,0.25,28166.25,2026-01-24
2026-01-10,wk inc flu hosp,2,US,quantile,0.3,29145.899999999998,2026-01-24
2026-01-10,wk inc flu hosp,2,US,quantile,0.35,29815.100000000002,2026-01-24
2026-01-10,wk inc flu hosp,2,US,quantile,0.4,30451.399999999998,2026-01-24
2026-01-10,wk inc flu hosp,2,US,quantile,0.45,31103.100000000002,2026-01-24
2026-01-10,wk inc flu hosp,2,US,quantile,0.5,31713.5,2026-01-24
2026-01-10,wk inc flu hosp,2,US,quantile,0.55,32368.350000000002,2026-01-24
2026-01-10,wk inc flu hosp,2,US,quantile,0.6,33070.799999999996,2026-01-24
2026-01-10,wk inc flu hosp,2,US,quantile,0.65,33772.9,2026-01-24
2026-01-10,wk inc flu hosp,2,US,quantile,0.7,34866.299999999996,2026-01-24
2026-01-10,wk inc flu hosp,2,US,quantile,0.75,35829.5,2026-01-24
2026-01-10,wk inc flu hosp,2,US,quantile,0.8,36954.40000000001,2026-01-24
2026-01-10,wk inc flu hosp,2,US,quantile,0.85,38330.59999999999,2026-01-24
2026-01-10,wk inc flu hosp,2,US,quantile,0.9,41039.6,2026-01-24
2026-01-10,wk inc flu hosp,2,US,quantile,0.95,44922.15,2026-01-24
2026-01-10,wk inc flu hosp,2,US,quantile,0.975,46992.22499999999,2026-01-24
2026-01-10,wk inc flu hosp,2,US,quantile,0.99,52040.37999999999,2026-01-24
2026-01-10,wk inc flu hosp,3,US,quantile,0.01,6852.93,2026-01-31
2026-01-10,wk inc flu hosp,3,US,quantile,0.025,16368.975000000002,2026-01-31
2026-01-10,wk inc flu hosp,3,US,quantile,0.05,19619.600000000002,2026-01-31
2026-01-10,wk inc flu hosp,3,US,quantile,0.1,21984.9,2026-01-31
2026-01-10,wk inc flu hosp,3,US,quantile,0.15,23778.3,2026-01-31
2026-01-10,wk inc flu hosp,3,US,quantile,0.2,24603.600000000002,2026-01-31
2026-01-10,wk inc flu hosp,3,US,quantile,0.25,25700.5,2026-01-31
2026-01-10,wk inc flu hosp,3,US,quantile,0.3,27076.0,2026-01-31
2026-01-10,wk inc flu hosp,3,US,quantile,0.35,27626.55,2026-01-31
2026-01-10,wk inc flu hosp,3,US,quantile,0.4,28365.399999999998,2026-01-31
2026-01-10,wk inc flu hosp,3,US,quantile,0.45,29253.350000000002,2026-01-31
2026-01-10,wk inc flu hosp,3,US,quantile,0.5,30247.0,2026-01-31
2026-01-10,wk inc flu hosp,3,US,quantile,0.55,31250.450000000004,2026-01-31
2026-01-10,wk inc flu hosp,3,US,quantile,0.6,32320.399999999998,2026-01-31
2026-01-10,wk inc flu hosp,3,US,quantile,0.65,32968.6,2026-01-31
2026-01-10,wk inc flu hosp,3,US,quantile,0.7,33774.29999999999,2026-01-31
2026-01-10,wk inc flu hosp,3,US,quantile,0.75,34877.5,2026-01-31
2026-01-10,wk inc flu hosp,3,US,quantile,0.8,36961.4,2026-01-31
2026-01-10,wk inc flu hosp,3,US,quantile,0.85,38941.35,2026-01-31
2026-01-10,wk inc flu hosp,3,US,quantile,0.9,41486.9,2026-01-31
2026-01-10,wk inc flu hosp,3,US,quantile,0.95,47888.75,2026-01-31
2026-01-10,wk inc flu hosp,3,US,quantile,0.975,51984.97499999998,2026-01-31
2026-01-10,wk inc flu hosp,3,US,quantile,0.99,55274.729999999996,2026-01-31
2026-01-10,wk inc flu hosp,-1,01,quantile,0.01,336.0,2026-01-03
2026-01-10,wk inc flu hosp,-1,01,quantile,0.025,350.0,2026-01-03
2026-01-10,wk inc flu hosp,-1,01,quantile,0.05,370.65000000000003,2026-01-03
2026-01-10,wk inc flu hosp,-1,01,quantile,0.1,392.0,2026-01-03
2026-01-10,wk inc flu hosp,-1,01,quantile,0.15,406.0,2026-01-03
2026-01-10,wk inc flu hosp,-1,01,quantile,0.2,420.0,2026-01-03
2026-01-10,wk inc flu hosp,-1,01,quantile,0.25,434.0,2026-01-03
2026-01-10,wk inc flu hosp,-1,01,quantile,0.3,448.0,2026-01-03
2026-01-10,wk inc flu hosp,-1,01,quantile,0.35,459.54999999999984,2026-01-03
