reference_date,target,horizon,location,output_type,output_type_id,value,target_end_date
2026-03-14,wk inc flu hosp,-1,US,quantile,0.01,6278.860000000001,2026-03-07
2026-03-14,wk inc flu hosp,-1,US,quantile,0.025,6615.0,2026-03-07
2026-03-14,wk inc flu hosp,-1,US,quantile,0.05,7055.650000000001,2026-03-07
2026-03-14,wk inc flu hosp,-1,US,quantile,0.1,7544.599999999999,2026-03-07
2026-03-14,wk inc flu hosp,-1,US,quantile,0.15,8027.949999999999,2026-03-07
2026-03-14,wk inc flu hosp,-1,US,quantile,0.2,8344.0,2026-03-07
2026-03-14,wk inc flu hosp,-1,US,quantile,0.25,8562.75,2026-03-07
2026-03-14,wk inc flu hosp,-1,US,quantile,0.3,8761.9,2026-03-07
2026-03-14,wk inc flu hosp,-1,US,quantile,0.35,8967.0,2026-03-07
2026-03-14,wk inc flu hosp,-1,US,quantile,0.4,9160.199999999999,2026-03-07
2026-03-14,wk inc flu hosp,-1,US,quantile,0.45,9345.0,2026-03-07
2026-03-14,wk inc flu hosp,-1,US,quantile,0.5,9551.5,2026-03-07
2026-03-14,wk inc flu hosp,-1,US,quantile,0.55,9705.15,2026-03-07
2026-03-14,wk inc flu hosp,-1,US,quantile,0.6,9886.800000000001,2026-03-07
2026-03-14,wk inc flu hosp,-1,US,quantile,0.65,10115.0,2026-03-07
2026-03-14,wk inc flu hosp,-1,US,quantile,0.7,10346.0,2026-03-07
2026-03-14,wk inc flu hosp,-1,US,quantile,0.75,10585.75,2026-03-07
2026-03-14,wk inc flu hosp,-1,US,quantile,0.8,10892.0,2026-03-07
2026-03-14,wk inc flu hosp,-1,US,quantile,0.85,11172.0,2026-03-07
2026-03-14,wk inc flu hosp,-1,US,quantile,0.9,11578.0,2026-03-07
2026-03-14,wk inc flu hosp,-1,US,quantile,0.95,12229.35,2026-03-07
2026-03-14,wk inc flu hosp,-1,US,quantile,0.975,12712.35,2026-03-07
2026-03-14,wk inc flu hosp,-1,US,quantile,0.99,13216.07,2026-03-07
2026-03-14,wk inc flu hosp,0,US,quantile,0.01,5256.58,2026-03-14
2026-03-14,wk inc flu hosp,0,US,quantile,0.025,5522.3,2026-03-14
2026-03-14,wk inc flu hosp,0,US,quantile,0.05,5788.650000000001,2026-03-14
2026-03-14,wk inc flu hosp,0,US,quantile,0.1,6180.3,2026-03-14
2026-03-14,wk inc flu hosp,0,US,quantile,0.15,6445.95,2026-03-14
2026-03-14,wk inc flu hosp,0,US,quantile,0.2,6697.599999999999,2026-03-14
2026-03-14,wk inc flu hosp,0,US,quantile,0.25,6907.25,2026-03-14
2026-03-14,wk inc flu hosp,0,US,quantile,0.3,7049.0,2026-03-14
2026-03-14,wk inc flu hosp,0,US,quantile,0.35,7214.550000000001,2026-03-14
2026-03-14,wk inc flu hosp,0,US,quantile,0.4,7392.0,2026-03-14
2026-03-14,wk inc flu hosp,0,US,quantile,0.45,7560.0,2026-03-14
2026-03-14,wk inc flu hosp,0,US,quantile,0.5,7714.0,2026-03-14
2026-03-14,wk inc flu hosp,0,US,quantile,0.55,7857.150000000001,2026-03-14
2026-03-14,wk inc flu hosp,0,US,quantile,0.6,8008.0,2026-03-14
2026-03-14,wk inc flu hosp,0,US,quantile,0.65,8211.0,2026-03-14
2026-03-14,wk inc flu hosp,0,US,quantile,0.7,8422.399999999998,2026-03-14
2026-03-14,wk inc flu hosp,0,US,quantile,0.75,8652.0,2026-03-14
2026-03-14,wk inc flu hosp,0,US,quantile,0.8,8877.4,2026-03-14
2026-03-14,wk inc flu hosp,0,US,quantile,0.85,9331.0,2026-03-14
2026-03-14,wk inc flu hosp,0,US,quantile,0.9,9688.0,2026-03-14
