location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,9.083800229309,13.451775562266349,18.02099605035482,30423,45052,60355,9.08,13.45,18.02,30423,45052,60355,2025-02-15,2025-02-15,"February 15, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
US,1,7.302750748066908,12.16010413630603,18.840905836690244,24458,40726,63101,7.3,12.16,18.84,24458,40726,63101,2025-02-22,2025-02-15,"February 22, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
US,2,5.851934414562242,11.117749779387985,18.93406383135035,19599,37235,63413,5.85,11.12,18.93,19599,37235,63413,2025-03-01,2025-02-15,"March 01, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Alabama,0,7.0275472020182965,11.25582072746663,15.993053103200412,359,575,817,7.03,11.26,15.99,359,575,817,2025-02-15,2025-02-15,"February 15, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Alabama,1,4.795958396920564,9.533190772654345,16.3649845707167,245,487,836,4.8,9.53,16.36,245,487,836,2025-02-22,2025-02-15,"February 22, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Alabama,2,3.347383207646598,8.260793646940728,16.13008048596957,171,422,824,3.35,8.26,16.13,171,422,824,2025-03-01,2025-02-15,"March 01, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Alaska,0,1.0908010024461212,3.4087531326441285,5.999405513453667,8,25,44,1.09,3.41,6,8,25,44,2025-02-15,2025-02-15,"February 15, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Alaska,1,0.818100751834591,3.136052882032599,5.999405513453667,6,23,44,0.82,3.14,6,6,23,44,2025-02-22,2025-02-15,"February 22, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Alaska,2,0.5454005012230606,2.590652380809538,6.272105764065198,4,19,46,0.55,2.59,6.27,4,19,46,2025-03-01,2025-02-15,"March 01, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Arizona,0,2.1934121203378556,5.3556933981255606,10.361517378283121,163,398,770,2.19,5.36,10.36,163,398,770,2025-02-15,2025-02-15,"February 15, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Arizona,1,1.332195091493544,4.481019853205558,10.321147830056043,99,333,767,1.33,4.48,10.32,99,333,767,2025-02-22,2025-02-15,"February 22, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Arizona,2,0.7266518680873877,4.03695482270771,10.46916950688866,54,300,778,0.73,4.04,10.47,54,300,778,2025-03-01,2025-02-15,"March 01, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Arkansas,0,9.225056165271281,14.571025109103402,20.797123086371297,283,447,638,9.23,14.57,20.8,283,447,638,2025-02-15,2025-02-15,"February 15, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Arkansas,1,6.584669064963953,13.593103960841429,21.31868103211102,202,417,654,6.58,13.59,21.32,202,417,654,2025-02-22,2025-02-15,"February 22, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Arkansas,2,5.215579457397191,12.289209096492131,22.231407437155525,160,377,682,5.22,12.29,22.23,160,377,682,2025-03-01,2025-02-15,"March 01, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
California,0,4.581011571019294,7.660683215402012,10.558140954158754,1785,2985,4114,4.58,7.66,10.56,1785,2985,4114,2025-02-15,2025-02-15,"February 15, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
California,1,3.5390559980031413,6.901030876454276,11.125313815332571,1379,2689,4335,3.54,6.9,11.13,1379,2689,4335,2025-02-22,2025-02-15,"February 22, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
California,2,2.5407291066157427,5.812880228772381,10.922568765410709,990,2265,4256,2.54,5.81,10.92,990,2265,4256,2025-03-01,2025-02-15,"March 01, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Colorado,0,5.291266348056438,8.523872798637543,12.505082848300583,311,501,735,5.29,8.52,12.51,311,501,735,2025-02-15,2025-02-15,"February 15, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Colorado,1,3.930168895180184,7.622145736107023,12.539110284622492,231,448,737,3.93,7.62,12.54,231,448,737,2025-02-22,2025-02-15,"February 22, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Colorado,2,2.790249778396321,6.601322646449832,13.032508111290134,164,388,766,2.79,6.6,13.03,164,388,766,2025-03-01,2025-02-15,"March 01, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Connecticut,0,8.321408745385904,13.463541724262242,20.015614390894996,301,487,724,8.32,13.46,20.02,301,487,724,2025-02-15,2025-02-15,"February 15, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Connecticut,1,6.026801018252914,12.440644303733079,20.26442727696966,218,450,733,6.03,12.44,20.26,218,450,733,2025-02-22,2025-02-15,"February 22, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Connecticut,2,4.8656742165711595,11.05835049220718,21.425554078651412,176,400,775,4.87,11.06,21.43,176,400,775,2025-03-01,2025-02-15,"March 01, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Delaware,0,4.845477715647986,10.07859364854781,16.57153378751611,50,104,171,4.85,10.08,16.57,50,104,171,2025-02-15,2025-02-15,"February 15, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Delaware,1,2.9072866293887913,9.109498105418213,17.83135799358459,30,94,184,2.91,9.11,17.83,30,94,184,2025-02-22,2025-02-15,"February 22, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Delaware,2,2.422738857823993,7.946583453662696,18.800453536714183,25,82,194,2.42,7.95,18.8,25,82,194,2025-03-01,2025-02-15,"March 01, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
District of Columbia,0,20.030281071973512,30.634547521841846,44.47900649805883,136,208,302,20.03,30.63,44.48,136,208,302,2025-02-15,2025-02-15,"February 15, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
District of Columbia,1,15.611836717861708,27.98348090937476,50.22298415840418,106,190,341,15.61,27.98,50.22,106,190,341,2025-02-22,2025-02-15,"February 22, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
District of Columbia,2,13.402614540805805,26.657947603141217,50.812110072285755,91,181,345,13.4,26.66,50.81,91,181,345,2025-03-01,2025-02-15,"March 01, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Florida,0,7.806029757735334,11.75990545372139,16.598317099592467,1765,2659,3753,7.81,11.76,16.6,1765,2659,3753,2025-02-15,2025-02-15,"February 15, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Florida,1,6.16079289094919,10.68961695436051,16.589471740093618,1393,2417,3751,6.16,10.69,16.59,1393,2417,3751,2025-02-22,2025-02-15,"February 22, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Florida,2,4.860525044618205,9.61932845499963,17.385554094990137,1099,2175,3931,4.86,9.62,17.39,1099,2175,3931,2025-03-01,2025-02-15,"March 01, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Georgia,0,6.147302979619514,9.728696308453893,13.854098750528935,678,1073,1528,6.15,9.73,13.85,678,1073,1528,2025-02-15,2025-02-15,"February 15, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Georgia,1,4.624077462545652,8.622544444864541,14.334640133891524,510,951,1581,4.62,8.62,14.33,510,951,1581,2025-02-22,2025-02-15,"February 22, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Georgia,2,3.028317397039702,7.380390302965021,15.195987896522576,334,814,1676,3.03,7.38,15.2,334,814,1676,2025-03-01,2025-02-15,"March 01, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Hawaii,0,3.4143058019507535,5.2259782682919695,8.013166678047686,49,75,115,3.41,5.23,8.01,49,75,115,2025-02-15,2025-02-15,"February 15, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Hawaii,1,2.5781492790240383,4.877579717072504,7.873807257559901,37,70,113,2.58,4.88,7.87,37,70,113,2025-02-22,2025-02-15,"February 22, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Hawaii,2,2.0207115970728946,4.52918116585304,7.943486967803793,29,65,114,2.02,4.53,7.94,29,65,114,2025-03-01,2025-02-15,"March 01, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Idaho,0,2.290395709121781,4.580791418243562,8.245424552838411,45,90,162,2.29,4.58,8.25,45,90,162,2025-02-15,2025-02-15,"February 15, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Idaho,1,1.4251351078979968,4.020916911569349,8.29632223526334,28,79,163,1.43,4.02,8.3,28,79,163,2025-02-22,2025-02-15,"February 22, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Idaho,2,0.8143629187988555,3.511940087320064,8.65260601223784,16,69,170,0.81,3.51,8.65,16,69,170,2025-03-01,2025-02-15,"March 01, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Illinois,0,9.641673192060775,15.594011931291684,21.05231452349138,1210,1957,2642,9.64,15.59,21.05,1210,1957,2642,2025-02-15,2025-02-15,"February 15, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Illinois,1,7.482257130037246,13.641772318023179,22.48661301487232,939,1712,2822,7.48,13.64,22.49,939,1712,2822,2025-02-22,2025-02-15,"February 22, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Illinois,2,5.769067265332232,12.478396875014193,24.47072592794929,724,1566,3071,5.77,12.48,24.47,724,1566,3071,2025-03-01,2025-02-15,"March 01, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Indiana,0,14.03340241225881,22.383495436375423,31.972258455343542,963,1536,2194,14.03,22.38,31.97,963,1536,2194,2025-02-15,2025-02-15,"February 15, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Indiana,1,11.570635010730525,19.585558506828495,32.04512139621716,794,1344,2199,11.57,19.59,32.05,794,1344,2199,2025-02-22,2025-02-15,"February 22, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Indiana,2,8.306375259592443,17.64740427959026,34.88677609028826,570,1211,2394,8.31,17.65,34.89,570,1211,2394,2025-03-01,2025-02-15,"March 01, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Iowa,0,10.414704814836526,16.089783486394154,22.700314686230513,334,516,728,10.41,16.09,22.7,334,516,728,2025-02-15,2025-02-15,"February 15, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Iowa,1,8.387891003565944,14.312423682664567,22.513224180574767,269,459,722,8.39,14.31,22.51,269,459,722,2025-02-22,2025-02-15,"February 22, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Iowa,2,5.986896180983871,12.846881388361224,23.54222196168137,192,412,755,5.99,12.85,23.54,192,412,755,2025-03-01,2025-02-15,"March 01, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Kansas,0,7.651640205594472,12.752733675990786,18.261914624018807,225,375,537,7.65,12.75,18.26,225,375,537,2025-02-15,2025-02-15,"February 15, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Kansas,1,5.271129919409525,11.324427504279818,18.19390004441352,155,333,535,5.27,11.32,18.19,155,333,535,2025-02-22,2025-02-15,"February 22, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Kansas,2,4.182896645724977,9.89612133256885,17.785812566781814,123,291,523,4.18,9.9,17.79,123,291,523,2025-03-01,2025-02-15,"March 01, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Kentucky,0,13.38885066659243,20.701902763361566,30.53364953998472,606,937,1382,13.39,20.7,30.53,606,937,1382,2025-02-15,2025-02-15,"February 15, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Kentucky,1,9.80965296364198,18.514615278225175,33.27328234965049,444,838,1506,9.81,18.51,33.27,444,838,1506,2025-02-22,2025-02-15,"February 22, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Kentucky,2,7.0479263409950255,16.99014218252406,31.48368349817527,319,769,1425,7.05,16.99,31.48,319,769,1425,2025-03-01,2025-02-15,"March 01, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Louisiana,0,4.853786248436458,8.526921787793777,12.37496854331097,222,390,566,4.85,8.53,12.37,222,390,566,2025-02-15,2025-02-15,"February 15, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Louisiana,1,3.6949994413773033,7.41186278477459,12.790382681690664,169,339,585,3.69,7.41,12.79,169,339,585,2025-02-22,2025-02-15,"February 22, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
Louisiana,2,2.492484830278181,6.274939879735421,12.571743661490824,114,287,575,2.49,6.27,12.57,114,287,575,2025-03-01,2025-02-15,"March 01, 2025","February 15, 2025",2025-02-12,"February 12, 2025",FluSight-ensemble
