location_name,abbreviation,horizon,reference_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,model_full_name,forecast_due_date,forecast_due_date_formatted
US,US,0,2025-02-22,2025-02-22,CEPH-Rtrend_fluH,26765,32544,36290,40460,49034,26765,32544,36290,40460,49034,CEPH Lab at Indiana University,Rtrend FluH,2025-02-19,"February 19, 2025"
US,US,1,2025-02-22,2025-03-01,CEPH-Rtrend_fluH,14322,21525,26970,33614,49230,14322,21525,26970,33614,49230,CEPH Lab at Indiana University,Rtrend FluH,2025-02-19,"February 19, 2025"
US,US,2,2025-02-22,2025-03-08,CEPH-Rtrend_fluH,7605,13986,19530,26901,46656,7605,13986,19530,26901,46656,CEPH Lab at Indiana University,Rtrend FluH,2025-02-19,"February 19, 2025"
US,US,0,2025-02-22,2025-02-22,CFA_Pyrenew-Pyrenew_H_Flu,23307.399999999998,31598,36666.5,43163.5,62242.524999999965,23307,31598,36666,43164,62243,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,Pyrenew_Hospital_Admissions_Influenza,2025-02-19,"February 19, 2025"
US,US,1,2025-02-22,2025-03-01,CFA_Pyrenew-Pyrenew_H_Flu,13007.4,24699.5,33526,44933.25,76661.89999999998,13007,24700,33526,44933,76662,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,Pyrenew_Hospital_Admissions_Influenza,2025-02-19,"February 19, 2025"
US,US,0,2025-02-22,2025-02-22,CMU-TimeSeries,20712.59258651335,29397.730615671593,35810.690021364295,41539.27559302374,55152.188417715275,20713,29398,35811,41539,55152,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data,2025-02-19,"February 19, 2025"
US,US,1,2025-02-22,2025-03-01,CMU-TimeSeries,9280.51820170507,20096.479468778605,28179.01490188335,36449.17281771249,62686.61483361584,9281,20096,28179,36449,62687,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data,2025-02-19,"February 19, 2025"
US,US,2,2025-02-22,2025-03-08,CMU-TimeSeries,3703.887831700004,13440.449825042017,20218.8204006293,29412.52253043648,63369.02683485755,3704,13440,20219,29413,63369,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data,2025-02-19,"February 19, 2025"
US,US,0,2025-02-22,2025-02-22,CMU-climate_baseline,855.0253531098842,1847.006506590618,8498.203547661993,17329.490624891943,60399.443671847635,855,1847,8498,17329,60399,Carnegie Mellon Delphi Group,climatological baseline,2025-02-19,"February 19, 2025"
US,US,1,2025-02-22,2025-03-01,CMU-climate_baseline,820.9509397421548,1648.5200037012646,7359.662999957116,16521.491339711378,60399.443671847635,821,1649,7360,16521,60399,Carnegie Mellon Delphi Group,climatological baseline,2025-02-19,"February 19, 2025"
US,US,2,2025-02-22,2025-03-08,CMU-climate_baseline,799.465854641865,1532.6496724561314,6324.739199729302,15987.689776680803,60399.443671847635,799,1533,6325,15988,60399,Carnegie Mellon Delphi Group,climatological baseline,2025-02-19,"February 19, 2025"
US,US,0,2025-02-22,2025-02-22,CU-ensemble,21875,33499,37669,41086,48913,21875,33499,37669,41086,48913,Columbia University,Ensemble,2025-02-19,"February 19, 2025"
