location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,7.733009306737463,11.40438976295754,15.729667681695675,25899,38195,52681,7.73,11.4,15.73,25899,38195,52681,2025-02-22,2025-02-22,"February 22, 2025","February 22, 2025",2025-02-19,"February 19, 2025",FluSight-ensemble
US,1,5.780573001986071,9.926999514309449,15.36211161943096,19360,33247,51450,5.78,9.93,15.36,19360,33247,51450,2025-03-01,2025-02-22,"March 01, 2025","February 22, 2025",2025-02-19,"February 19, 2025",FluSight-ensemble
US,2,4.075662266379642,8.760434497844594,15.749374180566083,13650,29340,52747,4.08,8.76,15.75,13650,29340,52747,2025-03-08,2025-02-22,"March 08, 2025","February 22, 2025",2025-02-19,"February 19, 2025",FluSight-ensemble
Alabama,0,3.7388900155584803,6.870944478853542,10.45323177124727,191,351,534,3.74,6.87,10.45,191,351,534,2025-02-22,2025-02-22,"February 22, 2025","February 22, 2025",2025-02-19,"February 19, 2025",FluSight-ensemble
Alabama,1,2.388191528262485,5.892177459073836,11.138368685093065,122,301,569,2.39,5.89,11.14,122,301,569,2025-03-01,2025-02-22,"March 01, 2025","February 22, 2025",2025-02-19,"February 19, 2025",FluSight-ensemble
Alabama,2,1.70305461441669,4.854684418107347,10.3553550692693,87,248,529,1.7,4.85,10.36,87,248,529,2025-03-08,2025-02-22,"March 08, 2025","February 22, 2025",2025-02-19,"February 19, 2025",FluSight-ensemble
Alaska,0,2.0452518795864774,4.772254385701781,8.044657393040143,15,35,59,2.05,4.77,8.04,15,35,59,2025-02-22,2025-02-22,"February 22, 2025","February 22, 2025",2025-02-19,"February 19, 2025",FluSight-ensemble
Alaska,1,1.3635012530576516,4.49955413509025,8.590057894263206,10,33,63,1.36,4.5,8.59,10,33,63,2025-03-01,2025-02-22,"March 01, 2025","February 22, 2025",2025-02-19,"February 19, 2025",FluSight-ensemble
Alaska,2,0.954450877140356,4.090503759172955,9.271808520792032,7,30,68,0.95,4.09,9.27,7,30,68,2025-03-08,2025-02-22,"March 08, 2025","February 22, 2025",2025-02-19,"February 19, 2025",FluSight-ensemble
Arizona,0,3.606346308285554,8.181561774020958,13.671820332903444,268,608,1016,3.61,8.18,13.67,268,608,1016,2025-02-22,2025-02-22,"February 22, 2025","February 22, 2025",2025-02-19,"February 19, 2025",FluSight-ensemble
Arizona,1,2.1934121203378556,6.687888489619105,13.550711688222213,163,497,1007,2.19,6.69,13.55,163,497,1007,2025-03-01,2025-02-22,"March 01, 2025","February 22, 2025",2025-02-19,"February 19, 2025",FluSight-ensemble
Arizona,2,1.4263907040233907,5.638280235715101,13.792928977584674,106,419,1025,1.43,5.64,13.79,106,419,1025,2025-03-08,2025-02-22,"March 08, 2025","February 22, 2025",2025-02-19,"February 19, 2025",FluSight-ensemble
Arkansas,0,7.236616497138603,12.289209096492131,19.06946239110848,222,377,585,7.24,12.29,19.07,222,377,585,2025-02-22,2025-02-22,"February 22, 2025","February 22, 2025",2025-02-19,"February 19, 2025",FluSight-ensemble
Arkansas,1,4.857008369701134,10.431158914794382,17.146217466193267,149,320,526,4.86,10.43,17.15,149,320,526,2025-03-01,2025-02-22,"March 01, 2025","February 22, 2025",2025-02-19,"February 19, 2025",FluSight-ensemble
Arkansas,2,3.4879187621343717,7.823369186095787,16.494270034018616,107,240,506,3.49,7.82,16.49,107,240,506,2025-03-08,2025-02-22,"March 08, 2025","February 22, 2025",2025-02-19,"February 19, 2025",FluSight-ensemble
California,0,3.5031264954853425,5.933500701510705,8.474229808126447,1365,2312,3302,3.5,5.93,8.47,1365,2312,3302,2025-02-22,2025-02-22,"February 22, 2025","February 22, 2025",2025-02-19,"February 19, 2025",FluSight-ensemble
California,1,2.3456832358048376,5.173848362562968,9.408396873589206,914,2016,3666,2.35,5.17,9.41,914,2016,3666,2025-03-01,2025-02-22,"March 01, 2025","February 22, 2025",2025-02-19,"February 19, 2025",FluSight-ensemble
