location_name,abbreviation,horizon,reference_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,model_full_name,forecast_due_date,forecast_due_date_formatted
US,US,0,2025-11-22,2025-11-22,CEPH-Rtrend_fluH,1667,2257,2683,3181,4289,1667,2257,2683,3181,4289,CEPH Lab at Indiana University,Rtrend FluH,2025-11-19,"November 19, 2025"
US,US,1,2025-11-22,2025-11-29,CEPH-Rtrend_fluH,1411,2641,3743,5263,9478,1411,2641,3743,5263,9478,CEPH Lab at Indiana University,Rtrend FluH,2025-11-19,"November 19, 2025"
US,US,2,2025-11-22,2025-12-06,CEPH-Rtrend_fluH,1189,3018,5030,8218,18869,1189,3018,5030,8218,18869,CEPH Lab at Indiana University,Rtrend FluH,2025-11-19,"November 19, 2025"
US,US,0,2025-11-22,2025-11-22,CFA_Pyrenew-Pyrenew_HE_Flu,3042.975,3345.5,3512,3679.25,4204.174999999999,3043,3346,3512,3679,4204,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,Pyrenew_Hospital_Admissions_ED_Visits_Influenza,2025-11-19,"November 19, 2025"
US,US,1,2025-11-22,2025-11-29,CFA_Pyrenew-Pyrenew_HE_Flu,5148.775,5970,6472,7135.5,9252.499999999998,5149,5970,6472,7136,9252,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,Pyrenew_Hospital_Admissions_ED_Visits_Influenza,2025-11-19,"November 19, 2025"
US,US,0,2025-11-22,2025-11-22,CMU-TimeSeries,662.6088165262393,2044.4510122746262,2691.9470128383264,3573.8217722635795,7337.961420644747,663,2044,2692,3574,7338,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data,2025-11-19,"November 19, 2025"
US,US,1,2025-11-22,2025-11-29,CMU-TimeSeries,570.0061445309773,2165.6686626746514,3518.3895412050133,5475.736798574805,12856.970410243433,570,2166,3518,5476,12857,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data,2025-11-19,"November 19, 2025"
US,US,2,2025-11-22,2025-12-06,CMU-TimeSeries,350.7870439434917,2022.995809144362,3781.2288742616483,6859.709961505085,18288.570587292423,351,2023,3781,6860,18289,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data,2025-11-19,"November 19, 2025"
US,US,0,2025-11-22,2025-11-22,Cornell_JHU-hierarchSIR,1868.8250000000003,2282,2506,2723,3213,1869,2282,2506,2723,3213,Cornell_JHU,hierarchSIR,2025-11-19,"November 19, 2025"
US,US,1,2025-11-22,2025-11-29,Cornell_JHU-hierarchSIR,1876,2574.25,2975,3388,4375.874999999999,1876,2574,2975,3388,4376,Cornell_JHU,hierarchSIR,2025-11-19,"November 19, 2025"
US,US,2,2025-11-22,2025-12-06,Cornell_JHU-hierarchSIR,2190.65,3050.25,3479,4088,5363.2249999999985,2191,3050,3479,4088,5363,Cornell_JHU,hierarchSIR,2025-11-19,"November 19, 2025"
US,US,0,2025-11-22,2025-11-22,CU-ensemble,948,2041,2841,3831,7010,948,2041,2841,3831,7010,Columbia University,Ensemble,2025-11-19,"November 19, 2025"
US,US,1,2025-11-22,2025-11-29,CU-ensemble,1234,2667,3753,5186,9146,1234,2667,3753,5186,9146,Columbia University,Ensemble,2025-11-19,"November 19, 2025"
US,US,2,2025-11-22,2025-12-06,CU-ensemble,1590,3164,4380,5944,10831,1590,3164,4380,5944,10831,Columbia University,Ensemble,2025-11-19,"November 19, 2025"
US,US,0,2025-11-22,2025-11-22,FluSight-baseline,0,1894,2170,2446,9837,0,1894,2170,2446,9837,FluSight-baseline,Baseline model using reported weekly admissions,2025-11-19,"November 19, 2025"
US,US,1,2025-11-22,2025-11-29,FluSight-baseline,0,1099,2170,3391,11383,0,1099,2170,3391,11383,FluSight-baseline,Baseline model using reported weekly admissions,2025-11-19,"November 19, 2025"
US,US,2,2025-11-22,2025-12-06,FluSight-baseline,0,314,2170,4321,13156,0,314,2170,4321,13156,FluSight-baseline,Baseline model using reported weekly admissions,2025-11-19,"November 19, 2025"
US,US,0,2025-11-22,2025-11-22,FluSight-ensemble,1277,2044,2603,2963,4119,1277,2044,2603,2963,4119,FluSight-ensemble,Ensemble models using FluSight forecast submissions,2025-11-19,"November 19, 2025"
US,US,1,2025-11-22,2025-11-29,FluSight-ensemble,1463,2472,3183,3893,6180,1463,2472,3183,3893,6180,FluSight-ensemble,Ensemble models using FluSight forecast submissions,2025-11-19,"November 19, 2025"
US,US,2,2025-11-22,2025-12-06,FluSight-ensemble,1607,2843,3791,5193,9097,1607,2843,3791,5193,9097,FluSight-ensemble,Ensemble models using FluSight forecast submissions,2025-11-19,"November 19, 2025"
US,US,0,2025-11-22,2025-11-22,FluSight-lop_norm,704,1913,2511,3096,5037,704,1913,2511,3096,5037,FluSight-lop_norm,Linear opinion pool ensemble of FluSight forecast submissions,2025-11-19,"November 19, 2025"
US,US,1,2025-11-22,2025-11-29,FluSight-lop_norm,51,2202,3095,4174,8591,51,2202,3095,4174,8591,FluSight-lop_norm,Linear opinion pool ensemble of FluSight forecast submissions,2025-11-19,"November 19, 2025"
US,US,2,2025-11-22,2025-12-06,FluSight-lop_norm,27,2497,3781,5483,15622,27,2497,3781,5483,15622,FluSight-lop_norm,Linear opinion pool ensemble of FluSight forecast submissions,2025-11-19,"November 19, 2025"
