location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,0.6959977101048312,1.1038625200590138,1.6266819067572376,2331,3697,5448,0.7,1.1,1.63,2331,3697,5448,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
US,1,0.6685280450127488,1.3648243384337984,2.1724922088042695,2239,4571,7276,0.67,1.36,2.17,2239,4571,7276,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
US,2,0.6126929648799287,1.6024966581435562,2.791156840008564,2052,5367,9348,0.61,1.6,2.79,2052,5367,9348,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
Alabama,0,0.4110821483074769,0.998342360175301,1.9379586991638196,21,51,99,0.41,1,1.94,21,51,99,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
Alabama,1,0.430657488703071,1.154945083340054,2.623095613009615,22,59,134,0.43,1.15,2.62,22,59,134,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
Alabama,2,0.39150680791188275,1.3702738276915898,3.562711951998133,20,70,182,0.39,1.37,3.56,20,70,182,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
Alaska,0,0.13635012530576515,1.0908010024461212,2.590652380809538,1,8,19,0.14,1.09,2.59,1,8,19,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
Alaska,1,0.13635012530576515,1.2271511277518863,3.136052882032599,1,9,23,0.14,1.23,3.14,1,9,23,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
Alaska,2,0.13635012530576515,1.2271511277518863,3.954153633867189,1,9,29,0.14,1.23,3.95,1,9,29,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
Arizona,0,3.1622812777877054,5.436432494579716,8.383409515156345,235,404,623,3.16,5.44,8.38,235,404,623,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
Arizona,1,2.798955343744012,5.786301912547716,11.357299567884356,208,430,844,2.8,5.79,11.36,208,430,844,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
Arizona,2,2.462542441851703,6.068888750137257,13.187385754178518,183,451,980,2.46,6.07,13.19,183,451,980,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
Arkansas,0,0.09779211482619733,0.586752688957184,1.46688172239296,3,18,45,0.1,0.59,1.47,3,18,45,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
Arkansas,1,0.09779211482619733,0.6519474321746489,2.151426526176341,3,20,66,0.1,0.65,2.15,3,20,66,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
Arkansas,2,0.13038948643492979,0.7171421753921138,3.1293476744383146,4,22,96,0.13,0.72,3.13,4,22,96,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
California,0,0.479915497916307,0.972662961017542,1.7015185835214521,187,379,663,0.48,0.97,1.7,187,379,663,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
California,1,0.4388532093245374,1.2190366925681595,2.6023225395033975,171,475,1014,0.44,1.22,2.6,171,475,1014,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
California,2,0.5235441795450622,1.4936407475256186,3.228522440527884,204,582,1258,0.52,1.49,3.23,204,582,1258,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
Colorado,0,0.27221949057525086,0.5954801356333612,1.3100562983933948,16,35,77,0.27,0.6,1.31,16,35,77,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
Colorado,1,0.20416461793143814,0.7145761627600333,1.6843580979343644,12,42,99,0.2,0.71,1.68,12,42,99,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
Colorado,2,0.2211783360923913,0.8336721898867056,2.3649068243724916,13,49,139,0.22,0.83,2.36,13,49,139,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
Connecticut,0,0.027645876230517948,0.2764587623051795,0.9952515442986463,1,10,36,0.03,0.28,1,1,10,36,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
Connecticut,1,0.027645876230517948,0.3317505147662154,1.5758149451395234,1,12,57,0.03,0.33,1.58,1,12,57,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
Connecticut,2,0.055291752461035897,0.4146881434577693,2.0734407172888463,2,15,75,0.06,0.41,2.07,2,15,75,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
Delaware,0,0.19381910862591942,0.678366880190718,1.6474624233203152,2,7,17,0.19,0.68,1.65,2,7,17,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
Delaware,1,0.19381910862591942,0.9690955431295971,2.5196484121369527,2,10,26,0.19,0.97,2.52,2,10,26,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
Delaware,2,0.19381910862591942,0.9690955431295971,2.6165579664499123,2,10,27,0.19,0.97,2.62,2,10,27,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
District of Columbia,0,0,0.44184443541118046,1.1782518277631477,0,3,8,0,0.44,1.18,0,3,8,2024-11-23,2024-11-23,"November 23, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
District of Columbia,1,0,0.44184443541118046,1.9146592201151154,0,3,13,0,0.44,1.91,0,3,13,2024-11-30,2024-11-23,"November 30, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
District of Columbia,2,0,0.5891259138815739,2.6510666124670825,0,4,18,0,0.59,2.65,0,4,18,2024-12-07,2024-11-23,"December 07, 2024","November 23, 2024",2024-11-20,"November 20, 2024",FluSight-ensemble
