reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2024-04-20,0,wk inc flu hosp,2024-04-20,01,quantile,0.01,8.29325068237186
2024-04-20,0,wk inc flu hosp,2024-04-20,01,quantile,0.025,11.214625037555185
2024-04-20,0,wk inc flu hosp,2024-04-20,01,quantile,0.05,12.280731680459096
2024-04-20,0,wk inc flu hosp,2024-04-20,01,quantile,0.1,14.603073467546993
2024-04-20,0,wk inc flu hosp,2024-04-20,01,quantile,0.15,15.882077700864583
2024-04-20,0,wk inc flu hosp,2024-04-20,01,quantile,0.2,15.882077700864583
2024-04-20,0,wk inc flu hosp,2024-04-20,01,quantile,0.25,15.882077700864583
2024-04-20,0,wk inc flu hosp,2024-04-20,01,quantile,0.3,16.50210112009197
2024-04-20,0,wk inc flu hosp,2024-04-20,01,quantile,0.35,17.87467358502956
2024-04-20,0,wk inc flu hosp,2024-04-20,01,quantile,0.4,18.228181133084128
2024-04-20,0,wk inc flu hosp,2024-04-20,01,quantile,0.45,18.74413511571357
2024-04-20,0,wk inc flu hosp,2024-04-20,01,quantile,0.5,19.46491410522418
2024-04-20,0,wk inc flu hosp,2024-04-20,01,quantile,0.55,19.591398637962868
2024-04-20,0,wk inc flu hosp,2024-04-20,01,quantile,0.6,19.591398637962868
2024-04-20,0,wk inc flu hosp,2024-04-20,01,quantile,0.65,21.81664930494037
2024-04-20,0,wk inc flu hosp,2024-04-20,01,quantile,0.7,21.81664930494037
2024-04-20,0,wk inc flu hosp,2024-04-20,01,quantile,0.75,21.81664930494037
2024-04-20,0,wk inc flu hosp,2024-04-20,01,quantile,0.8,25.73937931900113
2024-04-20,0,wk inc flu hosp,2024-04-20,01,quantile,0.85,29.647824914777644
2024-04-20,0,wk inc flu hosp,2024-04-20,01,quantile,0.9,29.647824914777644
2024-04-20,0,wk inc flu hosp,2024-04-20,01,quantile,0.95,32.73643630044007
2024-04-20,0,wk inc flu hosp,2024-04-20,01,quantile,0.975,41.25051813808392
2024-04-20,0,wk inc flu hosp,2024-04-20,01,quantile,0.99,65.93596385173228
2024-04-20,0,wk inc flu hosp,2024-04-20,02,quantile,0.01,2.4129651813995108
2024-04-20,0,wk inc flu hosp,2024-04-20,02,quantile,0.025,3.5734871638491525
2024-04-20,0,wk inc flu hosp,2024-04-20,02,quantile,0.05,3.9420615280431397
2024-04-20,0,wk inc flu hosp,2024-04-20,02,quantile,0.1,5.385652435263764
2024-04-20,0,wk inc flu hosp,2024-04-20,02,quantile,0.15,5.9935237120556195
2024-04-20,0,wk inc flu hosp,2024-04-20,02,quantile,0.2,6.4100339208887425
2024-04-20,0,wk inc flu hosp,2024-04-20,02,quantile,0.25,6.4100339208887425
2024-04-20,0,wk inc flu hosp,2024-04-20,02,quantile,0.3,6.668488694709572
2024-04-20,0,wk inc flu hosp,2024-04-20,02,quantile,0.35,6.833401673415161
