location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,0.25200431888823577,0.5514833850551795,1.0190648582530197,844,1847,3413,0.25,0.55,1.02,844,1847,3413,2025-05-10,2025-05-10,"May 10, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
US,1,0.11286449353051317,0.4622069735059111,1.1829870988568603,378,1548,3962,0.11,0.46,1.18,378,1548,3962,2025-05-17,2025-05-10,"May 17, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
US,2,0.069271329362643,0.37084047874311477,1.2543485114330313,232,1242,4201,0.07,0.37,1.25,232,1242,4201,2025-05-24,2025-05-10,"May 24, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
Alabama,0,0.11745204237356484,0.430657488703071,1.0570683813620836,6,22,54,0.12,0.43,1.06,6,22,54,2025-05-10,2025-05-10,"May 10, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
Alabama,1,0.05872602118678242,0.35235612712069453,1.154945083340054,3,18,59,0.06,0.35,1.15,3,18,59,2025-05-17,2025-05-10,"May 17, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
Alabama,2,0.01957534039559414,0.2936301059339121,1.1745204237356484,1,15,60,0.02,0.29,1.17,1,15,60,2025-05-24,2025-05-10,"May 24, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
Alaska,0,0,0.6817506265288258,1.7725516289749472,0,5,13,0,0.68,1.77,0,5,13,2025-05-10,2025-05-10,"May 10, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
Alaska,1,0,0.5454005012230606,1.7725516289749472,0,4,13,0,0.55,1.77,0,4,13,2025-05-17,2025-05-10,"May 17, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
Alaska,2,0,0.5454005012230606,1.908901754280712,0,4,14,0,0.55,1.91,0,4,14,2025-05-24,2025-05-10,"May 24, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
Arizona,0,0.2691303215138473,0.7535649002387724,1.5609558647803143,20,56,116,0.27,0.75,1.56,20,56,116,2025-05-10,2025-05-10,"May 10, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
Arizona,1,0.16147819290830837,0.6728258037846182,1.7493470898400074,12,50,130,0.16,0.67,1.75,12,50,130,2025-05-17,2025-05-10,"May 17, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
Arizona,2,0.06728258037846183,0.5786301912547717,2.0453904435052395,5,43,152,0.07,0.58,2.05,5,43,152,2025-05-24,2025-05-10,"May 24, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
Arkansas,0,0.06519474321746489,0.39116845930478933,1.173505377914368,2,12,36,0.07,0.39,1.17,2,12,36,2025-05-10,2025-05-10,"May 10, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
Arkansas,1,0.032597371608732446,0.293376344478592,1.2712974927405654,1,9,39,0.03,0.29,1.27,1,9,39,2025-05-17,2025-05-10,"May 17, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
Arkansas,2,0,0.2281816012611271,1.2712974927405654,0,7,39,0,0.23,1.27,0,7,39,2025-05-24,2025-05-10,"May 24, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
California,0,0.2078778359958335,0.48504828399027816,0.9572646027956285,81,189,373,0.21,0.49,0.96,81,189,373,2025-05-10,2025-05-10,"May 10, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
California,1,0.11035490059038075,0.4106228859176958,1.0162916426462971,43,160,396,0.11,0.41,1.02,43,160,396,2025-05-17,2025-05-10,"May 17, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
California,2,0.07185900503559677,0.36442781125195506,1.1163809710887356,28,142,435,0.07,0.36,1.12,28,142,435,2025-05-24,2025-05-10,"May 24, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
Colorado,0,0.10208230896571907,0.4083292358628763,0.9357544988524247,6,24,55,0.1,0.41,0.94,6,24,55,2025-05-10,2025-05-10,"May 10, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
Colorado,1,0.051041154482859535,0.32326064505811036,1.0378368078181437,3,19,61,0.05,0.32,1.04,3,19,61,2025-05-17,2025-05-10,"May 17, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
Colorado,2,0.01701371816095318,0.25520577241429765,0.9527682170133779,1,15,56,0.02,0.26,0.95,1,15,56,2025-05-24,2025-05-10,"May 24, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
Connecticut,0,0.1658752573831077,0.552917524610359,1.3546479352953797,6,20,49,0.17,0.55,1.35,6,20,49,2025-05-10,2025-05-10,"May 10, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
Connecticut,1,0.08293762869155386,0.44233401968828717,1.4652314402174516,3,16,53,0.08,0.44,1.47,3,16,53,2025-05-17,2025-05-10,"May 17, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
Connecticut,2,0.055291752461035897,0.3593963909967334,1.5205231926784872,2,13,55,0.06,0.36,1.52,2,13,55,2025-05-24,2025-05-10,"May 24, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
Delaware,0,0,0.38763821725183883,1.1629146517555164,0,4,12,0,0.39,1.16,0,4,12,2025-05-10,2025-05-10,"May 10, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
Delaware,1,0,0.38763821725183883,1.356733760381436,0,4,14,0,0.39,1.36,0,4,14,2025-05-17,2025-05-10,"May 17, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
Delaware,2,0,0.2907286629388791,1.356733760381436,0,3,14,0,0.29,1.36,0,3,14,2025-05-24,2025-05-10,"May 24, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
District of Columbia,0,0,0.44184443541118046,1.7673777416447218,0,3,12,0,0.44,1.77,0,3,12,2025-05-10,2025-05-10,"May 10, 2025","May 10, 2025",2025-05-07,"May 07, 2025",FluSight-ensemble
