location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,0.19229017087798408,0.4095721835367459,0.7509313400953691,654,1393,2554,0.19,0.41,0.75,654,1393,2554,2026-05-02,2026-05-02,"May 02, 2026","May 02, 2026",2026-04-29,"April 29, 2026",FluSight-ensemble
US,1,0.13142768560009005,0.36076458664722705,0.770336770183973,447,1227,2620,0.13,0.36,0.77,447,1227,2620,2026-05-09,2026-05-02,"May 09, 2026","May 02, 2026",2026-04-29,"April 29, 2026",FluSight-ensemble
US,2,0.0864423703946901,0.31195698975770814,0.709474284906079,294,1061,2413,0.09,0.31,0.71,294,1061,2413,2026-05-16,2026-05-02,"May 16, 2026","May 02, 2026",2026-04-29,"April 29, 2026",FluSight-ensemble
Alabama,0,0.13571943612839757,0.4459352901361634,0.9888130346497536,7,23,51,0.14,0.45,0.99,7,23,51,2026-05-02,2026-05-02,"May 02, 2026","May 02, 2026",2026-04-29,"April 29, 2026",FluSight-ensemble
Alabama,1,0.0581654726264561,0.36838132663422196,0.9694245437742682,3,19,50,0.06,0.37,0.97,3,19,50,2026-05-09,2026-05-02,"May 09, 2026","May 02, 2026",2026-04-29,"April 29, 2026",FluSight-ensemble
Alabama,2,0.019388490875485366,0.32960434488325124,0.9694245437742682,1,17,50,0.02,0.33,0.97,1,17,50,2026-05-16,2026-05-02,"May 16, 2026","May 02, 2026",2026-04-29,"April 29, 2026",FluSight-ensemble
Alaska,0,0,0.5404434067931034,1.756441072077586,0,4,13,0,0.54,1.76,0,4,13,2026-05-02,2026-05-02,"May 02, 2026","May 02, 2026",2026-04-29,"April 29, 2026",FluSight-ensemble
Alaska,1,0,0.5404434067931034,1.6213302203793103,0,4,12,0,0.54,1.62,0,4,12,2026-05-09,2026-05-02,"May 09, 2026","May 02, 2026",2026-04-29,"April 29, 2026",FluSight-ensemble
Alaska,2,0,0.4053325550948276,1.8915519237758618,0,3,14,0,0.41,1.89,0,3,14,2026-05-16,2026-05-02,"May 16, 2026","May 02, 2026",2026-04-29,"April 29, 2026",FluSight-ensemble
Arizona,0,0.29014621258960244,0.764930924099861,1.5958041692428133,22,58,121,0.29,0.76,1.6,22,58,121,2026-05-02,2026-05-02,"May 02, 2026","May 02, 2026",2026-04-29,"April 29, 2026",FluSight-ensemble
Arizona,1,0.1714500347120378,0.6594232104309146,1.6485580260772865,13,50,125,0.17,0.66,1.65,13,50,125,2026-05-09,2026-05-02,"May 09, 2026","May 02, 2026",2026-04-29,"April 29, 2026",FluSight-ensemble
Arizona,2,0.15826157050341952,0.5802924251792049,1.6485580260772865,12,44,125,0.16,0.58,1.65,12,44,125,2026-05-16,2026-05-02,"May 16, 2026","May 02, 2026",2026-04-29,"April 29, 2026",FluSight-ensemble
