forecast_date,target_end_date,location,type,quantile,value,target
2024-04-06,2024-04-06,01,quantile,0.010,12.936763062087534,1 wk ahead inc flu hosp
2024-04-06,2024-04-13,01,quantile,0.010,9.11834050933427,2 wk ahead inc flu hosp
2024-04-06,2024-04-20,01,quantile,0.010,4.515673624835683,3 wk ahead inc flu hosp
2024-04-06,2024-04-27,01,quantile,0.010,2.6345665137827083,4 wk ahead inc flu hosp
2024-04-06,2024-05-04,01,quantile,0.010,1.3872870289625996,
2024-04-06,2024-04-06,02,quantile,0.010,0.37091623819010683,1 wk ahead inc flu hosp
2024-04-06,2024-04-13,02,quantile,0.010,0.07737780599327047,2 wk ahead inc flu hosp
2024-04-06,2024-04-20,02,quantile,0.010,0.18141313212656598,3 wk ahead inc flu hosp
2024-04-06,2024-04-27,02,quantile,0.010,0.007500124628279206,4 wk ahead inc flu hosp
2024-04-06,2024-05-04,02,quantile,0.010,0.004506334992031785,
2024-04-06,2024-04-06,04,quantile,0.010,43.2121621525266,1 wk ahead inc flu hosp
2024-04-06,2024-04-13,04,quantile,0.010,31.676262771763618,2 wk ahead inc flu hosp
2024-04-06,2024-04-20,04,quantile,0.010,25.13049255205334,3 wk ahead inc flu hosp
2024-04-06,2024-04-27,04,quantile,0.010,19.135823033556772,4 wk ahead inc flu hosp
2024-04-06,2024-05-04,04,quantile,0.010,17.010026541029237,
2024-04-06,2024-04-06,05,quantile,0.010,21.72487737201891,1 wk ahead inc flu hosp
2024-04-06,2024-04-13,05,quantile,0.010,8.876326430059834,2 wk ahead inc flu hosp
2024-04-06,2024-04-20,05,quantile,0.010,3.3780223761015122,3 wk ahead inc flu hosp
2024-04-06,2024-04-27,05,quantile,0.010,0.5415939838935804,4 wk ahead inc flu hosp
2024-04-06,2024-05-04,05,quantile,0.010,0.24921312053061884,
2024-04-06,2024-04-06,06,quantile,0.010,74.71242327174355,1 wk ahead inc flu hosp
2024-04-06,2024-04-13,06,quantile,0.010,53.54807547340561,2 wk ahead inc flu hosp
2024-04-06,2024-04-20,06,quantile,0.010,52.0495176721331,3 wk ahead inc flu hosp
2024-04-06,2024-04-27,06,quantile,0.010,38.458621569532,4 wk ahead inc flu hosp
2024-04-06,2024-05-04,06,quantile,0.010,27.09943724390189,
2024-04-06,2024-04-06,08,quantile,0.010,22.822976033795772,1 wk ahead inc flu hosp
2024-04-06,2024-04-13,08,quantile,0.010,21.240960330389786,2 wk ahead inc flu hosp
2024-04-06,2024-04-20,08,quantile,0.010,12.44313068530789,3 wk ahead inc flu hosp
2024-04-06,2024-04-27,08,quantile,0.010,7.951875794121838,4 wk ahead inc flu hosp
2024-04-06,2024-05-04,08,quantile,0.010,6.540462886475884,
2024-04-06,2024-04-06,09,quantile,0.010,24.33502563242325,1 wk ahead inc flu hosp
