location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,3.320843642979808,4.562353071815454,6.312051304854625,11122,15280,21140,3.32,4.56,6.31,11122,15280,21140,2024-12-28,2024-12-28,"December 28, 2024","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
US,1,3.0583889080239324,5.040086377764715,7.750625722394341,10243,16880,25958,3.06,5.04,7.75,10243,16880,25958,2025-01-04,2024-12-28,"January 04, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
US,2,2.7696588412408474,5.185795036079241,9.009452983570647,9276,17368,30174,2.77,5.19,9.01,9276,17368,30174,2025-01-11,2024-12-28,"January 11, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Alabama,0,5.285341906810418,8.221642966149538,12.254163087641931,270,420,626,5.29,8.22,12.25,270,420,626,2024-12-28,2024-12-28,"December 28, 2024","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Alabama,1,4.54147897177784,8.632725114457015,13.722313617311492,232,441,701,4.54,8.63,13.72,232,441,701,2025-01-04,2024-12-28,"January 04, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Alabama,2,3.6214379731849156,8.358670348918697,14.505327233135256,185,427,741,3.62,8.36,14.51,185,427,741,2025-01-11,2024-12-28,"January 11, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Alaska,0,0.818100751834591,2.590652380809538,4.772254385701781,6,19,35,0.82,2.59,4.77,6,19,35,2024-12-28,2024-12-28,"December 28, 2024","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Alaska,1,0.5454005012230606,2.727002506115303,6.1357556387594325,4,20,45,0.55,2.73,6.14,4,20,45,2025-01-04,2024-12-28,"January 04, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Alaska,2,0.4090503759172955,2.727002506115303,6.953856390594022,3,20,51,0.41,2.73,6.95,3,20,51,2025-01-11,2024-12-28,"January 11, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Arizona,0,3.7005419208154007,7.306888229100954,12.030125371668975,275,543,894,3.7,7.31,12.03,275,543,894,2024-12-28,2024-12-28,"December 28, 2024","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Arizona,1,2.4894554740030874,6.176540878742795,11.182364858900355,185,459,831,2.49,6.18,11.18,185,459,831,2025-01-04,2024-12-28,"January 04, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Arizona,2,1.4533037361747754,5.893954041153256,14.250450524158214,108,438,1059,1.45,5.89,14.25,108,438,1059,2025-01-11,2024-12-28,"January 11, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Arkansas,0,0.9453237766532409,2.118829154567609,4.042074079482823,29,65,124,0.95,2.12,4.04,29,65,124,2024-12-28,2024-12-28,"December 28, 2024","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Arkansas,1,1.0105185198707058,2.509997613872398,5.345968943832121,31,77,164,1.01,2.51,5.35,31,77,164,2025-01-04,2024-12-28,"January 04, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Arkansas,2,0.9779211482619734,2.9011660731771873,7.0084348958774765,30,89,215,0.98,2.9,7.01,30,89,215,2025-01-11,2024-12-28,"January 11, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
California,0,3.746933833998974,6.118281000173668,8.084138066504636,1460,2384,3150,3.75,6.12,8.08,1460,2384,3150,2024-12-28,2024-12-28,"December 28, 2024","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
California,1,3.3491429132662063,6.14651132358051,9.326272296405666,1305,2395,3634,3.35,6.15,9.33,1305,2395,3634,2025-01-04,2024-12-28,"January 04, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
California,2,2.951351992533439,6.056687567286013,9.616274709585038,1150,2360,3747,2.95,6.06,9.62,1150,2360,3747,2025-01-11,2024-12-28,"January 11, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Colorado,0,2.024632461153428,3.1475378597763375,4.678772494262124,119,185,275,2.02,3.15,4.68,119,185,275,2024-12-28,2024-12-28,"December 28, 2024","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Colorado,1,1.8715089977048494,3.487812222995401,5.597513274953595,110,205,329,1.87,3.49,5.6,110,205,329,2025-01-04,2024-12-28,"January 04, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Colorado,2,1.667344379773411,3.487812222995401,6.329103155874581,98,205,372,1.67,3.49,6.33,98,205,372,2025-01-11,2024-12-28,"January 11, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Connecticut,0,0.6358551533019129,1.4375855639869335,2.7092958705907595,23,52,98,0.64,1.44,2.71,23,52,98,2024-12-28,2024-12-28,"December 28, 2024","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Connecticut,1,0.580563400840877,1.658752573831077,3.6769015386588872,21,60,133,0.58,1.66,3.68,21,60,133,2025-01-04,2024-12-28,"January 04, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Connecticut,2,0.6358551533019129,1.8246278312141848,4.5339237018049445,23,66,164,0.64,1.82,4.53,23,66,164,2025-01-11,2024-12-28,"January 11, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Delaware,0,2.1320101948851136,4.360929944083187,6.88057835622014,22,45,71,2.13,4.36,6.88,22,45,71,2024-12-28,2024-12-28,"December 28, 2024","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Delaware,1,2.1320101948851136,4.748568161335026,7.946583453662696,22,49,82,2.13,4.75,7.95,22,49,82,2025-01-04,2024-12-28,"January 04, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Delaware,2,1.5505528690073553,4.457839498396147,8.528040779540454,16,46,88,1.55,4.46,8.53,16,46,88,2025-01-11,2024-12-28,"January 11, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
District of Columbia,0,1.0309703492927542,2.6510666124670825,4.713007311052591,7,18,32,1.03,2.65,4.71,7,18,32,2024-12-28,2024-12-28,"December 28, 2024","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
District of Columbia,1,0.8836888708223609,2.798348090937476,5.743977660345346,6,19,39,0.88,2.8,5.74,6,19,39,2025-01-04,2024-12-28,"January 04, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
District of Columbia,2,0.7364073923519674,2.9456295694078696,6.627666531167706,5,20,45,0.74,2.95,6.63,5,20,45,2025-01-11,2024-12-28,"January 11, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Florida,0,3.7194736692665242,5.5283496867813975,7.032060801585937,841,1250,1590,3.72,5.53,7.03,841,1250,1590,2024-12-28,2024-12-28,"December 28, 2024","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Florida,1,3.334700531066539,5.457586810790596,7.775070999489357,754,1234,1758,3.33,5.46,7.78,754,1234,1758,2025-01-04,2024-12-28,"January 04, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Florida,2,2.994154190360805,5.267411581565315,8.482699759397377,677,1191,1918,2.99,5.27,8.48,677,1191,1918,2025-01-11,2024-12-28,"January 11, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Georgia,0,2.302971912718815,3.4816583247402564,5.376623402528573,254,384,593,2.3,3.48,5.38,254,384,593,2024-12-28,2024-12-28,"December 28, 2024","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Georgia,1,1.9221655334503498,3.7264624256985557,7.588927129707277,212,411,837,1.92,3.73,7.59,212,411,837,2025-01-04,2024-12-28,"January 04, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Georgia,2,1.9765664447744162,3.8171306112386665,8.395873981014264,218,421,926,1.98,3.82,8.4,218,421,926,2025-01-11,2024-12-28,"January 11, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Hawaii,0,1.602633335609537,2.787188409755717,4.320142035121361,23,40,62,1.6,2.79,4.32,23,40,62,2024-12-28,2024-12-28,"December 28, 2024","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Hawaii,1,1.5329536253656442,2.8568681199996098,4.459501455609147,22,41,64,1.53,2.86,4.46,22,41,64,2025-01-04,2024-12-28,"January 04, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Hawaii,2,1.2542347843900727,2.8568681199996098,5.156298558048077,18,41,74,1.25,2.86,5.16,18,41,74,2025-01-11,2024-12-28,"January 11, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Idaho,0,6.107721890991416,9.823252708011193,14.404044126254757,120,193,283,6.11,9.82,14.4,120,193,283,2024-12-28,2024-12-28,"December 28, 2024","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Idaho,1,5.089768242492846,9.314275883761908,14.96391863292897,100,183,294,5.09,9.31,14.96,100,183,294,2025-01-04,2024-12-28,"January 04, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Idaho,2,4.122712276419206,8.754401377087696,15.421997774753326,81,172,303,4.12,8.75,15.42,81,172,303,2025-01-11,2024-12-28,"January 11, 2025","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
Illinois,0,2.5498639846772297,4.175402274908964,6.167483512938049,320,524,774,2.55,4.18,6.17,320,524,774,2024-12-28,2024-12-28,"December 28, 2024","December 28, 2024",2024-12-25,"December 25, 2024",FluSight-ensemble
