location,target,reference_date,target_end_date,horizon,output_type,output_type_id,value
01,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.01,4
01,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.025,37
01,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.05,89
01,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.1,158
01,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.15,219
01,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.2,273
01,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.25,323
01,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.3,372
01,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.35,418
01,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.4,456
01,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.45,477
01,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.5,495
01,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.55,520
01,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.6,556
01,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.65,604
01,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.7,657
01,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.75,694
01,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.8,734
01,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.85,809
01,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.9,966
01,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.95,1239
01,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.975,1550
01,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.99,2066
01,wk inc flu hosp,2026-01-03,2026-01-10,1,quantile,0.01,5
01,wk inc flu hosp,2026-01-03,2026-01-10,1,quantile,0.025,29
01,wk inc flu hosp,2026-01-03,2026-01-10,1,quantile,0.05,78
01,wk inc flu hosp,2026-01-03,2026-01-10,1,quantile,0.1,163
01,wk inc flu hosp,2026-01-03,2026-01-10,1,quantile,0.15,239
01,wk inc flu hosp,2026-01-03,2026-01-10,1,quantile,0.2,312
01,wk inc flu hosp,2026-01-03,2026-01-10,1,quantile,0.25,381
01,wk inc flu hosp,2026-01-03,2026-01-10,1,quantile,0.3,429
01,wk inc flu hosp,2026-01-03,2026-01-10,1,quantile,0.35,461
01,wk inc flu hosp,2026-01-03,2026-01-10,1,quantile,0.4,494
01,wk inc flu hosp,2026-01-03,2026-01-10,1,quantile,0.45,528
01,wk inc flu hosp,2026-01-03,2026-01-10,1,quantile,0.5,575
01,wk inc flu hosp,2026-01-03,2026-01-10,1,quantile,0.55,638
01,wk inc flu hosp,2026-01-03,2026-01-10,1,quantile,0.6,717
01,wk inc flu hosp,2026-01-03,2026-01-10,1,quantile,0.65,816
01,wk inc flu hosp,2026-01-03,2026-01-10,1,quantile,0.7,890
01,wk inc flu hosp,2026-01-03,2026-01-10,1,quantile,0.75,938
01,wk inc flu hosp,2026-01-03,2026-01-10,1,quantile,0.8,1034
01,wk inc flu hosp,2026-01-03,2026-01-10,1,quantile,0.85,1204
01,wk inc flu hosp,2026-01-03,2026-01-10,1,quantile,0.9,1461
01,wk inc flu hosp,2026-01-03,2026-01-10,1,quantile,0.95,2168
01,wk inc flu hosp,2026-01-03,2026-01-10,1,quantile,0.975,3194
01,wk inc flu hosp,2026-01-03,2026-01-10,1,quantile,0.99,4930
01,wk inc flu hosp,2026-01-03,2026-01-17,2,quantile,0.01,5
01,wk inc flu hosp,2026-01-03,2026-01-17,2,quantile,0.025,28
01,wk inc flu hosp,2026-01-03,2026-01-17,2,quantile,0.05,82
01,wk inc flu hosp,2026-01-03,2026-01-17,2,quantile,0.1,180
01,wk inc flu hosp,2026-01-03,2026-01-17,2,quantile,0.15,264
01,wk inc flu hosp,2026-01-03,2026-01-17,2,quantile,0.2,346
01,wk inc flu hosp,2026-01-03,2026-01-17,2,quantile,0.25,410
01,wk inc flu hosp,2026-01-03,2026-01-17,2,quantile,0.3,456
01,wk inc flu hosp,2026-01-03,2026-01-17,2,quantile,0.35,498
01,wk inc flu hosp,2026-01-03,2026-01-17,2,quantile,0.4,547
01,wk inc flu hosp,2026-01-03,2026-01-17,2,quantile,0.45,607
01,wk inc flu hosp,2026-01-03,2026-01-17,2,quantile,0.5,674
01,wk inc flu hosp,2026-01-03,2026-01-17,2,quantile,0.55,773
01,wk inc flu hosp,2026-01-03,2026-01-17,2,quantile,0.6,882
01,wk inc flu hosp,2026-01-03,2026-01-17,2,quantile,0.65,1008
01,wk inc flu hosp,2026-01-03,2026-01-17,2,quantile,0.7,1091
01,wk inc flu hosp,2026-01-03,2026-01-17,2,quantile,0.75,1163
01,wk inc flu hosp,2026-01-03,2026-01-17,2,quantile,0.8,1308
01,wk inc flu hosp,2026-01-03,2026-01-17,2,quantile,0.85,1610
01,wk inc flu hosp,2026-01-03,2026-01-17,2,quantile,0.9,2125
01,wk inc flu hosp,2026-01-03,2026-01-17,2,quantile,0.95,3104
01,wk inc flu hosp,2026-01-03,2026-01-17,2,quantile,0.975,4584
01,wk inc flu hosp,2026-01-03,2026-01-17,2,quantile,0.99,7105
01,wk inc flu hosp,2026-01-03,2026-01-24,3,quantile,0.01,5
01,wk inc flu hosp,2026-01-03,2026-01-24,3,quantile,0.025,27
01,wk inc flu hosp,2026-01-03,2026-01-24,3,quantile,0.05,87
01,wk inc flu hosp,2026-01-03,2026-01-24,3,quantile,0.1,195
01,wk inc flu hosp,2026-01-03,2026-01-24,3,quantile,0.15,287
01,wk inc flu hosp,2026-01-03,2026-01-24,3,quantile,0.2,366
01,wk inc flu hosp,2026-01-03,2026-01-24,3,quantile,0.25,428
01,wk inc flu hosp,2026-01-03,2026-01-24,3,quantile,0.3,480
01,wk inc flu hosp,2026-01-03,2026-01-24,3,quantile,0.35,530
01,wk inc flu hosp,2026-01-03,2026-01-24,3,quantile,0.4,597
01,wk inc flu hosp,2026-01-03,2026-01-24,3,quantile,0.45,676
01,wk inc flu hosp,2026-01-03,2026-01-24,3,quantile,0.5,773
01,wk inc flu hosp,2026-01-03,2026-01-24,3,quantile,0.55,876
01,wk inc flu hosp,2026-01-03,2026-01-24,3,quantile,0.6,1009
01,wk inc flu hosp,2026-01-03,2026-01-24,3,quantile,0.65,1156
01,wk inc flu hosp,2026-01-03,2026-01-24,3,quantile,0.7,1294
01,wk inc flu hosp,2026-01-03,2026-01-24,3,quantile,0.75,1393
01,wk inc flu hosp,2026-01-03,2026-01-24,3,quantile,0.8,1608
01,wk inc flu hosp,2026-01-03,2026-01-24,3,quantile,0.85,1970
01,wk inc flu hosp,2026-01-03,2026-01-24,3,quantile,0.9,2577
01,wk inc flu hosp,2026-01-03,2026-01-24,3,quantile,0.95,3770
01,wk inc flu hosp,2026-01-03,2026-01-24,3,quantile,0.975,5179
01,wk inc flu hosp,2026-01-03,2026-01-24,3,quantile,0.99,7270
02,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.01,0
02,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.025,0
02,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.05,0
02,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.1,3
02,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.15,5
02,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.2,8
02,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.25,11
02,wk inc flu hosp,2026-01-03,2026-01-03,0,quantile,0.3,14
