location,target,reference_date,target_end_date,horizon,output_type,output_type_id,value
01,wk inc flu hosp,2025-12-06,2025-12-06,0,quantile,0.01,21
01,wk inc flu hosp,2025-12-06,2025-12-06,0,quantile,0.025,24
01,wk inc flu hosp,2025-12-06,2025-12-06,0,quantile,0.05,26
01,wk inc flu hosp,2025-12-06,2025-12-06,0,quantile,0.1,30
01,wk inc flu hosp,2025-12-06,2025-12-06,0,quantile,0.15,33
01,wk inc flu hosp,2025-12-06,2025-12-06,0,quantile,0.2,35
01,wk inc flu hosp,2025-12-06,2025-12-06,0,quantile,0.25,36
01,wk inc flu hosp,2025-12-06,2025-12-06,0,quantile,0.3,38
01,wk inc flu hosp,2025-12-06,2025-12-06,0,quantile,0.35,39
01,wk inc flu hosp,2025-12-06,2025-12-06,0,quantile,0.4,39
01,wk inc flu hosp,2025-12-06,2025-12-06,0,quantile,0.45,41
01,wk inc flu hosp,2025-12-06,2025-12-06,0,quantile,0.5,43
01,wk inc flu hosp,2025-12-06,2025-12-06,0,quantile,0.55,44
01,wk inc flu hosp,2025-12-06,2025-12-06,0,quantile,0.6,46
01,wk inc flu hosp,2025-12-06,2025-12-06,0,quantile,0.65,48
01,wk inc flu hosp,2025-12-06,2025-12-06,0,quantile,0.7,49
01,wk inc flu hosp,2025-12-06,2025-12-06,0,quantile,0.75,51
01,wk inc flu hosp,2025-12-06,2025-12-06,0,quantile,0.8,54
01,wk inc flu hosp,2025-12-06,2025-12-06,0,quantile,0.85,57
01,wk inc flu hosp,2025-12-06,2025-12-06,0,quantile,0.9,61
01,wk inc flu hosp,2025-12-06,2025-12-06,0,quantile,0.95,66
01,wk inc flu hosp,2025-12-06,2025-12-06,0,quantile,0.975,72
01,wk inc flu hosp,2025-12-06,2025-12-06,0,quantile,0.99,79
01,wk inc flu hosp,2025-12-06,2025-12-13,1,quantile,0.01,22
01,wk inc flu hosp,2025-12-06,2025-12-13,1,quantile,0.025,27
01,wk inc flu hosp,2025-12-06,2025-12-13,1,quantile,0.05,31
01,wk inc flu hosp,2025-12-06,2025-12-13,1,quantile,0.1,35
01,wk inc flu hosp,2025-12-06,2025-12-13,1,quantile,0.15,38
01,wk inc flu hosp,2025-12-06,2025-12-13,1,quantile,0.2,41
01,wk inc flu hosp,2025-12-06,2025-12-13,1,quantile,0.25,44
01,wk inc flu hosp,2025-12-06,2025-12-13,1,quantile,0.3,47
01,wk inc flu hosp,2025-12-06,2025-12-13,1,quantile,0.35,49
01,wk inc flu hosp,2025-12-06,2025-12-13,1,quantile,0.4,52
01,wk inc flu hosp,2025-12-06,2025-12-13,1,quantile,0.45,54
01,wk inc flu hosp,2025-12-06,2025-12-13,1,quantile,0.5,57
01,wk inc flu hosp,2025-12-06,2025-12-13,1,quantile,0.55,60
01,wk inc flu hosp,2025-12-06,2025-12-13,1,quantile,0.6,63
01,wk inc flu hosp,2025-12-06,2025-12-13,1,quantile,0.65,66
01,wk inc flu hosp,2025-12-06,2025-12-13,1,quantile,0.7,70
01,wk inc flu hosp,2025-12-06,2025-12-13,1,quantile,0.75,74
01,wk inc flu hosp,2025-12-06,2025-12-13,1,quantile,0.8,79
01,wk inc flu hosp,2025-12-06,2025-12-13,1,quantile,0.85,84
01,wk inc flu hosp,2025-12-06,2025-12-13,1,quantile,0.9,93
01,wk inc flu hosp,2025-12-06,2025-12-13,1,quantile,0.95,106
01,wk inc flu hosp,2025-12-06,2025-12-13,1,quantile,0.975,116
