location,target,reference_date,target_end_date,horizon,output_type,output_type_id,value
01,wk inc flu hosp,2025-12-27,2025-12-27,0,quantile,0.01,3
01,wk inc flu hosp,2025-12-27,2025-12-27,0,quantile,0.025,17
01,wk inc flu hosp,2025-12-27,2025-12-27,0,quantile,0.05,37
01,wk inc flu hosp,2025-12-27,2025-12-27,0,quantile,0.1,72
01,wk inc flu hosp,2025-12-27,2025-12-27,0,quantile,0.15,101
01,wk inc flu hosp,2025-12-27,2025-12-27,0,quantile,0.2,127
01,wk inc flu hosp,2025-12-27,2025-12-27,0,quantile,0.25,153
01,wk inc flu hosp,2025-12-27,2025-12-27,0,quantile,0.3,175
01,wk inc flu hosp,2025-12-27,2025-12-27,0,quantile,0.35,190
01,wk inc flu hosp,2025-12-27,2025-12-27,0,quantile,0.4,203
01,wk inc flu hosp,2025-12-27,2025-12-27,0,quantile,0.45,215
01,wk inc flu hosp,2025-12-27,2025-12-27,0,quantile,0.5,223
01,wk inc flu hosp,2025-12-27,2025-12-27,0,quantile,0.55,231
01,wk inc flu hosp,2025-12-27,2025-12-27,0,quantile,0.6,240
01,wk inc flu hosp,2025-12-27,2025-12-27,0,quantile,0.65,249
01,wk inc flu hosp,2025-12-27,2025-12-27,0,quantile,0.7,257
01,wk inc flu hosp,2025-12-27,2025-12-27,0,quantile,0.75,266
01,wk inc flu hosp,2025-12-27,2025-12-27,0,quantile,0.8,278
01,wk inc flu hosp,2025-12-27,2025-12-27,0,quantile,0.85,298
01,wk inc flu hosp,2025-12-27,2025-12-27,0,quantile,0.9,326
01,wk inc flu hosp,2025-12-27,2025-12-27,0,quantile,0.95,366
01,wk inc flu hosp,2025-12-27,2025-12-27,0,quantile,0.975,392
01,wk inc flu hosp,2025-12-27,2025-12-27,0,quantile,0.99,426
01,wk inc flu hosp,2025-12-27,2026-01-03,1,quantile,0.01,0
01,wk inc flu hosp,2025-12-27,2026-01-03,1,quantile,0.025,1
01,wk inc flu hosp,2025-12-27,2026-01-03,1,quantile,0.05,6
01,wk inc flu hosp,2025-12-27,2026-01-03,1,quantile,0.1,26
01,wk inc flu hosp,2025-12-27,2026-01-03,1,quantile,0.15,52
01,wk inc flu hosp,2025-12-27,2026-01-03,1,quantile,0.2,78
01,wk inc flu hosp,2025-12-27,2026-01-03,1,quantile,0.25,101
01,wk inc flu hosp,2025-12-27,2026-01-03,1,quantile,0.3,123
01,wk inc flu hosp,2025-12-27,2026-01-03,1,quantile,0.35,149
01,wk inc flu hosp,2025-12-27,2026-01-03,1,quantile,0.4,167
01,wk inc flu hosp,2025-12-27,2026-01-03,1,quantile,0.45,186
01,wk inc flu hosp,2025-12-27,2026-01-03,1,quantile,0.5,202
01,wk inc flu hosp,2025-12-27,2026-01-03,1,quantile,0.55,211
01,wk inc flu hosp,2025-12-27,2026-01-03,1,quantile,0.6,223
01,wk inc flu hosp,2025-12-27,2026-01-03,1,quantile,0.65,233
01,wk inc flu hosp,2025-12-27,2026-01-03,1,quantile,0.7,245
01,wk inc flu hosp,2025-12-27,2026-01-03,1,quantile,0.75,258
01,wk inc flu hosp,2025-12-27,2026-01-03,1,quantile,0.8,277
01,wk inc flu hosp,2025-12-27,2026-01-03,1,quantile,0.85,306
01,wk inc flu hosp,2025-12-27,2026-01-03,1,quantile,0.9,352
01,wk inc flu hosp,2025-12-27,2026-01-03,1,quantile,0.95,439
01,wk inc flu hosp,2025-12-27,2026-01-03,1,quantile,0.975,493
01,wk inc flu hosp,2025-12-27,2026-01-03,1,quantile,0.99,536
01,wk inc flu hosp,2025-12-27,2026-01-10,2,quantile,0.01,0
01,wk inc flu hosp,2025-12-27,2026-01-10,2,quantile,0.025,0
01,wk inc flu hosp,2025-12-27,2026-01-10,2,quantile,0.05,1
01,wk inc flu hosp,2025-12-27,2026-01-10,2,quantile,0.1,11
01,wk inc flu hosp,2025-12-27,2026-01-10,2,quantile,0.15,30
01,wk inc flu hosp,2025-12-27,2026-01-10,2,quantile,0.2,48
01,wk inc flu hosp,2025-12-27,2026-01-10,2,quantile,0.25,77
01,wk inc flu hosp,2025-12-27,2026-01-10,2,quantile,0.3,98
01,wk inc flu hosp,2025-12-27,2026-01-10,2,quantile,0.35,122
01,wk inc flu hosp,2025-12-27,2026-01-10,2,quantile,0.4,144
01,wk inc flu hosp,2025-12-27,2026-01-10,2,quantile,0.45,161
01,wk inc flu hosp,2025-12-27,2026-01-10,2,quantile,0.5,178
01,wk inc flu hosp,2025-12-27,2026-01-10,2,quantile,0.55,190
01,wk inc flu hosp,2025-12-27,2026-01-10,2,quantile,0.6,205
01,wk inc flu hosp,2025-12-27,2026-01-10,2,quantile,0.65,216
01,wk inc flu hosp,2025-12-27,2026-01-10,2,quantile,0.7,232
01,wk inc flu hosp,2025-12-27,2026-01-10,2,quantile,0.75,247
01,wk inc flu hosp,2025-12-27,2026-01-10,2,quantile,0.8,268
01,wk inc flu hosp,2025-12-27,2026-01-10,2,quantile,0.85,305
01,wk inc flu hosp,2025-12-27,2026-01-10,2,quantile,0.9,372
01,wk inc flu hosp,2025-12-27,2026-01-10,2,quantile,0.95,509
01,wk inc flu hosp,2025-12-27,2026-01-10,2,quantile,0.975,596
01,wk inc flu hosp,2025-12-27,2026-01-10,2,quantile,0.99,654
01,wk inc flu hosp,2025-12-27,2026-01-17,3,quantile,0.01,0
01,wk inc flu hosp,2025-12-27,2026-01-17,3,quantile,0.025,0
01,wk inc flu hosp,2025-12-27,2026-01-17,3,quantile,0.05,0
01,wk inc flu hosp,2025-12-27,2026-01-17,3,quantile,0.1,5
01,wk inc flu hosp,2025-12-27,2026-01-17,3,quantile,0.15,17
01,wk inc flu hosp,2025-12-27,2026-01-17,3,quantile,0.2,33
01,wk inc flu hosp,2025-12-27,2026-01-17,3,quantile,0.25,50
01,wk inc flu hosp,2025-12-27,2026-01-17,3,quantile,0.3,69
01,wk inc flu hosp,2025-12-27,2026-01-17,3,quantile,0.35,90
01,wk inc flu hosp,2025-12-27,2026-01-17,3,quantile,0.4,111
01,wk inc flu hosp,2025-12-27,2026-01-17,3,quantile,0.45,131
01,wk inc flu hosp,2025-12-27,2026-01-17,3,quantile,0.5,151
01,wk inc flu hosp,2025-12-27,2026-01-17,3,quantile,0.55,171
01,wk inc flu hosp,2025-12-27,2026-01-17,3,quantile,0.6,187
01,wk inc flu hosp,2025-12-27,2026-01-17,3,quantile,0.65,201
01,wk inc flu hosp,2025-12-27,2026-01-17,3,quantile,0.7,215
01,wk inc flu hosp,2025-12-27,2026-01-17,3,quantile,0.75,232
