location,target,reference_date,target_end_date,horizon,output_type,output_type_id,value
01,wk inc flu hosp,2025-11-22,2025-11-22,0,quantile,0.01,6
01,wk inc flu hosp,2025-11-22,2025-11-22,0,quantile,0.025,7
01,wk inc flu hosp,2025-11-22,2025-11-22,0,quantile,0.05,8
01,wk inc flu hosp,2025-11-22,2025-11-22,0,quantile,0.1,10
01,wk inc flu hosp,2025-11-22,2025-11-22,0,quantile,0.15,12
01,wk inc flu hosp,2025-11-22,2025-11-22,0,quantile,0.2,13
01,wk inc flu hosp,2025-11-22,2025-11-22,0,quantile,0.25,14
01,wk inc flu hosp,2025-11-22,2025-11-22,0,quantile,0.3,15
01,wk inc flu hosp,2025-11-22,2025-11-22,0,quantile,0.35,16
01,wk inc flu hosp,2025-11-22,2025-11-22,0,quantile,0.4,16
01,wk inc flu hosp,2025-11-22,2025-11-22,0,quantile,0.45,17
01,wk inc flu hosp,2025-11-22,2025-11-22,0,quantile,0.5,18
01,wk inc flu hosp,2025-11-22,2025-11-22,0,quantile,0.55,19
01,wk inc flu hosp,2025-11-22,2025-11-22,0,quantile,0.6,20
01,wk inc flu hosp,2025-11-22,2025-11-22,0,quantile,0.65,21
01,wk inc flu hosp,2025-11-22,2025-11-22,0,quantile,0.7,22
01,wk inc flu hosp,2025-11-22,2025-11-22,0,quantile,0.75,24
01,wk inc flu hosp,2025-11-22,2025-11-22,0,quantile,0.8,25
01,wk inc flu hosp,2025-11-22,2025-11-22,0,quantile,0.85,27
01,wk inc flu hosp,2025-11-22,2025-11-22,0,quantile,0.9,29
01,wk inc flu hosp,2025-11-22,2025-11-22,0,quantile,0.95,33
01,wk inc flu hosp,2025-11-22,2025-11-22,0,quantile,0.975,37
01,wk inc flu hosp,2025-11-22,2025-11-22,0,quantile,0.99,42
01,wk inc flu hosp,2025-11-22,2025-11-29,1,quantile,0.01,4
01,wk inc flu hosp,2025-11-22,2025-11-29,1,quantile,0.025,6
01,wk inc flu hosp,2025-11-22,2025-11-29,1,quantile,0.05,7
01,wk inc flu hosp,2025-11-22,2025-11-29,1,quantile,0.1,9
01,wk inc flu hosp,2025-11-22,2025-11-29,1,quantile,0.15,11
01,wk inc flu hosp,2025-11-22,2025-11-29,1,quantile,0.2,12
01,wk inc flu hosp,2025-11-22,2025-11-29,1,quantile,0.25,13
01,wk inc flu hosp,2025-11-22,2025-11-29,1,quantile,0.3,14
01,wk inc flu hosp,2025-11-22,2025-11-29,1,quantile,0.35,15
01,wk inc flu hosp,2025-11-22,2025-11-29,1,quantile,0.4,16
01,wk inc flu hosp,2025-11-22,2025-11-29,1,quantile,0.45,17
01,wk inc flu hosp,2025-11-22,2025-11-29,1,quantile,0.5,18
01,wk inc flu hosp,2025-11-22,2025-11-29,1,quantile,0.55,19
01,wk inc flu hosp,2025-11-22,2025-11-29,1,quantile,0.6,20
01,wk inc flu hosp,2025-11-22,2025-11-29,1,quantile,0.65,21
01,wk inc flu hosp,2025-11-22,2025-11-29,1,quantile,0.7,23
01,wk inc flu hosp,2025-11-22,2025-11-29,1,quantile,0.75,24
01,wk inc flu hosp,2025-11-22,2025-11-29,1,quantile,0.8,26
01,wk inc flu hosp,2025-11-22,2025-11-29,1,quantile,0.85,29
01,wk inc flu hosp,2025-11-22,2025-11-29,1,quantile,0.9,32
01,wk inc flu hosp,2025-11-22,2025-11-29,1,quantile,0.95,38
01,wk inc flu hosp,2025-11-22,2025-11-29,1,quantile,0.975,44
01,wk inc flu hosp,2025-11-22,2025-11-29,1,quantile,0.99,53
01,wk inc flu hosp,2025-11-22,2025-12-06,2,quantile,0.01,4
01,wk inc flu hosp,2025-11-22,2025-12-06,2,quantile,0.025,5
01,wk inc flu hosp,2025-11-22,2025-12-06,2,quantile,0.05,7
01,wk inc flu hosp,2025-11-22,2025-12-06,2,quantile,0.1,9
01,wk inc flu hosp,2025-11-22,2025-12-06,2,quantile,0.15,10
01,wk inc flu hosp,2025-11-22,2025-12-06,2,quantile,0.2,11
01,wk inc flu hosp,2025-11-22,2025-12-06,2,quantile,0.25,12
01,wk inc flu hosp,2025-11-22,2025-12-06,2,quantile,0.3,14
01,wk inc flu hosp,2025-11-22,2025-12-06,2,quantile,0.35,15
01,wk inc flu hosp,2025-11-22,2025-12-06,2,quantile,0.4,16
01,wk inc flu hosp,2025-11-22,2025-12-06,2,quantile,0.45,17
01,wk inc flu hosp,2025-11-22,2025-12-06,2,quantile,0.5,18
01,wk inc flu hosp,2025-11-22,2025-12-06,2,quantile,0.55,19
01,wk inc flu hosp,2025-11-22,2025-12-06,2,quantile,0.6,21
01,wk inc flu hosp,2025-11-22,2025-12-06,2,quantile,0.65,23
01,wk inc flu hosp,2025-11-22,2025-12-06,2,quantile,0.7,24
01,wk inc flu hosp,2025-11-22,2025-12-06,2,quantile,0.75,26
01,wk inc flu hosp,2025-11-22,2025-12-06,2,quantile,0.8,29
01,wk inc flu hosp,2025-11-22,2025-12-06,2,quantile,0.85,32
01,wk inc flu hosp,2025-11-22,2025-12-06,2,quantile,0.9,36
01,wk inc flu hosp,2025-11-22,2025-12-06,2,quantile,0.95,45
01,wk inc flu hosp,2025-11-22,2025-12-06,2,quantile,0.975,54
01,wk inc flu hosp,2025-11-22,2025-12-06,2,quantile,0.99,71
01,wk inc flu hosp,2025-11-22,2025-12-13,3,quantile,0.01,3
01,wk inc flu hosp,2025-11-22,2025-12-13,3,quantile,0.025,4
01,wk inc flu hosp,2025-11-22,2025-12-13,3,quantile,0.05,6
01,wk inc flu hosp,2025-11-22,2025-12-13,3,quantile,0.1,8
01,wk inc flu hosp,2025-11-22,2025-12-13,3,quantile,0.15,9
01,wk inc flu hosp,2025-11-22,2025-12-13,3,quantile,0.2,11
