location,target,reference_date,target_end_date,horizon,output_type,output_type_id,value
01,wk inc flu hosp,2025-12-13,2025-12-13,0,quantile,0.01,11
01,wk inc flu hosp,2025-12-13,2025-12-13,0,quantile,0.025,20
01,wk inc flu hosp,2025-12-13,2025-12-13,0,quantile,0.05,32
01,wk inc flu hosp,2025-12-13,2025-12-13,0,quantile,0.1,44
01,wk inc flu hosp,2025-12-13,2025-12-13,0,quantile,0.15,50
01,wk inc flu hosp,2025-12-13,2025-12-13,0,quantile,0.2,55
01,wk inc flu hosp,2025-12-13,2025-12-13,0,quantile,0.25,59
01,wk inc flu hosp,2025-12-13,2025-12-13,0,quantile,0.3,62
01,wk inc flu hosp,2025-12-13,2025-12-13,0,quantile,0.35,65
01,wk inc flu hosp,2025-12-13,2025-12-13,0,quantile,0.4,69
01,wk inc flu hosp,2025-12-13,2025-12-13,0,quantile,0.45,72
01,wk inc flu hosp,2025-12-13,2025-12-13,0,quantile,0.5,76
01,wk inc flu hosp,2025-12-13,2025-12-13,0,quantile,0.55,80
01,wk inc flu hosp,2025-12-13,2025-12-13,0,quantile,0.6,86
01,wk inc flu hosp,2025-12-13,2025-12-13,0,quantile,0.65,93
01,wk inc flu hosp,2025-12-13,2025-12-13,0,quantile,0.7,102
01,wk inc flu hosp,2025-12-13,2025-12-13,0,quantile,0.75,112
01,wk inc flu hosp,2025-12-13,2025-12-13,0,quantile,0.8,123
01,wk inc flu hosp,2025-12-13,2025-12-13,0,quantile,0.85,138
01,wk inc flu hosp,2025-12-13,2025-12-13,0,quantile,0.9,159
01,wk inc flu hosp,2025-12-13,2025-12-13,0,quantile,0.95,199
01,wk inc flu hosp,2025-12-13,2025-12-13,0,quantile,0.975,249
01,wk inc flu hosp,2025-12-13,2025-12-13,0,quantile,0.99,333
01,wk inc flu hosp,2025-12-13,2025-12-20,1,quantile,0.01,6
01,wk inc flu hosp,2025-12-13,2025-12-20,1,quantile,0.025,14
01,wk inc flu hosp,2025-12-13,2025-12-20,1,quantile,0.05,27
01,wk inc flu hosp,2025-12-13,2025-12-20,1,quantile,0.1,42
01,wk inc flu hosp,2025-12-13,2025-12-20,1,quantile,0.15,50
01,wk inc flu hosp,2025-12-13,2025-12-20,1,quantile,0.2,57
01,wk inc flu hosp,2025-12-13,2025-12-20,1,quantile,0.25,63
01,wk inc flu hosp,2025-12-13,2025-12-20,1,quantile,0.3,68
01,wk inc flu hosp,2025-12-13,2025-12-20,1,quantile,0.35,73
01,wk inc flu hosp,2025-12-13,2025-12-20,1,quantile,0.4,80
01,wk inc flu hosp,2025-12-13,2025-12-20,1,quantile,0.45,86
01,wk inc flu hosp,2025-12-13,2025-12-20,1,quantile,0.5,93
01,wk inc flu hosp,2025-12-13,2025-12-20,1,quantile,0.55,103
01,wk inc flu hosp,2025-12-13,2025-12-20,1,quantile,0.6,116
01,wk inc flu hosp,2025-12-13,2025-12-20,1,quantile,0.65,129
01,wk inc flu hosp,2025-12-13,2025-12-20,1,quantile,0.7,144
01,wk inc flu hosp,2025-12-13,2025-12-20,1,quantile,0.75,163
01,wk inc flu hosp,2025-12-13,2025-12-20,1,quantile,0.8,186
01,wk inc flu hosp,2025-12-13,2025-12-20,1,quantile,0.85,220
01,wk inc flu hosp,2025-12-13,2025-12-20,1,quantile,0.9,282
01,wk inc flu hosp,2025-12-13,2025-12-20,1,quantile,0.95,423
01,wk inc flu hosp,2025-12-13,2025-12-20,1,quantile,0.975,560
01,wk inc flu hosp,2025-12-13,2025-12-20,1,quantile,0.99,734
01,wk inc flu hosp,2025-12-13,2025-12-27,2,quantile,0.01,4
01,wk inc flu hosp,2025-12-13,2025-12-27,2,quantile,0.025,9
01,wk inc flu hosp,2025-12-13,2025-12-27,2,quantile,0.05,23
01,wk inc flu hosp,2025-12-13,2025-12-27,2,quantile,0.1,40
01,wk inc flu hosp,2025-12-13,2025-12-27,2,quantile,0.15,50
01,wk inc flu hosp,2025-12-13,2025-12-27,2,quantile,0.2,58
01,wk inc flu hosp,2025-12-13,2025-12-27,2,quantile,0.25,65
01,wk inc flu hosp,2025-12-13,2025-12-27,2,quantile,0.3,73
01,wk inc flu hosp,2025-12-13,2025-12-27,2,quantile,0.35,80
01,wk inc flu hosp,2025-12-13,2025-12-27,2,quantile,0.4,89
