output_type,output_type_id,value,reference_date,target,horizon,target_end_date,location
quantile,0.01,0,2025-05-10,wk inc flu hosp,0,2025-05-10,02
quantile,0.025,0,2025-05-10,wk inc flu hosp,0,2025-05-10,02
quantile,0.05,1,2025-05-10,wk inc flu hosp,0,2025-05-10,02
quantile,0.1,1,2025-05-10,wk inc flu hosp,0,2025-05-10,02
quantile,0.15,2,2025-05-10,wk inc flu hosp,0,2025-05-10,02
quantile,0.2,2,2025-05-10,wk inc flu hosp,0,2025-05-10,02
quantile,0.25,3,2025-05-10,wk inc flu hosp,0,2025-05-10,02
quantile,0.3,3,2025-05-10,wk inc flu hosp,0,2025-05-10,02
quantile,0.35,3,2025-05-10,wk inc flu hosp,0,2025-05-10,02
quantile,0.4,4,2025-05-10,wk inc flu hosp,0,2025-05-10,02
quantile,0.45,4,2025-05-10,wk inc flu hosp,0,2025-05-10,02
quantile,0.5,4,2025-05-10,wk inc flu hosp,0,2025-05-10,02
quantile,0.55,4,2025-05-10,wk inc flu hosp,0,2025-05-10,02
quantile,0.6,5,2025-05-10,wk inc flu hosp,0,2025-05-10,02
quantile,0.65,5,2025-05-10,wk inc flu hosp,0,2025-05-10,02
quantile,0.7,5,2025-05-10,wk inc flu hosp,0,2025-05-10,02
quantile,0.75,6,2025-05-10,wk inc flu hosp,0,2025-05-10,02
quantile,0.8,6,2025-05-10,wk inc flu hosp,0,2025-05-10,02
quantile,0.85,7,2025-05-10,wk inc flu hosp,0,2025-05-10,02
quantile,0.9,8,2025-05-10,wk inc flu hosp,0,2025-05-10,02
quantile,0.95,9,2025-05-10,wk inc flu hosp,0,2025-05-10,02
quantile,0.975,10,2025-05-10,wk inc flu hosp,0,2025-05-10,02
quantile,0.99,11,2025-05-10,wk inc flu hosp,0,2025-05-10,02
quantile,0.01,0,2025-05-10,wk inc flu hosp,1,2025-05-17,02
quantile,0.025,0,2025-05-10,wk inc flu hosp,1,2025-05-17,02
quantile,0.05,0,2025-05-10,wk inc flu hosp,1,2025-05-17,02
quantile,0.1,0,2025-05-10,wk inc flu hosp,1,2025-05-17,02
quantile,0.15,0,2025-05-10,wk inc flu hosp,1,2025-05-17,02
quantile,0.2,1,2025-05-10,wk inc flu hosp,1,2025-05-17,02
quantile,0.25,1,2025-05-10,wk inc flu hosp,1,2025-05-17,02
quantile,0.3,1,2025-05-10,wk inc flu hosp,1,2025-05-17,02
quantile,0.35,1,2025-05-10,wk inc flu hosp,1,2025-05-17,02
quantile,0.4,2,2025-05-10,wk inc flu hosp,1,2025-05-17,02
quantile,0.45,2,2025-05-10,wk inc flu hosp,1,2025-05-17,02
quantile,0.5,2,2025-05-10,wk inc flu hosp,1,2025-05-17,02
quantile,0.55,2,2025-05-10,wk inc flu hosp,1,2025-05-17,02
quantile,0.6,3,2025-05-10,wk inc flu hosp,1,2025-05-17,02
quantile,0.65,3,2025-05-10,wk inc flu hosp,1,2025-05-17,02
quantile,0.7,3,2025-05-10,wk inc flu hosp,1,2025-05-17,02
quantile,0.75,4,2025-05-10,wk inc flu hosp,1,2025-05-17,02
quantile,0.8,4,2025-05-10,wk inc flu hosp,1,2025-05-17,02
quantile,0.85,4.149999999999864,2025-05-10,wk inc flu hosp,1,2025-05-17,02
quantile,0.9,5,2025-05-10,wk inc flu hosp,1,2025-05-17,02
quantile,0.95,6,2025-05-10,wk inc flu hosp,1,2025-05-17,02
quantile,0.975,8,2025-05-10,wk inc flu hosp,1,2025-05-17,02
quantile,0.99,10,2025-05-10,wk inc flu hosp,1,2025-05-17,02
quantile,0.01,8,2025-05-10,wk inc flu hosp,0,2025-05-10,01
