output_type,output_type_id,value,reference_date,target,horizon,target_end_date,location
quantile,0.01,3,2025-05-31,wk inc flu hosp,0,2025-05-31,02
quantile,0.025,4,2025-05-31,wk inc flu hosp,0,2025-05-31,02
quantile,0.05,6,2025-05-31,wk inc flu hosp,0,2025-05-31,02
quantile,0.1,7,2025-05-31,wk inc flu hosp,0,2025-05-31,02
quantile,0.15,8,2025-05-31,wk inc flu hosp,0,2025-05-31,02
quantile,0.2,8,2025-05-31,wk inc flu hosp,0,2025-05-31,02
quantile,0.25,9,2025-05-31,wk inc flu hosp,0,2025-05-31,02
quantile,0.3,10,2025-05-31,wk inc flu hosp,0,2025-05-31,02
quantile,0.35,10,2025-05-31,wk inc flu hosp,0,2025-05-31,02
quantile,0.4,11,2025-05-31,wk inc flu hosp,0,2025-05-31,02
quantile,0.45,11,2025-05-31,wk inc flu hosp,0,2025-05-31,02
quantile,0.5,12,2025-05-31,wk inc flu hosp,0,2025-05-31,02
quantile,0.55,13,2025-05-31,wk inc flu hosp,0,2025-05-31,02
quantile,0.6,13,2025-05-31,wk inc flu hosp,0,2025-05-31,02
quantile,0.65,14,2025-05-31,wk inc flu hosp,0,2025-05-31,02
quantile,0.7,15,2025-05-31,wk inc flu hosp,0,2025-05-31,02
quantile,0.75,16,2025-05-31,wk inc flu hosp,0,2025-05-31,02
quantile,0.8,17,2025-05-31,wk inc flu hosp,0,2025-05-31,02
quantile,0.85,18,2025-05-31,wk inc flu hosp,0,2025-05-31,02
quantile,0.9,19,2025-05-31,wk inc flu hosp,0,2025-05-31,02
quantile,0.95,22,2025-05-31,wk inc flu hosp,0,2025-05-31,02
quantile,0.975,25,2025-05-31,wk inc flu hosp,0,2025-05-31,02
quantile,0.99,28,2025-05-31,wk inc flu hosp,0,2025-05-31,02
quantile,0.01,4,2025-05-31,wk inc flu hosp,1,2025-06-07,02
quantile,0.025,6,2025-05-31,wk inc flu hosp,1,2025-06-07,02
quantile,0.05,7,2025-05-31,wk inc flu hosp,1,2025-06-07,02
quantile,0.1,9,2025-05-31,wk inc flu hosp,1,2025-06-07,02
quantile,0.15,11,2025-05-31,wk inc flu hosp,1,2025-06-07,02
quantile,0.2,12,2025-05-31,wk inc flu hosp,1,2025-06-07,02
quantile,0.25,13,2025-05-31,wk inc flu hosp,1,2025-06-07,02
quantile,0.3,15,2025-05-31,wk inc flu hosp,1,2025-06-07,02
quantile,0.35,16,2025-05-31,wk inc flu hosp,1,2025-06-07,02
quantile,0.4,17,2025-05-31,wk inc flu hosp,1,2025-06-07,02
quantile,0.45,18,2025-05-31,wk inc flu hosp,1,2025-06-07,02
quantile,0.5,19,2025-05-31,wk inc flu hosp,1,2025-06-07,02
quantile,0.55,21,2025-05-31,wk inc flu hosp,1,2025-06-07,02
quantile,0.6,22,2025-05-31,wk inc flu hosp,1,2025-06-07,02
quantile,0.65,24,2025-05-31,wk inc flu hosp,1,2025-06-07,02
quantile,0.7,26,2025-05-31,wk inc flu hosp,1,2025-06-07,02
quantile,0.75,28,2025-05-31,wk inc flu hosp,1,2025-06-07,02
quantile,0.8,31,2025-05-31,wk inc flu hosp,1,2025-06-07,02
quantile,0.85,34,2025-05-31,wk inc flu hosp,1,2025-06-07,02
quantile,0.9,38,2025-05-31,wk inc flu hosp,1,2025-06-07,02
quantile,0.95,45,2025-05-31,wk inc flu hosp,1,2025-06-07,02
quantile,0.975,56,2025-05-31,wk inc flu hosp,1,2025-06-07,02
quantile,0.99,67,2025-05-31,wk inc flu hosp,1,2025-06-07,02
quantile,0.01,3,2025-05-31,wk inc flu hosp,0,2025-05-31,01
quantile,0.025,4,2025-05-31,wk inc flu hosp,0,2025-05-31,01
quantile,0.05,5,2025-05-31,wk inc flu hosp,0,2025-05-31,01
quantile,0.1,6,2025-05-31,wk inc flu hosp,0,2025-05-31,01
quantile,0.15,6,2025-05-31,wk inc flu hosp,0,2025-05-31,01
quantile,0.2,7,2025-05-31,wk inc flu hosp,0,2025-05-31,01
quantile,0.25,7,2025-05-31,wk inc flu hosp,0,2025-05-31,01
quantile,0.3,8,2025-05-31,wk inc flu hosp,0,2025-05-31,01
quantile,0.35,9,2025-05-31,wk inc flu hosp,0,2025-05-31,01
quantile,0.4,9,2025-05-31,wk inc flu hosp,0,2025-05-31,01
quantile,0.45,10,2025-05-31,wk inc flu hosp,0,2025-05-31,01
quantile,0.5,10,2025-05-31,wk inc flu hosp,0,2025-05-31,01
quantile,0.55,10.450000000000045,2025-05-31,wk inc flu hosp,0,2025-05-31,01
quantile,0.6,11,2025-05-31,wk inc flu hosp,0,2025-05-31,01
quantile,0.65,11,2025-05-31,wk inc flu hosp,0,2025-05-31,01
quantile,0.7,12,2025-05-31,wk inc flu hosp,0,2025-05-31,01
quantile,0.75,13,2025-05-31,wk inc flu hosp,0,2025-05-31,01
quantile,0.8,13,2025-05-31,wk inc flu hosp,0,2025-05-31,01
quantile,0.85,14,2025-05-31,wk inc flu hosp,0,2025-05-31,01
quantile,0.9,15,2025-05-31,wk inc flu hosp,0,2025-05-31,01
quantile,0.95,17,2025-05-31,wk inc flu hosp,0,2025-05-31,01
quantile,0.975,18,2025-05-31,wk inc flu hosp,0,2025-05-31,01
quantile,0.99,20.00999999999999,2025-05-31,wk inc flu hosp,0,2025-05-31,01
quantile,0.01,0,2025-05-31,wk inc flu hosp,1,2025-06-07,01
quantile,0.025,1,2025-05-31,wk inc flu hosp,1,2025-06-07,01
quantile,0.05,1,2025-05-31,wk inc flu hosp,1,2025-06-07,01
quantile,0.1,2,2025-05-31,wk inc flu hosp,1,2025-06-07,01
quantile,0.15,2,2025-05-31,wk inc flu hosp,1,2025-06-07,01
quantile,0.2,2,2025-05-31,wk inc flu hosp,1,2025-06-07,01
quantile,0.25,3,2025-05-31,wk inc flu hosp,1,2025-06-07,01
quantile,0.3,3,2025-05-31,wk inc flu hosp,1,2025-06-07,01
quantile,0.35,4,2025-05-31,wk inc flu hosp,1,2025-06-07,01
quantile,0.4,4,2025-05-31,wk inc flu hosp,1,2025-06-07,01
quantile,0.45,4,2025-05-31,wk inc flu hosp,1,2025-06-07,01
quantile,0.5,5,2025-05-31,wk inc flu hosp,1,2025-06-07,01
quantile,0.55,5,2025-05-31,wk inc flu hosp,1,2025-06-07,01
quantile,0.6,5,2025-05-31,wk inc flu hosp,1,2025-06-07,01
quantile,0.65,6,2025-05-31,wk inc flu hosp,1,2025-06-07,01
quantile,0.7,6,2025-05-31,wk inc flu hosp,1,2025-06-07,01
quantile,0.75,7,2025-05-31,wk inc flu hosp,1,2025-06-07,01
quantile,0.8,7,2025-05-31,wk inc flu hosp,1,2025-06-07,01
quantile,0.85,8,2025-05-31,wk inc flu hosp,1,2025-06-07,01
quantile,0.9,9,2025-05-31,wk inc flu hosp,1,2025-06-07,01
quantile,0.95,11,2025-05-31,wk inc flu hosp,1,2025-06-07,01
quantile,0.975,12,2025-05-31,wk inc flu hosp,1,2025-06-07,01
quantile,0.99,14,2025-05-31,wk inc flu hosp,1,2025-06-07,01
quantile,0.01,0,2025-05-31,wk inc flu hosp,0,2025-05-31,05
quantile,0.025,1,2025-05-31,wk inc flu hosp,0,2025-05-31,05
quantile,0.05,1,2025-05-31,wk inc flu hosp,0,2025-05-31,05
quantile,0.1,2,2025-05-31,wk inc flu hosp,0,2025-05-31,05
quantile,0.15,3,2025-05-31,wk inc flu hosp,0,2025-05-31,05
quantile,0.2,3,2025-05-31,wk inc flu hosp,0,2025-05-31,05
quantile,0.25,4,2025-05-31,wk inc flu hosp,0,2025-05-31,05
quantile,0.3,4,2025-05-31,wk inc flu hosp,0,2025-05-31,05
quantile,0.35,4,2025-05-31,wk inc flu hosp,0,2025-05-31,05
quantile,0.4,5,2025-05-31,wk inc flu hosp,0,2025-05-31,05
quantile,0.45,5,2025-05-31,wk inc flu hosp,0,2025-05-31,05
quantile,0.5,6,2025-05-31,wk inc flu hosp,0,2025-05-31,05
quantile,0.55,6,2025-05-31,wk inc flu hosp,0,2025-05-31,05
quantile,0.6,7,2025-05-31,wk inc flu hosp,0,2025-05-31,05
quantile,0.65,7,2025-05-31,wk inc flu hosp,0,2025-05-31,05
quantile,0.7,8,2025-05-31,wk inc flu hosp,0,2025-05-31,05
quantile,0.75,8,2025-05-31,wk inc flu hosp,0,2025-05-31,05
quantile,0.8,9,2025-05-31,wk inc flu hosp,0,2025-05-31,05
quantile,0.85,10,2025-05-31,wk inc flu hosp,0,2025-05-31,05
quantile,0.9,11,2025-05-31,wk inc flu hosp,0,2025-05-31,05
quantile,0.95,14,2025-05-31,wk inc flu hosp,0,2025-05-31,05
quantile,0.975,16,2025-05-31,wk inc flu hosp,0,2025-05-31,05
quantile,0.99,19,2025-05-31,wk inc flu hosp,0,2025-05-31,05
quantile,0.01,0,2025-05-31,wk inc flu hosp,1,2025-06-07,05
quantile,0.025,0,2025-05-31,wk inc flu hosp,1,2025-06-07,05
quantile,0.05,1,2025-05-31,wk inc flu hosp,1,2025-06-07,05
quantile,0.1,1,2025-05-31,wk inc flu hosp,1,2025-06-07,05
quantile,0.15,2,2025-05-31,wk inc flu hosp,1,2025-06-07,05
quantile,0.2,2,2025-05-31,wk inc flu hosp,1,2025-06-07,05
