location_name,horizon,quantile_0.025_per100k,quantile_0.5_per100k,quantile_0.975_per100k,quantile_0.025_count,quantile_0.5_count,quantile_0.975_count,quantile_0.025_per100k_rounded,quantile_0.5_per100k_rounded,quantile_0.975_per100k_rounded,quantile_0.025_count_rounded,quantile_0.5_count_rounded,quantile_0.975_count_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,0.263649068220749,0.5069944709386545,0.9247125303280405,883,1698,3097,0.26,0.51,0.92,883,1698,3097,2025-05-17,2025-05-17,"May 17, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
US,1,0.18034432299584646,0.4147322262272032,1.0716155219074386,604,1389,3589,0.18,0.41,1.07,604,1389,3589,2025-05-24,2025-05-17,"May 24, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
US,2,0.09017216149792323,0.35173114650514425,1.1671621830972911,302,1178,3909,0.09,0.35,1.17,302,1178,3909,2025-05-31,2025-05-17,"May 31, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
Alabama,0,0.11745204237356484,0.430657488703071,1.096219062153272,6,22,56,0.12,0.43,1.1,6,22,56,2025-05-17,2025-05-17,"May 17, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
Alabama,1,0.03915068079118828,0.37193146751628864,1.13536974294446,2,19,58,0.04,0.37,1.14,2,19,58,2025-05-24,2025-05-17,"May 24, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
Alabama,2,0,0.35235612712069453,1.0766437217576776,0,18,55,0,0.35,1.08,0,18,55,2025-05-31,2025-05-17,"May 31, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
Alaska,0,0,0.2727002506115303,1.2271511277518863,0,2,9,0,0.27,1.23,0,2,9,2025-05-17,2025-05-17,"May 17, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
Alaska,1,0,0.2727002506115303,1.636201503669182,0,2,12,0,0.27,1.64,0,2,12,2025-05-24,2025-05-17,"May 24, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
Alaska,2,0,0.2727002506115303,1.0908010024461212,0,2,8,0,0.27,1.09,0,2,8,2025-05-31,2025-05-17,"May 31, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
Arizona,0,0.148021676832616,0.6055432234061564,1.5340428326289295,11,45,114,0.15,0.61,1.53,11,45,114,2025-05-17,2025-05-17,"May 17, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
Arizona,1,0.12110864468123128,0.5786301912547717,1.8973687666726236,9,43,141,0.12,0.58,1.9,9,43,141,2025-05-24,2025-05-17,"May 24, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
Arizona,2,0,0.4844345787249251,1.924281798824008,0,36,143,0,0.48,1.92,0,36,143,2025-05-31,2025-05-17,"May 31, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
Arkansas,0,0,0.19558422965239466,0.8149342902183112,0,6,25,0,0.2,0.81,0,6,25,2025-05-17,2025-05-17,"May 17, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
Arkansas,1,0,0.16298685804366222,0.8475316618270436,0,5,26,0,0.16,0.85,0,5,26,2025-05-24,2025-05-17,"May 24, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
Arkansas,2,0,0.13038948643492979,0.8475316618270436,0,4,26,0,0.13,0.85,0,4,26,2025-05-31,2025-05-17,"May 31, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
California,0,0.14371801007119353,0.3464630599930558,0.6544302244313277,56,135,255,0.14,0.35,0.65,56,135,255,2025-05-17,2025-05-17,"May 17, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
California,1,0.07699179110956797,0.2900024131793727,0.7083244782080254,30,113,276,0.08,0.29,0.71,30,113,276,2025-05-24,2025-05-17,"May 24, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
California,2,0.030796716443827185,0.24380733851363187,0.8084138066504636,12,95,315,0.03,0.24,0.81,12,95,315,2025-05-31,2025-05-17,"May 31, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
Colorado,0,0.13610974528762543,0.4423566721847826,1.0038093714962375,8,26,59,0.14,0.44,1,8,26,59,2025-05-17,2025-05-17,"May 17, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
Colorado,1,0.06805487264381271,0.37430179954096987,1.0038093714962375,4,22,59,0.07,0.37,1,4,22,59,2025-05-24,2025-05-17,"May 24, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
Colorado,2,0.03402743632190636,0.35728808138001666,1.054850525979097,2,21,62,0.03,0.36,1.05,2,21,62,2025-05-31,2025-05-17,"May 31, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
Connecticut,0,0.027645876230517948,0.22116700984414359,0.9123139156070924,1,8,33,0.03,0.22,0.91,1,8,33,2025-05-17,2025-05-17,"May 17, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
Connecticut,1,0,0.19352113361362563,1.0505432967596822,0,7,38,0,0.19,1.05,0,7,38,2025-05-24,2025-05-17,"May 24, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
Connecticut,2,0,0.1658752573831077,1.0505432967596822,0,6,38,0,0.17,1.05,0,6,38,2025-05-31,2025-05-17,"May 31, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
Delaware,0,0,0.2907286629388791,1.0660050974425568,0,3,11,0,0.29,1.07,0,3,11,2025-05-17,2025-05-17,"May 17, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
Delaware,1,0,0.19381910862591942,1.1629146517555164,0,2,12,0,0.19,1.16,0,2,12,2025-05-24,2025-05-17,"May 24, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
Delaware,2,0,0.19381910862591942,1.0660050974425568,0,2,11,0,0.19,1.07,0,2,11,2025-05-31,2025-05-17,"May 31, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
District of Columbia,0,0,0.7364073923519674,2.209222177055902,0,5,15,0,0.74,2.21,0,5,15,2025-05-17,2025-05-17,"May 17, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
District of Columbia,1,0,0.7364073923519674,2.503785133996689,0,5,17,0,0.74,2.5,0,5,17,2025-05-24,2025-05-17,"May 24, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
District of Columbia,2,0,0.7364073923519674,2.3565036555262955,0,5,16,0,0.74,2.36,0,5,16,2025-05-31,2025-05-17,"May 31, 2025","May 17, 2025",2025-05-14,"May 14, 2025",FluSight-ensemble
