location_name,abbreviation,horizon,reference_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,model_full_name,forecast_due_date,forecast_due_date_formatted
US,US,0,2025-05-17,2025-05-17,CEPH-Rtrend_fluH,883,1335,1674,2092,3097,883,1335,1674,2092,3097,CEPH Lab at Indiana University,Rtrend FluH,2025-05-14,"May 14, 2025"
US,US,1,2025-05-17,2025-05-24,CEPH-Rtrend_fluH,330,773,1225,1908,4079,330,773,1225,1908,4079,CEPH Lab at Indiana University,Rtrend FluH,2025-05-14,"May 14, 2025"
US,US,2,2025-05-17,2025-05-31,CEPH-Rtrend_fluH,123,446,864,1613,4546,123,446,864,1613,4546,CEPH Lab at Indiana University,Rtrend FluH,2025-05-14,"May 14, 2025"
US,US,0,2025-05-17,2025-05-17,CFA_Pyrenew-Pyrenew_HE_Flu,1399,1738,1953,2182.25,2834.0999999999995,1399,1738,1953,2182,2834,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,Pyrenew_Hospital_Admissions_ED_Visits_Influenza,2025-05-14,"May 14, 2025"
US,US,1,2025-05-17,2025-05-24,CFA_Pyrenew-Pyrenew_HE_Flu,774.875,1295,1691.5,2252,4363.025,775,1295,1692,2252,4363,Center for Forecasting and Outbreak Analytics (CFA/CDC) Pyrenew team,Pyrenew_Hospital_Admissions_ED_Visits_Influenza,2025-05-14,"May 14, 2025"
US,US,0,2025-05-17,2025-05-17,CMU-TimeSeries,323.72978087729234,879.5877706868357,1425.7977127296485,2014.7810932790146,3877.433544499293,324,880,1426,2015,3877,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data,2025-05-14,"May 14, 2025"
US,US,1,2025-05-17,2025-05-24,CMU-TimeSeries,164.29508126685175,596.5518817600197,949.7583037226923,1649.3432406282677,3947.848582845789,164,597,950,1649,3948,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data,2025-05-14,"May 14, 2025"
US,US,2,2025-05-17,2025-05-31,CMU-TimeSeries,106.78177527358278,445.9170472404463,727.7327911030795,1329.7748405885413,3947.8724474857427,107,446,728,1330,3948,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data,2025-05-14,"May 14, 2025"
US,US,0,2025-05-17,2025-05-17,CU-ensemble,340,965,1454,2029,3424,340,965,1454,2029,3424,Columbia University,Ensemble,2025-05-14,"May 14, 2025"
US,US,1,2025-05-17,2025-05-24,CU-ensemble,196,757,1305,2024,4097,196,757,1305,2024,4097,Columbia University,Ensemble,2025-05-14,"May 14, 2025"
US,US,2,2025-05-17,2025-05-31,CU-ensemble,143,648,1137,1978,4344,143,648,1137,1978,4344,Columbia University,Ensemble,2025-05-14,"May 14, 2025"
US,US,0,2025-05-17,2025-05-17,FluSight-baseline,0,1465,1964,2463,9945,0,1465,1964,2463,9945,FluSight-baseline,Baseline model using reported weekly admissions,2025-05-14,"May 14, 2025"
US,US,1,2025-05-17,2025-05-24,FluSight-baseline,0,439,1964,3859,11897,0,439,1964,3859,11897,FluSight-baseline,Baseline model using reported weekly admissions,2025-05-14,"May 14, 2025"
US,US,2,2025-05-17,2025-05-31,FluSight-baseline,0,0,1964,4691,13440,0,0,1964,4691,13440,FluSight-baseline,Baseline model using reported weekly admissions,2025-05-14,"May 14, 2025"
US,US,0,2025-05-17,2025-05-17,FluSight-ensemble,883,1281,1698,2059,3097,883,1281,1698,2059,3097,FluSight-ensemble,Ensemble models using FluSight forecast submissions,2025-05-14,"May 14, 2025"
US,US,1,2025-05-17,2025-05-24,FluSight-ensemble,604,966,1389,1965,3589,604,966,1389,1965,3589,FluSight-ensemble,Ensemble models using FluSight forecast submissions,2025-05-14,"May 14, 2025"
US,US,2,2025-05-17,2025-05-31,FluSight-ensemble,302,648,1178,1898,3909,302,648,1178,1898,3909,FluSight-ensemble,Ensemble models using FluSight forecast submissions,2025-05-14,"May 14, 2025"
US,US,0,2025-05-17,2025-05-17,FluSight-lop_norm,151,1261,1685,2142,4212,151,1261,1685,2142,4212,FluSight-lop_norm,Linear opinion pool ensemble of FluSight forecast submissions,2025-05-14,"May 14, 2025"
US,US,1,2025-05-17,2025-05-24,FluSight-lop_norm,0,951,1418,1968,4445,0,951,1418,1968,4445,FluSight-lop_norm,Linear opinion pool ensemble of FluSight forecast submissions,2025-05-14,"May 14, 2025"
US,US,2,2025-05-17,2025-05-31,FluSight-lop_norm,0,699,1210,1859,4590,0,699,1210,1859,4590,FluSight-lop_norm,Linear opinion pool ensemble of FluSight forecast submissions,2025-05-14,"May 14, 2025"
US,US,0,2025-05-17,2025-05-17,FluSight-trained_mean,880.6810725119343,1339.4949916935618,1705.7813096681666,2050.346603461276,3204.3127062925373,881,1339,1706,2050,3204,FluSight-trained_mean,Ensemble models using 6 weeks of FluSight forecast submissions,2025-05-14,"May 14, 2025"
US,US,1,2025-05-17,2025-05-24,FluSight-trained_mean,553.8924755457384,1047.6017075129153,1440.199631797816,1897.8182131680444,3412.345072226699,554,1048,1440,1898,3412,FluSight-trained_mean,Ensemble models using 6 weeks of FluSight forecast submissions,2025-05-14,"May 14, 2025"
US,US,2,2025-05-17,2025-05-31,FluSight-trained_mean,352.2081404181914,846.3517942307298,1242.5934326359363,1776.1716542836846,3882.138057553576,352,846,1243,1776,3882,FluSight-trained_mean,Ensemble models using 6 weeks of FluSight forecast submissions,2025-05-14,"May 14, 2025"
US,US,0,2025-05-17,2025-05-17,FluSight-trained_med,874.125,1307.105,1695,2068,3356.295,874,1307,1695,2068,3356,FluSight-trained_med,Ensemble models using 6 weeks of FluSight forecast submissions,2025-05-14,"May 14, 2025"
US,US,1,2025-05-17,2025-05-24,FluSight-trained_med,371.815826545799,893.375,1388.682083640595,1933,3952.2448317915946,372,893,1389,1933,3952,FluSight-trained_med,Ensemble models using 6 weeks of FluSight forecast submissions,2025-05-14,"May 14, 2025"
US,US,2,2025-05-17,2025-05-31,FluSight-trained_med,127.5,590,1254.465457157355,1870,4288.51910212753,128,590,1254,1870,4289,FluSight-trained_med,Ensemble models using 6 weeks of FluSight forecast submissions,2025-05-14,"May 14, 2025"
US,US,0,2025-05-17,2025-05-17,Google_SAI-FluBoostQR,1414.5396240821615,1602.003858277895,1697.0569150999765,1793.7609731094303,1982.3446119229363,1415,1602,1697,1794,1982,Google Science AI,FluBoostQR,2025-05-14,"May 14, 2025"
US,US,1,2025-05-17,2025-05-24,Google_SAI-FluBoostQR,1194.382283309279,1373.8552776174915,1476.276099867684,1586.6004742100288,1816.0437204307132,1194,1374,1476,1587,1816,Google Science AI,FluBoostQR,2025-05-14,"May 14, 2025"
US,US,2,2025-05-17,2025-05-31,Google_SAI-FluBoostQR,1005.5721905160414,1197.786506868684,1320.6212452947368,1458.218167963925,1752.7097296336115,1006,1198,1321,1458,1753,Google Science AI,FluBoostQR,2025-05-14,"May 14, 2025"
US,US,0,2025-05-17,2025-05-17,ISU_NiemiLab-GPE,559.008620645967,966.451924705099,1732.59926454213,2252.62150782453,3746.09814128378,559,966,1733,2253,3746,ISU_NiemiLab,Gibbs posterior optimal linear pool ensemble,2025-05-14,"May 14, 2025"
US,US,1,2025-05-17,2025-05-24,ISU_NiemiLab-GPE,360.731653091598,683.373387764852,1421.23416728119,2145.16451250986,3956.6410807374,361,683,1421,2145,3957,ISU_NiemiLab,Gibbs posterior optimal linear pool ensemble,2025-05-14,"May 14, 2025"
US,US,2,2025-05-17,2025-05-31,ISU_NiemiLab-GPE,72.4007519387899,488.458972039431,1330.99091431471,2119.02224541263,4194.83820425506,72,488,1331,2119,4195,ISU_NiemiLab,Gibbs posterior optimal linear pool ensemble,2025-05-14,"May 14, 2025"
US,US,0,2025-05-17,2025-05-17,LUcompUncertLab-chimera,503,845,1120,1511,2568,503,845,1120,1511,2568,LUcompUncertLab,chimera,2025-05-14,"May 14, 2025"
US,US,0,2025-05-17,2025-05-17,MDPredict-SIRS,1088.382026,1351.537116,1876.715628,2555.362423,3069.431012,1088,1352,1877,2555,3069,Maryland Predict,modified susceptible-infectious-recovered-susceptible model,2025-05-14,"May 14, 2025"
US,US,1,2025-05-17,2025-05-24,MDPredict-SIRS,984.5254375,1213.544766,1675.832987,2275.118007,2727.648911,985,1214,1676,2275,2728,Maryland Predict,modified susceptible-infectious-recovered-susceptible model,2025-05-14,"May 14, 2025"
US,US,2,2025-05-17,2025-05-31,MDPredict-SIRS,911.1422824,1115.843508,1532.407126,2072.236096,2477.732778,911,1116,1532,2072,2478,Maryland Predict,modified susceptible-infectious-recovered-susceptible model,2025-05-14,"May 14, 2025"
US,US,0,2025-05-17,2025-05-17,MIGHTE-Joint,911,1474,1864,2332,3483,911,1474,1864,2332,3483,MIGHTE,Joint time series ensemble,2025-05-14,"May 14, 2025"
US,US,1,2025-05-17,2025-05-24,MIGHTE-Joint,671,1047,1302,1604,2336,671,1047,1302,1604,2336,MIGHTE,Joint time series ensemble,2025-05-14,"May 14, 2025"
