reference_date,horizon,target,target_end_date,location,output_type,output_type_id,value
2024-04-27,0,wk inc flu hosp,2024-04-27,01,quantile,0.01,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,01,quantile,0.025,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,01,quantile,0.05,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,01,quantile,0.1,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,01,quantile,0.15,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,01,quantile,0.2,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,01,quantile,0.25,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,01,quantile,0.3,1.965291023254384
2024-04-27,0,wk inc flu hosp,2024-04-27,01,quantile,0.35,4.14679065704345
2024-04-27,0,wk inc flu hosp,2024-04-27,01,quantile,0.4,8.207101402282714
2024-04-27,0,wk inc flu hosp,2024-04-27,01,quantile,0.45,9.721397743225095
2024-04-27,0,wk inc flu hosp,2024-04-27,01,quantile,0.5,16.387728691101074
2024-04-27,0,wk inc flu hosp,2024-04-27,01,quantile,0.55,21.00900043487549
2024-04-27,0,wk inc flu hosp,2024-04-27,01,quantile,0.6,22.523296775817872
2024-04-27,0,wk inc flu hosp,2024-04-27,01,quantile,0.65,26.583607521057136
2024-04-27,0,wk inc flu hosp,2024-04-27,01,quantile,0.7,28.7651071548462
2024-04-27,0,wk inc flu hosp,2024-04-27,01,quantile,0.75,32.59531230926514
2024-04-27,0,wk inc flu hosp,2024-04-27,01,quantile,0.8,34.569604110717776
2024-04-27,0,wk inc flu hosp,2024-04-27,01,quantile,0.85,48.56279392242431
2024-04-27,0,wk inc flu hosp,2024-04-27,01,quantile,0.9,54.45312450408935
2024-04-27,0,wk inc flu hosp,2024-04-27,01,quantile,0.95,96.07647228240968
2024-04-27,0,wk inc flu hosp,2024-04-27,01,quantile,0.975,96.07647228240968
2024-04-27,0,wk inc flu hosp,2024-04-27,01,quantile,0.99,96.07647228240968
2024-04-27,0,wk inc flu hosp,2024-04-27,02,quantile,0.01,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,02,quantile,0.025,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,02,quantile,0.05,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,02,quantile,0.1,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,02,quantile,0.15,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,02,quantile,0.2,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,02,quantile,0.25,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,02,quantile,0.3,0.2901043319702143
2024-04-27,0,wk inc flu hosp,2024-04-27,02,quantile,0.35,0.9328859996795652
2024-04-27,0,wk inc flu hosp,2024-04-27,02,quantile,0.4,1.339222741127014
2024-04-27,0,wk inc flu hosp,2024-04-27,02,quantile,0.45,2.57954161643982
2024-04-27,0,wk inc flu hosp,2024-04-27,02,quantile,0.5,3.2312569618225098
2024-04-27,0,wk inc flu hosp,2024-04-27,02,quantile,0.55,3.7522845935821527
2024-04-27,0,wk inc flu hosp,2024-04-27,02,quantile,0.6,4.992603468894958
2024-04-27,0,wk inc flu hosp,2024-04-27,02,quantile,0.65,5.398940210342408
2024-04-27,0,wk inc flu hosp,2024-04-27,02,quantile,0.7,6.041721878051758
2024-04-27,0,wk inc flu hosp,2024-04-27,02,quantile,0.75,7.072545170783997
2024-04-27,0,wk inc flu hosp,2024-04-27,02,quantile,0.8,7.568738570213318
2024-04-27,0,wk inc flu hosp,2024-04-27,02,quantile,0.85,9.777421512603755
2024-04-27,0,wk inc flu hosp,2024-04-27,02,quantile,0.9,11.634874134063695
2024-04-27,0,wk inc flu hosp,2024-04-27,02,quantile,0.95,14.311365375518797
2024-04-27,0,wk inc flu hosp,2024-04-27,02,quantile,0.975,29.392919278144785
2024-04-27,0,wk inc flu hosp,2024-04-27,02,quantile,0.99,31.86711549758911
2024-04-27,0,wk inc flu hosp,2024-04-27,04,quantile,0.01,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,04,quantile,0.025,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,04,quantile,0.05,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,04,quantile,0.1,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,04,quantile,0.15,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,04,quantile,0.2,40.67659591674805
2024-04-27,0,wk inc flu hosp,2024-04-27,04,quantile,0.25,45.35060272216797
2024-04-27,0,wk inc flu hosp,2024-04-27,04,quantile,0.3,49.73087104797364
2024-04-27,0,wk inc flu hosp,2024-04-27,04,quantile,0.35,55.87360809326171
2024-04-27,0,wk inc flu hosp,2024-04-27,04,quantile,0.4,60.42086982727051
2024-04-27,0,wk inc flu hosp,2024-04-27,04,quantile,0.45,66.7800747680664
2024-04-27,0,wk inc flu hosp,2024-04-27,04,quantile,0.5,77.72320747375488
2024-04-27,0,wk inc flu hosp,2024-04-27,04,quantile,0.55,87.07812530517579
2024-04-27,0,wk inc flu hosp,2024-04-27,04,quantile,0.6,93.43733024597168
2024-04-27,0,wk inc flu hosp,2024-04-27,04,quantile,0.65,97.98459197998048
2024-04-27,0,wk inc flu hosp,2024-04-27,04,quantile,0.7,104.12732902526857
2024-04-27,0,wk inc flu hosp,2024-04-27,04,quantile,0.75,108.50759735107422
2024-04-27,0,wk inc flu hosp,2024-04-27,04,quantile,0.8,113.18160415649412
2024-04-27,0,wk inc flu hosp,2024-04-27,04,quantile,0.85,226.44303070068307
2024-04-27,0,wk inc flu hosp,2024-04-27,04,quantile,0.9,459.6981430053711
2024-04-27,0,wk inc flu hosp,2024-04-27,04,quantile,0.95,459.6981430053711
2024-04-27,0,wk inc flu hosp,2024-04-27,04,quantile,0.975,459.6981430053711
2024-04-27,0,wk inc flu hosp,2024-04-27,04,quantile,0.99,459.6981430053711
2024-04-27,0,wk inc flu hosp,2024-04-27,05,quantile,0.01,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,05,quantile,0.025,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,05,quantile,0.05,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,05,quantile,0.1,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,05,quantile,0.15,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,05,quantile,0.2,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,05,quantile,0.25,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,05,quantile,0.3,3.514184265136718
2024-04-27,0,wk inc flu hosp,2024-04-27,05,quantile,0.35,5.427416076660155
2024-04-27,0,wk inc flu hosp,2024-04-27,05,quantile,0.4,8.169460372924789
2024-04-27,0,wk inc flu hosp,2024-04-27,05,quantile,0.45,12.59360984802246
2024-04-27,0,wk inc flu hosp,2024-04-27,05,quantile,0.5,22.21021175384521
2024-04-27,0,wk inc flu hosp,2024-04-27,05,quantile,0.55,25.545092544555665
2024-04-27,0,wk inc flu hosp,2024-04-27,05,quantile,0.6,29.969242019653336
2024-04-27,0,wk inc flu hosp,2024-04-27,05,quantile,0.65,32.711286315917974
2024-04-27,0,wk inc flu hosp,2024-04-27,05,quantile,0.7,34.624518127441405
2024-04-27,0,wk inc flu hosp,2024-04-27,05,quantile,0.75,41.74355621337891
2024-04-27,0,wk inc flu hosp,2024-04-27,05,quantile,0.8,44.12301574707031
2024-04-27,0,wk inc flu hosp,2024-04-27,05,quantile,0.85,59.90951583862298
2024-04-27,0,wk inc flu hosp,2024-04-27,05,quantile,0.9,84.88738311767577
2024-04-27,0,wk inc flu hosp,2024-04-27,05,quantile,0.95,123.59748840332033
2024-04-27,0,wk inc flu hosp,2024-04-27,05,quantile,0.975,123.59748840332033
2024-04-27,0,wk inc flu hosp,2024-04-27,05,quantile,0.99,123.59748840332033
2024-04-27,0,wk inc flu hosp,2024-04-27,06,quantile,0.01,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,06,quantile,0.025,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,06,quantile,0.05,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,06,quantile,0.1,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,06,quantile,0.15,69.18322860717811
2024-04-27,0,wk inc flu hosp,2024-04-27,06,quantile,0.2,114.8830346679688
2024-04-27,0,wk inc flu hosp,2024-04-27,06,quantile,0.25,173.92218017578125
2024-04-27,0,wk inc flu hosp,2024-04-27,06,quantile,0.3,193.0298752593994
2024-04-27,0,wk inc flu hosp,2024-04-27,06,quantile,0.35,200.3920471191406
2024-04-27,0,wk inc flu hosp,2024-04-27,06,quantile,0.4,216.35942611694333
2024-04-27,0,wk inc flu hosp,2024-04-27,06,quantile,0.45,220.9031056213379
2024-04-27,0,wk inc flu hosp,2024-04-27,06,quantile,0.5,226.8828887939453
2024-04-27,0,wk inc flu hosp,2024-04-27,06,quantile,0.55,229.92126571655277
2024-04-27,0,wk inc flu hosp,2024-04-27,06,quantile,0.6,234.46494522094727
2024-04-27,0,wk inc flu hosp,2024-04-27,06,quantile,0.65,250.43232421875
2024-04-27,0,wk inc flu hosp,2024-04-27,06,quantile,0.7,257.7944960784912
2024-04-27,0,wk inc flu hosp,2024-04-27,06,quantile,0.75,276.9021911621094
2024-04-27,0,wk inc flu hosp,2024-04-27,06,quantile,0.8,335.94133666992184
2024-04-27,0,wk inc flu hosp,2024-04-27,06,quantile,0.85,381.64114273071255
2024-04-27,0,wk inc flu hosp,2024-04-27,06,quantile,0.9,476.39906799316407
2024-04-27,0,wk inc flu hosp,2024-04-27,06,quantile,0.95,941.4158477783204
2024-04-27,0,wk inc flu hosp,2024-04-27,06,quantile,0.975,941.4158477783204
2024-04-27,0,wk inc flu hosp,2024-04-27,06,quantile,0.99,941.4158477783204
2024-04-27,0,wk inc flu hosp,2024-04-27,08,quantile,0.01,0.0
2024-04-27,0,wk inc flu hosp,2024-04-27,08,quantile,0.025,0.0
