target_end_date,output_type_id,value,reference_date,horizon,target,output_type,location
2026-04-04,0.01,6.922252517355233,2026-04-04,0,wk inc flu hosp,quantile,01
2026-04-04,0.025,8.09786854756377,2026-04-04,0,wk inc flu hosp,quantile,01
2026-04-04,0.05,9.277632407696856,2026-04-04,0,wk inc flu hosp,quantile,01
2026-04-04,0.1,10.876431851739488,2026-04-04,0,wk inc flu hosp,quantile,01
2026-04-04,0.15,12.103551458321357,2026-04-04,0,wk inc flu hosp,quantile,01
2026-04-04,0.2,13.174625331611685,2026-04-04,0,wk inc flu hosp,quantile,01
2026-04-04,0.25,14.175245825966591,2026-04-04,0,wk inc flu hosp,quantile,01
2026-04-04,0.3,15.128806465172275,2026-04-04,0,wk inc flu hosp,quantile,01
2026-04-04,0.35,16.076112790352074,2026-04-04,0,wk inc flu hosp,quantile,01
2026-04-04,0.4,17.026269619623715,2026-04-04,0,wk inc flu hosp,quantile,01
2026-04-04,0.45,17.99968779489806,2026-04-04,0,wk inc flu hosp,quantile,01
2026-04-04,0.5,19.014715366126804,2026-04-04,0,wk inc flu hosp,quantile,01
2026-04-04,0.55,20.079088594113472,2026-04-04,0,wk inc flu hosp,quantile,01
2026-04-04,0.6,21.232206945635884,2026-04-04,0,wk inc flu hosp,quantile,01
2026-04-04,0.65,22.483343621033477,2026-04-04,0,wk inc flu hosp,quantile,01
2026-04-04,0.7,23.884258788779327,2026-04-04,0,wk inc flu hosp,quantile,01
2026-04-04,0.75,25.507188031424505,2026-04-04,0,wk inc flu hosp,quantile,01
2026-04-04,0.8,27.429616271913634,2026-04-04,0,wk inc flu hosp,quantile,01
2026-04-04,0.85,29.86065795070589,2026-04-04,0,wk inc flu hosp,quantile,01
2026-04-04,0.9,33.208704917485576,2026-04-04,0,wk inc flu hosp,quantile,01
2026-04-04,0.95,38.924640230110214,2026-04-04,0,wk inc flu hosp,quantile,01
2026-04-04,0.975,44.713582158275926,2026-04-04,0,wk inc flu hosp,quantile,01
2026-04-04,0.99,52.314657677852644,2026-04-04,0,wk inc flu hosp,quantile,01
2026-04-04,0.01,2.1670463394970376,2026-04-04,0,wk inc flu hosp,quantile,02
2026-04-04,0.025,2.5852074199245894,2026-04-04,0,wk inc flu hosp,quantile,02
2026-04-04,0.05,3.0125562603977682,2026-04-04,0,wk inc flu hosp,quantile,02
2026-04-04,0.1,3.6024996908480875,2026-04-04,0,wk inc flu hosp,quantile,02
2026-04-04,0.15,4.062803240539781,2026-04-04,0,wk inc flu hosp,quantile,02
2026-04-04,0.2,4.4693895339488146,2026-04-04,0,wk inc flu hosp,quantile,02
2026-04-04,0.25,4.852987887745433,2026-04-04,0,wk inc flu hosp,quantile,02
2026-04-04,0.3,5.22171015024081,2026-04-04,0,wk inc flu hosp,quantile,02
2026-04-04,0.35,5.590900110484482,2026-04-04,0,wk inc flu hosp,quantile,02
2026-04-04,0.4,5.963940373110046,2026-04-04,0,wk inc flu hosp,quantile,02
2026-04-04,0.45,6.348817832552704,2026-04-04,0,wk inc flu hosp,quantile,02
2026-04-04,0.5,6.752923154743235,2026-04-04,0,wk inc flu hosp,quantile,02
2026-04-04,0.55,7.179575265674345,2026-04-04,0,wk inc flu hosp,quantile,02
2026-04-04,0.6,7.644994799069632,2026-04-04,0,wk inc flu hosp,quantile,02
2026-04-04,0.65,8.153554457165283,2026-04-04,0,wk inc flu hosp,quantile,02
2026-04-04,0.7,8.72719688507242,2026-04-04,0,wk inc flu hosp,quantile,02
2026-04-04,0.75,9.397008540291218,2026-04-04,0,wk inc flu hosp,quantile,02
2026-04-04,0.8,10.19732090072476,2026-04-04,0,wk inc flu hosp,quantile,02
2026-04-04,0.85,11.219395468031475,2026-04-04,0,wk inc flu hosp,quantile,02
2026-04-04,0.9,12.643965520323151,2026-04-04,0,wk inc flu hosp,quantile,02
2026-04-04,0.95,15.117010377039923,2026-04-04,0,wk inc flu hosp,quantile,02
2026-04-04,0.975,17.668409666358894,2026-04-04,0,wk inc flu hosp,quantile,02
2026-04-04,0.99,21.08108040195805,2026-04-04,0,wk inc flu hosp,quantile,02
2026-04-04,0.01,23.99857777344062,2026-04-04,0,wk inc flu hosp,quantile,04
2026-04-04,0.025,28.523988928988793,2026-04-04,0,wk inc flu hosp,quantile,04
2026-04-04,0.05,33.132990172687826,2026-04-04,0,wk inc flu hosp,quantile,04
2026-04-04,0.1,39.4734599017683,2026-04-04,0,wk inc flu hosp,quantile,04
2026-04-04,0.15,44.40531553361468,2026-04-04,0,wk inc flu hosp,quantile,04
2026-04-04,0.2,48.75185499296134,2026-04-04,0,wk inc flu hosp,quantile,04
2026-04-04,0.25,52.84504896277517,2026-04-04,0,wk inc flu hosp,quantile,04
2026-04-04,0.3,56.77312197502934,2026-04-04,0,wk inc flu hosp,quantile,04
2026-04-04,0.35,60.70036550401937,2026-04-04,0,wk inc flu hosp,quantile,04
2026-04-04,0.4,64.66305914915118,2026-04-04,0,wk inc flu hosp,quantile,04
2026-04-04,0.45,68.74606658191736,2026-04-04,0,wk inc flu hosp,quantile,04
2026-04-04,0.5,73.02748966289238,2026-04-04,0,wk inc flu hosp,quantile,04
2026-04-04,0.55,77.5419838543387,2026-04-04,0,wk inc flu hosp,quantile,04
2026-04-04,0.6,82.46029763241637,2026-04-04,0,wk inc flu hosp,quantile,04
2026-04-04,0.65,87.82734836513443,2026-04-04,0,wk inc flu hosp,quantile,04
