target_end_date,output_type_id,value,reference_date,horizon,target,output_type,location
2026-02-14,0.01,120.83046795184627,2026-02-14,0,wk inc flu hosp,quantile,01
2026-02-14,0.025,141.09472641163342,2026-02-14,0,wk inc flu hosp,quantile,01
2026-02-14,0.05,161.39614253652644,2026-02-14,0,wk inc flu hosp,quantile,01
2026-02-14,0.1,188.86120130413224,2026-02-14,0,wk inc flu hosp,quantile,01
2026-02-14,0.15,209.90918627233103,2026-02-14,0,wk inc flu hosp,quantile,01
2026-02-14,0.2,228.2603130730937,2026-02-14,0,wk inc flu hosp,quantile,01
2026-02-14,0.25,245.38868652398983,2026-02-14,0,wk inc flu hosp,quantile,01
2026-02-14,0.3,261.69845091283617,2026-02-14,0,wk inc flu hosp,quantile,01
2026-02-14,0.35,277.8894472343949,2026-02-14,0,wk inc flu hosp,quantile,01
2026-02-14,0.4,294.1180618233556,2026-02-14,0,wk inc flu hosp,quantile,01
2026-02-14,0.45,310.73310444855224,2026-02-14,0,wk inc flu hosp,quantile,01
2026-02-14,0.5,328.0472913449223,2026-02-14,0,wk inc flu hosp,quantile,01
2026-02-14,0.55,346.1917195381103,2026-02-14,0,wk inc flu hosp,quantile,01
2026-02-14,0.6,365.8364357959058,2026-02-14,0,wk inc flu hosp,quantile,01
2026-02-14,0.65,387.1370508861742,2026-02-14,0,wk inc flu hosp,quantile,01
2026-02-14,0.7,410.97138760298196,2026-02-14,0,wk inc flu hosp,quantile,01
2026-02-14,0.75,438.5627535421935,2026-02-14,0,wk inc flu hosp,quantile,01
2026-02-14,0.8,471.2196784803687,2026-02-14,0,wk inc flu hosp,quantile,01
2026-02-14,0.85,512.4788454108707,2026-02-14,0,wk inc flu hosp,quantile,01
2026-02-14,0.9,569.2381516249516,2026-02-14,0,wk inc flu hosp,quantile,01
2026-02-14,0.95,665.9902487978545,2026-02-14,0,wk inc flu hosp,quantile,01
2026-02-14,0.975,763.8100305165528,2026-02-14,0,wk inc flu hosp,quantile,01
2026-02-14,0.99,892.0303245552122,2026-02-14,0,wk inc flu hosp,quantile,01
2026-02-14,0.01,5.13625972298622,2026-02-14,0,wk inc flu hosp,quantile,02
2026-02-14,0.025,6.160719327377602,2026-02-14,0,wk inc flu hosp,quantile,02
2026-02-14,0.05,7.212985447186166,2026-02-14,0,wk inc flu hosp,quantile,02
