target_end_date,output_type_id,value,reference_date,horizon,target,output_type,location
2026-02-28,0.01,86.876675942254,2026-02-28,0,wk inc flu hosp,quantile,01
2026-02-28,0.025,101.51716337772326,2026-02-28,0,wk inc flu hosp,quantile,01
2026-02-28,0.05,116.1939866728433,2026-02-28,0,wk inc flu hosp,quantile,01
2026-02-28,0.1,136.06277010133235,2026-02-28,0,wk inc flu hosp,quantile,01
2026-02-28,0.15,151.29820968752534,2026-02-28,0,wk inc flu hosp,quantile,01
2026-02-28,0.2,164.58717086575237,2026-02-28,0,wk inc flu hosp,quantile,01
2026-02-28,0.25,176.9950113626605,2026-02-28,0,wk inc flu hosp,quantile,01
2026-02-28,0.3,188.81346644535088,2026-02-28,0,wk inc flu hosp,quantile,01
2026-02-28,0.35,200.54912935524712,2026-02-28,0,wk inc flu hosp,quantile,01
2026-02-28,0.4,212.31513797549195,2026-02-28,0,wk inc flu hosp,quantile,01
2026-02-28,0.45,224.36432996031155,2026-02-28,0,wk inc flu hosp,quantile,01
2026-02-28,0.5,236.92361352322922,2026-02-28,0,wk inc flu hosp,quantile,01
2026-02-28,0.55,250.0883226822215,2026-02-28,0,wk inc flu hosp,quantile,01
2026-02-28,0.6,264.3450530607172,2026-02-28,0,wk inc flu hosp,quantile,01
2026-02-28,0.65,279.80739241141407,2026-02-28,0,wk inc flu hosp,quantile,01
2026-02-28,0.7,297.11350291055385,2026-02-28,0,wk inc flu hosp,quantile,01
2026-02-28,0.75,317.1532004547503,2026-02-28,0,wk inc flu hosp,quantile,01
2026-02-28,0.8,340.87931456260054,2026-02-28,0,wk inc flu hosp,quantile,01
2026-02-28,0.85,370.86567522792427,2026-02-28,0,wk inc flu hosp,quantile,01
2026-02-28,0.9,412.13478026836515,2026-02-28,0,wk inc flu hosp,quantile,01
2026-02-28,0.95,482.5239295667823,2026-02-28,0,wk inc flu hosp,quantile,01
2026-02-28,0.975,553.7366169804287,2026-02-28,0,wk inc flu hosp,quantile,01
2026-02-28,0.99,647.1422090289551,2026-02-28,0,wk inc flu hosp,quantile,01
2026-02-28,0.01,3.9335482208454597,2026-02-28,0,wk inc flu hosp,quantile,02
2026-02-28,0.025,4.7257767872770815,2026-02-28,0,wk inc flu hosp,quantile,02
2026-02-28,0.05,5.540736334157501,2026-02-28,0,wk inc flu hosp,quantile,02
2026-02-28,0.1,6.6732810516816485,2026-02-28,0,wk inc flu hosp,quantile,02
2026-02-28,0.15,7.562192062958665,2026-02-28,0,wk inc flu hosp,quantile,02
