target_end_date,output_type_id,value,reference_date,horizon,target,output_type,location
2026-04-18,0.01,8.041228609240243,2026-04-18,0,wk inc flu hosp,quantile,01
2026-04-18,0.025,9.387160830848543,2026-04-18,0,wk inc flu hosp,quantile,01
2026-04-18,0.05,10.735207309228908,2026-04-18,0,wk inc flu hosp,quantile,01
2026-04-18,0.1,12.558445731773508,2026-04-18,0,wk inc flu hosp,quantile,01
2026-04-18,0.15,13.955362539604728,2026-04-18,0,wk inc flu hosp,quantile,01
2026-04-18,0.2,15.173084643897493,2026-04-18,0,wk inc flu hosp,quantile,01
2026-04-18,0.25,16.30950763788636,2026-04-18,0,wk inc flu hosp,quantile,01
2026-04-18,0.3,17.391483702708175,2026-04-18,0,wk inc flu hosp,quantile,01
2026-04-18,0.35,18.4654593886349,2026-04-18,0,wk inc flu hosp,quantile,01
2026-04-18,0.4,19.541816089372638,2026-04-18,0,wk inc flu hosp,quantile,01
2026-04-18,0.45,20.64369056496917,2026-04-18,0,wk inc flu hosp,quantile,01
2026-04-18,0.5,21.79181681923737,2026-04-18,0,wk inc flu hosp,quantile,01
2026-04-18,0.55,22.994879225954836,2026-04-18,0,wk inc flu hosp,quantile,01
2026-04-18,0.6,24.297288732207747,2026-04-18,0,wk inc flu hosp,quantile,01
2026-04-18,0.65,25.70933777007657,2026-04-18,0,wk inc flu hosp,quantile,01
2026-04-18,0.7,27.289183684018052,2026-04-18,0,wk inc flu hosp,quantile,01
2026-04-18,0.75,29.117854595767113,2026-04-18,0,wk inc flu hosp,quantile,01
2026-04-18,0.8,31.281985613836696,2026-04-18,0,wk inc flu hosp,quantile,01
2026-04-18,0.85,34.01578771703755,2026-04-18,0,wk inc flu hosp,quantile,01
2026-04-18,0.9,37.77596910344446,2026-04-18,0,wk inc flu hosp,quantile,01
2026-04-18,0.95,44.18404610255644,2026-04-18,0,wk inc flu hosp,quantile,01
2026-04-18,0.975,50.6611114607402,2026-04-18,0,wk inc flu hosp,quantile,01
2026-04-18,0.99,59.14886166992503,2026-04-18,0,wk inc flu hosp,quantile,01
2026-04-18,0.01,1.8473542009694224,2026-04-18,0,wk inc flu hosp,quantile,02
2026-04-18,0.025,2.228929510600729,2026-04-18,0,wk inc flu hosp,quantile,02
2026-04-18,0.05,2.623017009201202,2026-04-18,0,wk inc flu hosp,quantile,02
2026-04-18,0.1,3.1728951608197904,2026-04-18,0,wk inc flu hosp,quantile,02
2026-04-18,0.15,3.606034369481589,2026-04-18,0,wk inc flu hosp,quantile,02
2026-04-18,0.2,3.9912720262576538,2026-04-18,0,wk inc flu hosp,quantile,02
2026-04-18,0.25,4.356803279870544,2026-04-18,0,wk inc flu hosp,quantile,02
2026-04-18,0.3,4.7099151723747426,2026-04-18,0,wk inc flu hosp,quantile,02
2026-04-18,0.35,5.06508352962423,2026-04-18,0,wk inc flu hosp,quantile,02
2026-04-18,0.4,5.425489143051256,2026-04-18,0,wk inc flu hosp,quantile,02
2026-04-18,0.45,5.798850861619532,2026-04-18,0,wk inc flu hosp,quantile,02
2026-04-18,0.5,6.192431318084307,2026-04-18,0,wk inc flu hosp,quantile,02
2026-04-18,0.55,6.609614582408741,2026-04-18,0,wk inc flu hosp,quantile,02
