target_end_date,output_type_id,value,reference_date,horizon,target,output_type,location
2025-12-27,0.01,145.84821595907533,2025-12-27,0,wk inc flu hosp,quantile,01
2025-12-27,0.025,169.10640461205597,2025-12-27,0,wk inc flu hosp,quantile,01
2025-12-27,0.05,192.25422912040835,2025-12-27,0,wk inc flu hosp,quantile,01
2025-12-27,0.1,223.3614941559653,2025-12-27,0,wk inc flu hosp,quantile,01
2025-12-27,0.15,247.05924463937566,2025-12-27,0,wk inc flu hosp,quantile,01
2025-12-27,0.2,267.6317336599809,2025-12-27,0,wk inc flu hosp,quantile,01
2025-12-27,0.25,286.7652265301595,2025-12-27,0,wk inc flu hosp,quantile,01
2025-12-27,0.3,304.9275647118917,2025-12-27,0,wk inc flu hosp,quantile,01
2025-12-27,0.35,322.9065397634795,2025-12-27,0,wk inc flu hosp,quantile,01
2025-12-27,0.4,340.87931440425467,2025-12-27,0,wk inc flu hosp,quantile,01
2025-12-27,0.45,359.2331794432164,2025-12-27,0,wk inc flu hosp,quantile,01
2025-12-27,0.5,378.3117356834415,2025-12-27,0,wk inc flu hosp,quantile,01
2025-12-27,0.55,398.255863645113,2025-12-27,0,wk inc flu hosp,quantile,01
2025-12-27,0.6,419.79538046717323,2025-12-27,0,wk inc flu hosp,quantile,01
2025-12-27,0.65,443.0909541721053,2025-12-27,0,wk inc flu hosp,quantile,01
2025-12-27,0.7,469.08835483750545,2025-12-27,0,wk inc flu hosp,quantile,01
2025-12-27,0.75,499.09807925871036,2025-12-27,0,wk inc flu hosp,quantile,01
2025-12-27,0.8,534.5064392059436,2025-12-27,0,wk inc flu hosp,quantile,01
2025-12-27,0.85,579.0826511962428,2025-12-27,0,wk inc flu hosp,quantile,01
2025-12-27,0.9,640.1401656884146,2025-12-27,0,wk inc flu hosp,quantile,01
2025-12-27,0.95,743.5928654507104,2025-12-27,0,wk inc flu hosp,quantile,01
2025-12-27,0.975,847.4895141319178,2025-12-27,0,wk inc flu hosp,quantile,01
2025-12-27,0.99,982.7667796534379,2025-12-27,0,wk inc flu hosp,quantile,01
2025-12-27,0.01,9.610008712974128,2025-12-27,0,wk inc flu hosp,quantile,02
2025-12-27,0.025,11.623419889291592,2025-12-27,0,wk inc flu hosp,quantile,02
2025-12-27,0.05,13.70759386752097,2025-12-27,0,wk inc flu hosp,quantile,02
2025-12-27,0.1,16.622421487666156,2025-12-27,0,wk inc flu hosp,quantile,02
2025-12-27,0.15,18.923154714653723,2025-12-27,0,wk inc flu hosp,quantile,02
2025-12-27,0.2,20.972498164537676,2025-12-27,0,wk inc flu hosp,quantile,02
2025-12-27,0.25,22.91940485725398,2025-12-27,0,wk inc flu hosp,quantile,02
2025-12-27,0.3,24.80219223132664,2025-12-27,0,wk inc flu hosp,quantile,02
2025-12-27,0.35,26.697804906448866,2025-12-27,0,wk inc flu hosp,quantile,02
2025-12-27,0.4,28.62314452725957,2025-12-27,0,wk inc flu hosp,quantile,02
2025-12-27,0.45,30.619458086441348,2025-12-27,0,wk inc flu hosp,quantile,02
2025-12-27,0.5,32.725694183178156,2025-12-27,0,wk inc flu hosp,quantile,02
2025-12-27,0.55,34.96014680584287,2025-12-27,0,wk inc flu hosp,quantile,02
2025-12-27,0.6,37.409469866025795,2025-12-27,0,wk inc flu hosp,quantile,02
2025-12-27,0.65,40.099151143318366,2025-12-27,0,wk inc flu hosp,quantile,02
2025-12-27,0.7,43.14877474706545,2025-12-27,0,wk inc flu hosp,quantile,02
2025-12-27,0.75,46.72946410447099,2025-12-27,0,wk inc flu hosp,quantile,02
2025-12-27,0.8,51.033902817684314,2025-12-27,0,wk inc flu hosp,quantile,02
2025-12-27,0.85,56.5693409341976,2025-12-27,0,wk inc flu hosp,quantile,02
2025-12-27,0.9,64.34996715263904,2025-12-27,0,wk inc flu hosp,quantile,02
2025-12-27,0.95,78.01686325014343,2025-12-27,0,wk inc flu hosp,quantile,02
2025-12-27,0.975,92.3014287978933,2025-12-27,0,wk inc flu hosp,quantile,02
2025-12-27,0.99,111.65858077412987,2025-12-27,0,wk inc flu hosp,quantile,02
2025-12-27,0.01,59.42890523703339,2025-12-27,0,wk inc flu hosp,quantile,04
2025-12-27,0.025,70.50090189871315,2025-12-27,0,wk inc flu hosp,quantile,04
2025-12-27,0.05,81.75744099281054,2025-12-27,0,wk inc flu hosp,quantile,04
2025-12-27,0.1,97.21488987857309,2025-12-27,0,wk inc flu hosp,quantile,04
2025-12-27,0.15,109.21905045867945,2025-12-27,0,wk inc flu hosp,quantile,04
2025-12-27,0.2,119.7862834724803,2025-12-27,0,wk inc flu hosp,quantile,04
2025-12-27,0.25,129.72805903214126,2025-12-27,0,wk inc flu hosp,quantile,04
2025-12-27,0.3,139.2607774886983,2025-12-27,0,wk inc flu hosp,quantile,04
2025-12-27,0.35,148.7842046737715,2025-12-27,0,wk inc flu hosp,quantile,04
2025-12-27,0.4,158.38670519066915,2025-12-27,0,wk inc flu hosp,quantile,04
2025-12-27,0.45,168.2739636013578,2025-12-27,0,wk inc flu hosp,quantile,04
2025-12-27,0.5,178.63474331334834,2025-12-27,0,wk inc flu hosp,quantile,04
2025-12-27,0.55,189.55228700360846,2025-12-27,0,wk inc flu hosp,quantile,04
2025-12-27,0.6,201.43842955936887,2025-12-27,0,wk inc flu hosp,quantile,04
2025-12-27,0.65,214.40012759423124,2025-12-27,0,wk inc flu hosp,quantile,04
2025-12-27,0.7,228.98991441267626,2025-12-27,0,wk inc flu hosp,quantile,04
2025-12-27,0.75,245.98729189729667,2025-12-27,0,wk inc flu hosp,quantile,04
2025-12-27,0.8,266.2461619539425,2025-12-27,0,wk inc flu hosp,quantile,04
2025-12-27,0.85,292.0458704040803,2025-12-27,0,wk inc flu hosp,quantile,04
2025-12-27,0.9,327.88266316947283,2025-12-27,0,wk inc flu hosp,quantile,04
2025-12-27,0.95,389.79880949340406,2025-12-27,0,wk inc flu hosp,quantile,04
2025-12-27,0.975,453.3398877998404,2025-12-27,0,wk inc flu hosp,quantile,04
2025-12-27,0.99,537.8818885802946,2025-12-27,0,wk inc flu hosp,quantile,04
2025-12-27,0.01,81.28378821206519,2025-12-27,0,wk inc flu hosp,quantile,05
2025-12-27,0.025,97.56717951450983,2025-12-27,0,wk inc flu hosp,quantile,05
2025-12-27,0.05,114.30384072415362,2025-12-27,0,wk inc flu hosp,quantile,05
2025-12-27,0.1,137.54302056256373,2025-12-27,0,wk inc flu hosp,quantile,05
2025-12-27,0.15,155.76927544065651,2025-12-27,0,wk inc flu hosp,quantile,05
2025-12-27,0.2,171.9289286954461,2025-12-27,0,wk inc flu hosp,quantile,05
2025-12-27,0.25,187.22215353997046,2025-12-27,0,wk inc flu hosp,quantile,05
2025-12-27,0.3,201.96217595556726,2025-12-27,0,wk inc flu hosp,quantile,05
2025-12-27,0.35,216.7573404749799,2025-12-27,0,wk inc flu hosp,quantile,05
2025-12-27,0.4,231.74147224326006,2025-12-27,0,wk inc flu hosp,quantile,05
2025-12-27,0.45,247.2353758565159,2025-12-27,0,wk inc flu hosp,quantile,05
2025-12-27,0.5,263.53861123624165,2025-12-27,0,wk inc flu hosp,quantile,05
2025-12-27,0.55,280.78842490721877,2025-12-27,0,wk inc flu hosp,quantile,05
2025-12-27,0.6,299.64640075812383,2025-12-27,0,wk inc flu hosp,quantile,05
2025-12-27,0.65,320.29811537160293,2025-12-27,0,wk inc flu hosp,quantile,05
2025-12-27,0.7,343.6466048839885,2025-12-27,0,wk inc flu hosp,quantile,05
2025-12-27,0.75,370.9770247256969,2025-12-27,0,wk inc flu hosp,quantile,05
2025-12-27,0.8,403.7211780052871,2025-12-27,0,wk inc flu hosp,quantile,05
2025-12-27,0.85,445.6683241038339,2025-12-27,0,wk inc flu hosp,quantile,05
2025-12-27,0.9,504.3549365809749,2025-12-27,0,wk inc flu hosp,quantile,05
2025-12-27,0.95,606.7710152601641,2025-12-27,0,wk inc flu hosp,quantile,05
2025-12-27,0.975,713.0479428921368,2025-12-27,0,wk inc flu hosp,quantile,05
2025-12-27,0.99,856.0302935560265,2025-12-27,0,wk inc flu hosp,quantile,05
2025-12-27,0.01,447.26845278952777,2025-12-27,0,wk inc flu hosp,quantile,06
2025-12-27,0.025,488.11868815284276,2025-12-27,0,wk inc flu hosp,quantile,06
2025-12-27,0.05,526.5459524802774,2025-12-27,0,wk inc flu hosp,quantile,06
2025-12-27,0.1,575.3199013473118,2025-12-27,0,wk inc flu hosp,quantile,06
2025-12-27,0.15,610.6289743451496,2025-12-27,0,wk inc flu hosp,quantile,06
2025-12-27,0.2,640.1709183265863,2025-12-27,0,wk inc flu hosp,quantile,06
2025-12-27,0.25,666.8222761197284,2025-12-27,0,wk inc flu hosp,quantile,06
2025-12-27,0.3,691.4550344056486,2025-12-27,0,wk inc flu hosp,quantile,06
2025-12-27,0.35,715.2542129108094,2025-12-27,0,wk inc flu hosp,quantile,06
2025-12-27,0.4,738.5088825971022,2025-12-27,0,wk inc flu hosp,quantile,06
2025-12-27,0.45,761.7442379834498,2025-12-27,0,wk inc flu hosp,quantile,06
2025-12-27,0.5,785.3875165543158,2025-12-27,0,wk inc flu hosp,quantile,06
2025-12-27,0.55,809.5873340216856,2025-12-27,0,wk inc flu hosp,quantile,06
2025-12-27,0.6,835.1722213365056,2025-12-27,0,wk inc flu hosp,quantile,06
2025-12-27,0.65,862.2452906213252,2025-12-27,0,wk inc flu hosp,quantile,06
2025-12-27,0.7,891.7792891719729,2025-12-27,0,wk inc flu hosp,quantile,06
2025-12-27,0.75,925.0504622649029,2025-12-27,0,wk inc flu hosp,quantile,06
2025-12-27,0.8,963.271133717541,2025-12-27,0,wk inc flu hosp,quantile,06
2025-12-27,0.85,1009.9439507555992,2025-12-27,0,wk inc flu hosp,quantile,06
2025-12-27,0.9,1071.5506879238503,2025-12-27,0,wk inc flu hosp,quantile,06
2025-12-27,0.95,1170.6933463862572,2025-12-27,0,wk inc flu hosp,quantile,06
2025-12-27,0.975,1264.7185049751322,2025-12-27,0,wk inc flu hosp,quantile,06
2025-12-27,0.99,1380.3360433415091,2025-12-27,0,wk inc flu hosp,quantile,06
2025-12-27,0.01,250.68317977068043,2025-12-27,0,wk inc flu hosp,quantile,08
2025-12-27,0.025,294.8439657261774,2025-12-27,0,wk inc flu hosp,quantile,08
2025-12-27,0.05,339.3835971179356,2025-12-27,0,wk inc flu hosp,quantile,08
2025-12-27,0.1,400.05136205160875,2025-12-27,0,wk inc flu hosp,quantile,08
2025-12-27,0.15,446.82701146175185,2025-12-27,0,wk inc flu hosp,quantile,08
2025-12-27,0.2,487.78881965462057,2025-12-27,0,wk inc flu hosp,quantile,08
2025-12-27,0.25,526.160176597878,2025-12-27,0,wk inc flu hosp,quantile,08
2025-12-27,0.3,562.8138871237285,2025-12-27,0,wk inc flu hosp,quantile,08
2025-12-27,0.35,599.3060401813345,2025-12-27,0,wk inc flu hosp,quantile,08
2025-12-27,0.4,635.9824305421247,2025-12-27,0,wk inc flu hosp,quantile,08
2025-12-27,0.45,673.6298178458436,2025-12-27,0,wk inc flu hosp,quantile,08
2025-12-27,0.5,712.9611204799681,2025-12-27,0,wk inc flu hosp,quantile,08
2025-12-27,0.55,754.282149750801,2025-12-27,0,wk inc flu hosp,quantile,08
2025-12-27,0.6,799.1334821873155,2025-12-27,0,wk inc flu hosp,quantile,08
2025-12-27,0.65,847.8920960454287,2025-12-27,0,wk inc flu hosp,quantile,08
2025-12-27,0.7,902.5985085484602,2025-12-27,0,wk inc flu hosp,quantile,08
2025-12-27,0.75,966.1125209381979,2025-12-27,0,wk inc flu hosp,quantile,08
2025-12-27,0.8,1041.5271005286017,2025-12-27,0,wk inc flu hosp,quantile,08
2025-12-27,0.85,1137.1533894840447,2025-12-27,0,wk inc flu hosp,quantile,08
2025-12-27,0.9,1269.2859828475198,2025-12-27,0,wk inc flu hosp,quantile,08
2025-12-27,0.95,1495.9088765756671,2025-12-27,0,wk inc flu hosp,quantile,08
2025-12-27,0.975,1726.5997475681097,2025-12-27,0,wk inc flu hosp,quantile,08
2025-12-27,0.99,2031.0538938571062,2025-12-27,0,wk inc flu hosp,quantile,08
2025-12-27,0.01,138.75786778527115,2025-12-27,0,wk inc flu hosp,quantile,09
2025-12-27,0.025,166.50917606511504,2025-12-27,0,wk inc flu hosp,quantile,09
2025-12-27,0.05,195.025697288883,2025-12-27,0,wk inc flu hosp,quantile,09
2025-12-27,0.1,234.6111734245605,2025-12-27,0,wk inc flu hosp,quantile,09
2025-12-27,0.15,265.65051184202764,2025-12-27,0,wk inc flu hosp,quantile,09
2025-12-27,0.2,293.1658271417631,2025-12-27,0,wk inc flu hosp,quantile,09
2025-12-27,0.25,319.2022670942063,2025-12-27,0,wk inc flu hosp,quantile,09
2025-12-27,0.3,344.2938567396917,2025-12-27,0,wk inc flu hosp,quantile,09
2025-12-27,0.35,369.4765418207524,2025-12-27,0,wk inc flu hosp,quantile,09
2025-12-27,0.4,394.9782299685859,2025-12-27,0,wk inc flu hosp,quantile,09
2025-12-27,0.45,421.34489777486925,2025-12-27,0,wk inc flu hosp,quantile,09
2025-12-27,0.5,449.08615967889045,2025-12-27,0,wk inc flu hosp,quantile,09
2025-12-27,0.55,478.435291937959,2025-12-27,0,wk inc flu hosp,quantile,09
2025-12-27,0.6,510.5174805843858,2025-12-27,0,wk inc flu hosp,quantile,09
2025-12-27,0.65,545.6477938489439,2025-12-27,0,wk inc flu hosp,quantile,09
2025-12-27,0.7,585.3614549982694,2025-12-27,0,wk inc flu hosp,quantile,09
2025-12-27,0.75,631.8428785532238,2025-12-27,0,wk inc flu hosp,quantile,09
2025-12-27,0.8,687.5247978954148,2025-12-27,0,wk inc flu hosp,quantile,09
2025-12-27,0.85,758.8466814156276,2025-12-27,0,wk inc flu hosp,quantile,09
2025-12-27,0.9,858.6135740077814,2025-12-27,0,wk inc flu hosp,quantile,09
2025-12-27,0.95,1032.6794936636202,2025-12-27,0,wk inc flu hosp,quantile,09
2025-12-27,0.975,1213.2604531375357,2025-12-27,0,wk inc flu hosp,quantile,09
2025-12-27,0.99,1456.1465227964325,2025-12-27,0,wk inc flu hosp,quantile,09
2025-12-27,0.01,29.256156181505887,2025-12-27,0,wk inc flu hosp,quantile,10
2025-12-27,0.025,34.75747581031283,2025-12-27,0,wk inc flu hosp,quantile,10
2025-12-27,0.05,40.35808724436664,2025-12-27,0,wk inc flu hosp,quantile,10
2025-12-27,0.1,48.05944073225138,2025-12-27,0,wk inc flu hosp,quantile,10
2025-12-27,0.15,54.04759940132997,2025-12-27,0,wk inc flu hosp,quantile,10
2025-12-27,0.2,59.323646173745416,2025-12-27,0,wk inc flu hosp,quantile,10
2025-12-27,0.25,64.29105545493346,2025-12-27,0,wk inc flu hosp,quantile,10
2025-12-27,0.3,69.05714131138971,2025-12-27,0,wk inc flu hosp,quantile,10
2025-12-27,0.35,73.82136860347524,2025-12-27,0,wk inc flu hosp,quantile,10
2025-12-27,0.4,78.6277938779326,2025-12-27,0,wk inc flu hosp,quantile,10
2025-12-27,0.45,83.5793542142357,2025-12-27,0,wk inc flu hosp,quantile,10
2025-12-27,0.5,88.77072237657848,2025-12-27,0,wk inc flu hosp,quantile,10
2025-12-27,0.55,94.24384596179738,2025-12-27,0,wk inc flu hosp,quantile,10
2025-12-27,0.6,100.205602450788,2025-12-27,0,wk inc flu hosp,quantile,10
2025-12-27,0.65,106.71025077818484,2025-12-27,0,wk inc flu hosp,quantile,10
2025-12-27,0.7,114.03594650924359,2025-12-27,0,wk inc flu hosp,quantile,10
2025-12-27,0.75,122.57553836831275,2025-12-27,0,wk inc flu hosp,quantile,10
2025-12-27,0.8,132.76029082764538,2025-12-27,0,wk inc flu hosp,quantile,10
2025-12-27,0.85,145.74012780433557,2025-12-27,0,wk inc flu hosp,quantile,10
2025-12-27,0.9,163.7857336419233,2025-12-27,0,wk inc flu hosp,quantile,10
2025-12-27,0.95,195.0024422614599,2025-12-27,0,wk inc flu hosp,quantile,10
2025-12-27,0.975,227.0826178536449,2025-12-27,0,wk inc flu hosp,quantile,10
2025-12-27,0.99,269.8245524912908,2025-12-27,0,wk inc flu hosp,quantile,10
