"X","date","location","location_name","value","weekly_rate"
1,"2024-01-27","02","Alaska",6,0.843376542324852
2,"2024-01-27","01","Alabama",144,2.84372656147248
3,"2024-01-27","05","Arkansas",264,8.67884905311784
4,"2024-01-27","04","Arizona",651,8.86797989052744
5,"2024-01-27","06","California",692,1.77953555202157
6,"2024-01-27","08","Colorado",188,3.23928606135208
7,"2024-01-27","09","Connecticut",156,4.30809626606803
8,"2024-01-27","11","District of Columbia",23,3.44014741779543
9,"2024-01-27","10","Delaware",28,2.75896861870265
10,"2024-01-27","12","Florida",833,3.75498357994815
11,"2024-01-27","13","Georgia",400,3.68478370411776
12,"2024-01-27","15","Hawaii",29,2.07294330071188
13,"2024-01-27","19","Iowa",75,2.34358594898357
14,"2024-01-27","16","Idaho",69,3.56493161272856
15,"2024-01-27","17","Illinois",273,2.17303123370227
16,"2024-01-27","18","Indiana",375,5.48892327963605
17,"2024-01-27","20","Kansas",66,2.26302447735278
18,"2024-01-27","21","Kentucky",252,5.60700377071004
19,"2024-01-27","22","Louisiana",130,2.84148409402777
20,"2024-01-27","25","Massachusetts",392,5.61712259456039
21,"2024-01-27","24","Maryland",170,2.7718310226589
22,"2024-01-27","23","Maine",35,2.52790993129141
23,"2024-01-27","26","Michigan",388,3.86759469003172
24,"2024-01-27","27","Minnesota",138,2.4140442798696
25,"2024-01-27","29","Missouri",267,4.33122552431756
26,"2024-01-27","28","Mississippi",151,5.15832822340002
27,"2024-01-27","30","Montana",85,7.59224804678254
28,"2024-01-27","37","North Carolina",308,2.90660310391238
29,"2024-01-27","38","North Dakota",42,5.43998466442418
30,"2024-01-27","31","Nebraska",47,2.39611930634895
31,"2024-01-27","33","New Hampshire",24,1.72081004264741
32,"2024-01-27","34","New Jersey",350,3.78209226857134
33,"2024-01-27","35","New Mexico",105,4.9998119118376
34,"2024-01-27","32","Nevada",64,2.02177259544109
35,"2024-01-27","36","New York",880,4.47673344969449
36,"2024-01-27","39","Ohio",513,4.36621644705222
37,"2024-01-27","40","Oklahoma",346,8.64726314121581
38,"2024-01-27","41","Oregon",96,2.26486405507394
39,"2024-01-27","42","Pennsylvania",409,3.15360703249742
40,"2024-01-27","72","Puerto Rico",51,1.58297144847164
41,"2024-01-27","44","Rhode Island",27,2.47617824814974
42,"2024-01-27","45","South Carolina",212,4.04114418516523
43,"2024-01-27","46","South Dakota",29,3.19926571335903
44,"2024-01-27","47","Tennessee",279,3.96836290237813
45,"2024-01-27","48","Texas",1432,4.78696037342837
46,"2024-01-27","US","US",12250,3.68753689531175
47,"2024-01-27","49","Utah",32,0.947800480890269
48,"2024-01-27","51","Virginia",270,3.14543586770809
49,"2024-01-27","50","Vermont",21,3.24620117172404
50,"2024-01-27","53","Washington",118,1.52536882254712
51,"2024-01-27","55","Wisconsin",139,2.35952267704992
52,"2024-01-27","54","West Virginia",136,7.66207111416092
53,"2024-01-27","56","Wyoming",40,6.91344197807402
54,"2024-01-20","02","Alaska",9,1.26506481348728
55,"2024-01-20","01","Alabama",173,3.41642149399125
56,"2024-01-20","05","Arkansas",227,7.46249520855209
57,"2024-01-20","04","Arizona",701,9.54908433680451
58,"2024-01-20","06","California",1044,2.68473282703832
59,"2024-01-20","08","Colorado",196,3.37712802140961
60,"2024-01-20","09","Connecticut",128,3.53484821831223
61,"2024-01-20","11","District of Columbia",28,4.18800555209879
62,"2024-01-20","10","Delaware",32,3.15310699280303
63,"2024-01-20","12","Florida",886,3.99389610064113
64,"2024-01-20","13","Georgia",455,4.19144146343396
65,"2024-01-20","15","Hawaii",23,1.64405847987494
66,"2024-01-20","19","Iowa",95,2.96854220204586
67,"2024-01-20","16","Idaho",88,4.54657944811759
68,"2024-01-20","17","Illinois",328,2.61082140899027
69,"2024-01-20","18","Indiana",363,5.3132777346877
70,"2024-01-20","20","Kansas",66,2.26302447735278
71,"2024-01-20","21","Kentucky",197,4.38325294773761
72,"2024-01-20","22","Louisiana",141,3.08191736352243
73,"2024-01-20","25","Massachusetts",402,5.76041653829918
74,"2024-01-20","24","Maryland",198,3.22836789697919
75,"2024-01-20","23","Maine",40,2.8890399214759
76,"2024-01-20","26","Michigan",346,3.44893753286334
77,"2024-01-20","27","Minnesota",124,2.16914123698428
78,"2024-01-20","29","Missouri",260,4.2176727952156
79,"2024-01-20","28","Mississippi",166,5.6707449343338
80,"2024-01-20","30","Montana",79,7.05632465524495
81,"2024-01-20","37","North Carolina",310,2.92547715004168
82,"2024-01-20","38","North Dakota",42,5.43998466442418
83,"2024-01-20","31","Nebraska",35,1.78434416430241
84,"2024-01-20","33","New Hampshire",30,2.15101255330926
85,"2024-01-20","34","New Jersey",441,4.76543625839989
86,"2024-01-20","35","New Mexico",109,5.19028093705046
87,"2024-01-20","32","Nevada",91,2.8747079091428
88,"2024-01-20","36","New York",808,4.11045525835585
89,"2024-01-20","39","Ohio",505,4.29812730167909
90,"2024-01-20","40","Oklahoma",252,6.2980066808855
91,"2024-01-20","41","Oregon",85,2.00534838209672
92,"2024-01-20","42","Pennsylvania",454,3.50058091137855
93,"2024-01-20","72","Puerto Rico",50,1.55193279261926
94,"2024-01-20","44","Rhode Island",35,3.20986069204597
95,"2024-01-20","45","South Carolina",197,3.75521417206391
96,"2024-01-20","46","South Dakota",16,1.76511211771533
97,"2024-01-20","47","Tennessee",361,5.13469178408066
98,"2024-01-20","48","Texas",1292,4.31896145423845
