"X","date","location","location_name","value","weekly_rate"
1,"2024-03-16","02","Alaska",8,1.12450205643314
2,"2024-03-16","01","Alabama",81,1.59959619082827
3,"2024-03-16","05","Arkansas",188,6.18039250752331
4,"2024-03-16","04","Arizona",134,1.82535991602255
5,"2024-03-16","06","California",185,0.475742886017328
6,"2024-03-16","08","Colorado",94,1.61964303067604
7,"2024-03-16","09","Connecticut",99,2.73398416885086
8,"2024-03-16","11","District of Columbia",14,2.09400277604939
9,"2024-03-16","10","Delaware",18,1.77362268345171
10,"2024-03-16","12","Florida",510,2.29896953874377
11,"2024-03-16","13","Georgia",103,0.948831803810324
12,"2024-03-16","15","Hawaii",18,1.28665446251082
13,"2024-03-16","19","Iowa",118,3.68724189306749
14,"2024-03-16","16","Idaho",68,3.51326593718177
15,"2024-03-16","17","Illinois",254,2.02179462769368
16,"2024-03-16","18","Indiana",256,3.74710495889821
17,"2024-03-16","20","Kansas",105,3.60026621397034
18,"2024-03-16","21","Kentucky",149,3.31525222950712
19,"2024-03-16","22","Louisiana",40,0.87430279816239
20,"2024-03-16","25","Massachusetts",331,4.7430295377538
21,"2024-03-16","24","Maryland",114,1.85875727401832
22,"2024-03-16","23","Maine",33,2.38345793521761
23,"2024-03-16","26","Michigan",523,5.21327840950152
24,"2024-03-16","27","Minnesota",164,2.86886421665663
25,"2024-03-16","29","Missouri",332,5.38564372312146
26,"2024-03-16","28","Mississippi",58,1.9813446156106
27,"2024-03-16","30","Montana",36,3.21554034922555
28,"2024-03-16","37","North Carolina",94,0.887080168077156
29,"2024-03-16","38","North Dakota",22,2.84951577660314
30,"2024-03-16","31","Nebraska",73,3.72163211411646
31,"2024-03-16","33","New Hampshire",38,2.7246159008584
32,"2024-03-16","34","New Jersey",214,2.31247927278362
33,"2024-03-16","35","New Mexico",42,1.99992476473504
34,"2024-03-16","32","Nevada",38,1.20042747854315
35,"2024-03-16","36","New York",439,2.23327952774532
36,"2024-03-16","39","Ohio",335,2.85123296249999
37,"2024-03-16","40","Oklahoma",132,3.29895588046383
38,"2024-03-16","41","Oregon",68,1.60427870567738
39,"2024-03-16","42","Pennsylvania",381,2.93771217452694
40,"2024-03-16","72","Puerto Rico",64,1.98647397455265
41,"2024-03-16","44","Rhode Island",22,2.01762672071461
42,"2024-03-16","45","South Carolina",78,1.48683606812683
43,"2024-03-16","46","South Dakota",42,4.63341930900273
44,"2024-03-16","47","Tennessee",121,1.72104627665862
45,"2024-03-16","48","Texas",457,1.52768218621283
46,"2024-03-16","US","US",7278,2.19084845094522
47,"2024-03-16","49","Utah",17,0.503519005472955
48,"2024-03-16","51","Virginia",159,1.85231223320588
49,"2024-03-16","50","Vermont",24,3.70994419625605
50,"2024-03-16","53","Washington",82,1.06000206312597
51,"2024-03-16","55","Wisconsin",184,3.12339692501573
