"X","date","location","location_name","value","weekly_rate"
1,"2024-03-02","02","Alaska",11,1.54619032759556
2,"2024-03-02","01","Alabama",84,1.65884049419228
3,"2024-03-02","05","Arkansas",270,8.87609562250689
4,"2024-03-02","04","Arizona",181,2.46559809552299
5,"2024-03-02","06","California",266,0.684041122597887
6,"2024-03-02","08","Colorado",93,1.60241278566885
7,"2024-03-02","09","Connecticut",213,5.88220836328519
8,"2024-03-02","11","District of Columbia",15,2.24357440291007
9,"2024-03-02","10","Delaware",30,2.95603780575284
10,"2024-03-02","12","Florida",526,2.37109407329259
11,"2024-03-02","13","Georgia",200,1.84239185205888
12,"2024-03-02","15","Hawaii",19,1.35813526598364
13,"2024-03-02","19","Iowa",186,5.81209315347926
14,"2024-03-02","16","Idaho",61,3.15160620835424
15,"2024-03-02","17","Illinois",321,2.55510265940816
16,"2024-03-02","18","Indiana",320,4.68388119862276
17,"2024-03-02","20","Kansas",87,2.98307772014685
18,"2024-03-02","21","Kentucky",279,6.20775417471468
19,"2024-03-02","22","Louisiana",79,1.72674802637072
20,"2024-03-02","25","Massachusetts",508,7.2793323419303
21,"2024-03-02","24","Maryland",170,2.7718310226589
22,"2024-03-02","23","Maine",65,4.69468987239833
23,"2024-03-02","26","Michigan",901,8.98119282401696
24,"2024-03-02","27","Minnesota",175,3.06128803606652
25,"2024-03-02","29","Missouri",426,6.91049465677633
26,"2024-03-02","28","Mississippi",66,2.25463352810862
27,"2024-03-02","30","Montana",29,2.59029639243169
28,"2024-03-02","37","North Carolina",160,1.50992369034409
29,"2024-03-02","38","North Dakota",26,3.36760955416735
30,"2024-03-02","31","Nebraska",95,4.84321987453511
31,"2024-03-02","33","New Hampshire",39,2.79631631930204
32,"2024-03-02","34","New Jersey",360,3.89015204767338
33,"2024-03-02","35","New Mexico",59,2.8094181218897
34,"2024-03-02","32","Nevada",41,1.29519806895445
35,"2024-03-02","36","New York",760,3.86626979746342
36,"2024-03-02","39","Ohio",616,5.24286419373132
37,"2024-03-02","40","Oklahoma",177,4.42359993062196
38,"2024-03-02","41","Oregon",77,1.81660971084056
39,"2024-03-02","42","Pennsylvania",542,4.17910760785722
40,"2024-03-02","72","Puerto Rico",43,1.33466220165256
41,"2024-03-02","44","Rhode Island",27,2.47617824814974
42,"2024-03-02","45","South Carolina",108,2.05869609432946
43,"2024-03-02","46","South Dakota",46,5.07469733843157
44,"2024-03-02","47","Tennessee",243,3.45631607626482
45,"2024-03-02","48","Texas",627,2.09596658808631
46,"2024-03-02","US","US",10376,3.12341900618406
47,"2024-03-02","49","Utah",19,0.562756535528597
48,"2024-03-02","51","Virginia",220,2.56294774405845
49,"2024-03-02","50","Vermont",27,4.17368722078805
50,"2024-03-02","53","Washington",75,0.969514082127409
51,"2024-03-02","55","Wisconsin",200,3.39499665762579
52,"2024-03-02","54","West Virginia",181,10.1973152328171
53,"2024-03-02","56","Wyoming",27,4.66657333519996
54,"2024-02-24","02","Alaska",4,0.562251028216568
55,"2024-02-24","01","Alabama",89,1.75758099979896
56,"2024-02-24","05","Arkansas",278,9.13909104835894
57,"2024-02-24","04","Arizona",195,2.65630734048057
58,"2024-02-24","06","California",306,0.786904449304337
59,"2024-02-24","08","Colorado",129,2.22270160592776
60,"2024-02-24","09","Connecticut",173,4.77756829506262
61,"2024-02-24","11","District of Columbia",18,2.69228928349208
62,"2024-02-24","10","Delaware",24,2.36483024460227
63,"2024-02-24","12","Florida",624,2.81285684740414
64,"2024-02-24","13","Georgia",184,1.69500050389417
65,"2024-02-24","15","Hawaii",14,1.00073124861953
66,"2024-02-24","19","Iowa",157,4.90590658653894
67,"2024-02-24","16","Idaho",90,4.64991079921117
68,"2024-02-24","17","Illinois",295,2.34814730381747
69,"2024-02-24","18","Indiana",346,5.06444654601086
70,"2024-02-24","20","Kansas",81,2.77734822220569
71,"2024-02-24","21","Kentucky",281,6.25225420464095
72,"2024-02-24","22","Louisiana",95,2.07646914563568
73,"2024-02-24","25","Massachusetts",440,6.30493352450656
74,"2024-02-24","24","Maryland",111,1.80984260891258
75,"2024-02-24","23","Maine",68,4.91136786650902
76,"2024-02-24","26","Michigan",839,8.36317511581602
77,"2024-02-24","27","Minnesota",159,2.78139884419758
78,"2024-02-24","29","Missouri",447,7.25115284408221
79,"2024-02-24","28","Mississippi",59,2.01550572967286
80,"2024-02-24","30","Montana",22,1.96505243563783
81,"2024-02-24","37","North Carolina",160,1.50992369034409
82,"2024-02-24","38","North Dakota",25,3.2380861097763
83,"2024-02-24","31","Nebraska",86,4.38438851800021
84,"2024-02-24","33","New Hampshire",33,2.36611380864019
85,"2024-02-24","34","New Jersey",297,3.20937543933054
86,"2024-02-24","35","New Mexico",60,2.85703537819292
87,"2024-02-24","32","Nevada",43,1.35837846256198
88,"2024-02-24","36","New York",798,4.05958328733659
89,"2024-02-24","39","Ohio",660,5.61735449328356
90,"2024-02-24","40","Oklahoma",171,4.27364739060087
91,"2024-02-24","41","Oregon",89,2.0997177177248
92,"2024-02-24","42","Pennsylvania",487,3.75502842255805
93,"2024-02-24","72","Puerto Rico",52,1.61401010432403
94,"2024-02-24","44","Rhode Island",35,3.20986069204597
95,"2024-02-24","45","South Carolina",112,2.13494409782314
96,"2024-02-24","46","South Dakota",42,4.63341930900273
97,"2024-02-24","47","Tennessee",203,2.88737515836115
98,"2024-02-24","48","Texas",788,2.63416534515472
99,"2024-02-24","US","US",10415,3.13515891956506
100,"2024-02-24","49","Utah",9,0.266568885250388
101,"2024-02-24","51","Virginia",208,2.42315059438253
102,"2024-02-24","50","Vermont",26,4.01910621261072
103,"2024-02-24","53","Washington",99,1.27975858840818
104,"2024-02-24","55","Wisconsin",214,3.6326464236596
105,"2024-02-24","54","West Virginia",163,9.18321758535463
106,"2024-02-24","56","Wyoming",27,4.66657333519996
107,"2024-02-17","02","Alaska",2,0.281125514108284
108,"2024-02-17","01","Alabama",122,2.40926833680307
109,"2024-02-17","05","Arkansas",254,8.35010477080277
110,"2024-02-17","04","Arizona",186,2.5337085401507
111,"2024-02-17","06","California",334,0.858908777998851
112,"2024-02-17","08","Colorado",137,2.36054356598529
113,"2024-02-17","09","Connecticut",119,3.28630420296215
114,"2024-02-17","11","District of Columbia",19,2.84186091035275
115,"2024-02-17","10","Delaware",36,3.54724536690341
116,"2024-02-17","12","Florida",678,3.05627715150642
117,"2024-02-17","13","Georgia",259,2.38589744841625
118,"2024-02-17","15","Hawaii",10,0.714808034728234
119,"2024-02-17","19","Iowa",128,3.99972001959863
120,"2024-02-17","16","Idaho",59,3.04827485726066
121,"2024-02-17","17","Illinois",262,2.08547319864467
122,"2024-02-17","18","Indiana",349,5.10835793224795
