"X","date","location","location_name","value","weekly_rate"
1,"2024-03-23","02","Alaska",11,1.54619032759556
2,"2024-03-23","01","Alabama",59,1.16513796615886
3,"2024-03-23","05","Arkansas",107,3.51756382077125
4,"2024-03-23","04","Arizona",104,1.4166972482563
5,"2024-03-23","06","California",171,0.43974072167007
6,"2024-03-23","08","Colorado",96,1.65410352069042
7,"2024-03-23","09","Connecticut",83,2.29212814156183
8,"2024-03-23","11","District of Columbia",20,2.99143253721342
9,"2024-03-23","10","Delaware",16,1.57655349640152
10,"2024-03-23","12","Florida",420,1.89326903190663
11,"2024-03-23","13","Georgia",79,0.727744781563258
12,"2024-03-23","15","Hawaii",6,0.42888482083694
13,"2024-03-23","19","Iowa",91,2.8435509514334
14,"2024-03-23","16","Idaho",55,2.84161215507349
15,"2024-03-23","17","Illinois",217,1.72728123704539
16,"2024-03-23","18","Indiana",155,2.2687549555829
17,"2024-03-23","20","Kansas",66,2.26302447735278
18,"2024-03-23","21","Kentucky",117,2.6032517506868
19,"2024-03-23","22","Louisiana",32,0.699442238529912
20,"2024-03-23","25","Massachusetts",248,3.55368980472188
21,"2024-03-23","24","Maryland",74,1.20656173927505
22,"2024-03-23","23","Maine",26,1.87787594895933
23,"2024-03-23","26","Michigan",496,4.94414166560756
24,"2024-03-23","27","Minnesota",133,2.32657890741056
25,"2024-03-23","29","Missouri",194,3.14703277796856
26,"2024-03-23","28","Mississippi",47,1.60557236092583
27,"2024-03-23","30","Montana",17,1.51844960935651
28,"2024-03-23","37","North Carolina",83,0.783272914365999
29,"2024-03-23","38","North Dakota",19,2.46094544342999
30,"2024-03-23","31","Nebraska",63,3.21181949574434
31,"2024-03-23","33","New Hampshire",25,1.79251046109105
32,"2024-03-23","34","New Jersey",186,2.00991189129791
33,"2024-03-23","35","New Mexico",57,2.71418360928327
34,"2024-03-23","32","Nevada",43,1.35837846256198
35,"2024-03-23","36","New York",362,1.84156535089705
36,"2024-03-23","39","Ohio",253,2.15331922242536
37,"2024-03-23","40","Oklahoma",90,2.24928810031625
38,"2024-03-23","41","Oregon",101,2.38282572460905
39,"2024-03-23","42","Pennsylvania",342,2.63700147949662
40,"2024-03-23","72","Puerto Rico",50,1.55193279261926
41,"2024-03-23","44","Rhode Island",14,1.28394427681839
42,"2024-03-23","45","South Carolina",67,1.2771540585192
43,"2024-03-23","46","South Dakota",59,6.50885093407527
44,"2024-03-23","47","Tennessee",120,1.70682275371102
45,"2024-03-23","48","Texas",394,1.31708267257736
46,"2024-03-23","US","US",5919,1.78175762313063
47,"2024-03-23","49","Utah",12,0.355425180333851
48,"2024-03-23","51","Virginia",119,1.38632173428616
