"X","date","location","location_name","value","weekly_rate"
1,"2024-04-27","02","Alaska",3,0.421688271162426
2,"2024-04-27","01","Alabama",16,0.315969617941387
3,"2024-04-27","05","Arkansas",30,0.98623284694521
4,"2024-04-27","04","Arizona",106,1.44394142610739
5,"2024-04-27","06","California",151,0.388309058316846
6,"2024-04-27","08","Colorado",23,0.396295635165414
7,"2024-04-27","09","Connecticut",64,1.76742410915611
8,"2024-04-27","11","District of Columbia",8,1.19657301488537
9,"2024-04-27","10","Delaware",2,0.19706918705019
10,"2024-04-27","12","Florida",266,1.1990703868742
11,"2024-04-27","13","Georgia",30,0.276358777808832
12,"2024-04-27","15","Hawaii",14,1.00073124861953
13,"2024-04-27","19","Iowa",22,0.687451878368514
14,"2024-04-27","16","Idaho",16,0.826650808748652
15,"2024-04-27","17","Illinois",86,0.684544637723058
16,"2024-04-27","18","Indiana",37,0.541573763590757
17,"2024-04-27","20","Kansas",27,0.925782740735229
18,"2024-04-27","21","Kentucky",25,0.556250374078377
19,"2024-04-27","22","Louisiana",17,0.371578689219016
20,"2024-04-27","25","Massachusetts",67,0.960069423049863
21,"2024-04-27","24","Maryland",20,0.326097767371636
22,"2024-04-27","23","Maine",14,1.01116397251656
23,"2024-04-27","26","Michigan",117,1.16625922354049
24,"2024-04-27","27","Minnesota",39,0.682229905180539
25,"2024-04-27","29","Missouri",59,0.957087288145079
26,"2024-04-27","28","Mississippi",21,0.717383395307288
27,"2024-04-27","30","Montana",3,0.267961695768796
28,"2024-04-27","37","North Carolina",13,0.122681299840458
29,"2024-04-27","38","North Dakota",7,0.906664110737364
30,"2024-04-27","31","Nebraska",17,0.866681451232599
31,"2024-04-27","33","New Hampshire",4,0.286801673774568
32,"2024-04-27","34","New Jersey",89,0.961732034008141
33,"2024-04-27","35","New Mexico",20,0.952345126064305
34,"2024-04-27","32","Nevada",21,0.663394132879108
35,"2024-04-27","36","New York",163,0.829213127613865
36,"2024-04-27","39","Ohio",75,0.638335737873132
37,"2024-04-27","40","Oklahoma",31,0.77475479010893
38,"2024-04-27","41","Oregon",34,0.802139352838689
39,"2024-04-27","42","Pennsylvania",118,0.909842615732752
40,"2024-04-27","72","Puerto Rico",44,1.36570085750495
41,"2024-04-27","44","Rhode Island",7,0.641972138409193
42,"2024-04-27","45","South Carolina",30,0.571860026202626
43,"2024-04-27","46","South Dakota",14,1.54447310300091
44,"2024-04-27","47","Tennessee",46,0.654282055589226
45,"2024-04-27","48","Texas",150,0.501427413417776
46,"2024-04-27","US","US",2337,0.703491732599475
47,"2024-04-27","49","Utah",6,0.177712590166925
48,"2024-04-27","51","Virginia",58,0.67568622343359
49,"2024-04-27","50","Vermont",6,0.927486049064012
50,"2024-04-27","53","Washington",37,0.478293613849522
51,"2024-04-27","55","Wisconsin",38,0.6450493649489
52,"2024-04-27","54","West Virginia",22,1.23945268023191
53,"2024-04-27","56","Wyoming",4,0.691344197807402
54,"2024-04-20","02","Alaska",2,0.281125514108284
55,"2024-04-20","01","Alabama",18,0.35546582018406
56,"2024-04-20","05","Arkansas",30,0.98623284694521
57,"2024-04-20","04","Arizona",81,1.10338920296885
58,"2024-04-20","06","California",154,0.39602380781983
59,"2024-04-20","08","Colorado",26,0.44798637018699
60,"2024-04-20","09","Connecticut",57,1.57411209721716
61,"2024-04-20","11","District of Columbia",14,2.09400277604939
