location_name,horizon,quantile_0.025,quantile_0.5,quantile_0.975,quantile_0.025_rounded,quantile_0.5_rounded,quantile_0.975_rounded,target_end_date,reference_date,target_end_date_formatted,reference_date_formatted,forecast_due_date,forecast_due_date_formatted,model
US,0,0.0223792205520783,0.03961396797883777,0.05967917881596266,0.0224,0.0396,0.0597,2026-01-17,2026-01-17,"January 17, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
US,1,0.01439544054385583,0.03751747553182274,0.06419614889611812,0.0144,0.0375,0.0642,2026-01-24,2026-01-17,"January 24, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
US,2,0.00808544079364748,0.03672958423332131,0.08026744215088087,0.0081,0.0367,0.0803,2026-01-31,2026-01-17,"January 31, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
Alabama,0,0.02351467043661107,0.0400973406409468,0.05895637715653604,0.0235,0.0401,0.059,2026-01-17,2026-01-17,"January 17, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
Alabama,1,0.01651578002986486,0.03895417400981139,0.07701119410782101,0.0165,0.039,0.077,2026-01-24,2026-01-17,"January 24, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
Alabama,2,0.00658445689518832,0.03648064930287587,0.08329496689017456,0.0066,0.0365,0.0833,2026-01-31,2026-01-17,"January 31, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
Alaska,0,0.03501955702541209,0.06342580891475398,0.1123459951235937,0.035,0.0634,0.1123,2026-01-17,2026-01-17,"January 17, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
Alaska,1,0.020140002062669,0.0586766050474735,0.1137429685999686,0.0201,0.0587,0.1137,2026-01-24,2026-01-17,"January 24, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
Alaska,2,0.01594544976149334,0.05450339403829328,0.12653083229925804,0.0159,0.0545,0.1265,2026-01-31,2026-01-17,"January 31, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
Arizona,0,0.01049284658088383,0.0194668649460531,0.02898257462232432,0.0105,0.0195,0.029,2026-01-17,2026-01-17,"January 17, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
Arizona,1,0.00580705811611766,0.01852352646456877,0.03920540291135389,0.0058,0.0185,0.0392,2026-01-24,2026-01-17,"January 24, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
Arizona,2,0.00422514791189748,0.01855504487528055,0.05107775992281131,0.0042,0.0186,0.0511,2026-01-31,2026-01-17,"January 31, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
Arkansas,0,0.01473329856032063,0.03127729134109278,0.0489666898187326,0.0147,0.0313,0.049,2026-01-17,2026-01-17,"January 17, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
Arkansas,1,0.00708664511248293,0.02973207893433075,0.05577968287216411,0.0071,0.0297,0.0558,2026-01-24,2026-01-17,"January 24, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
Arkansas,2,0.00527927159916627,0.02931367772967285,0.07630998902085134,0.0053,0.0293,0.0763,2026-01-31,2026-01-17,"January 31, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
California,0,0.01223415967652541,0.0218499636507112,0.0360634840804426,0.0122,0.0218,0.0361,2026-01-17,2026-01-17,"January 17, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
California,1,0.00981898418747382,0.02077429463987912,0.04488165098063153,0.0098,0.0208,0.0449,2026-01-24,2026-01-17,"January 24, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
California,2,0.00782780067937473,0.02062413404959582,0.05453966291240476,0.0078,0.0206,0.0545,2026-01-31,2026-01-17,"January 31, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
Colorado,0,0.01732175889697848,0.04008285416231033,0.05740392607808014,0.0173,0.0401,0.0574,2026-01-17,2026-01-17,"January 17, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
Colorado,1,0.00661708098987432,0.03658162158670387,0.06129631900802127,0.0066,0.0366,0.0613,2026-01-24,2026-01-17,"January 24, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
Colorado,2,0.00625465942865117,0.03463556841674528,0.0738147053632964,0.0063,0.0346,0.0738,2026-01-31,2026-01-17,"January 31, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
Connecticut,0,0.01725685953372441,0.0417887111774916,0.0621651943068468,0.0173,0.0418,0.0622,2026-01-17,2026-01-17,"January 17, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
Connecticut,1,0.00646623626000856,0.03804152241198179,0.0657635818990138,0.0065,0.038,0.0658,2026-01-24,2026-01-17,"January 24, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
Connecticut,2,0.00575615667818529,0.03633706257241879,0.08293311847131095,0.0058,0.0363,0.0829,2026-01-31,2026-01-17,"January 31, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
Delaware,0,0.0300914758520229,0.05241721639773938,0.0856511587861978,0.0301,0.0524,0.0857,2026-01-17,2026-01-17,"January 17, 2026","January 17, 2026",2026-01-14,"January 14, 2026",FluSight-ensemble
