reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value
2026-04-04,01,0,wk inc flu hosp,2026-04-04,quantile,0.01,9.5
2026-04-04,01,0,wk inc flu hosp,2026-04-04,quantile,0.025,12.5
2026-04-04,01,0,wk inc flu hosp,2026-04-04,quantile,0.05,13.0
2026-04-04,01,0,wk inc flu hosp,2026-04-04,quantile,0.1,14.0
2026-04-04,01,0,wk inc flu hosp,2026-04-04,quantile,0.15,15.492211531644273
2026-04-04,01,0,wk inc flu hosp,2026-04-04,quantile,0.2,17.29087562285462
2026-04-04,01,0,wk inc flu hosp,2026-04-04,quantile,0.25,18.999313208567173
2026-04-04,01,0,wk inc flu hosp,2026-04-04,quantile,0.3,20.15874750940128
2026-04-04,01,0,wk inc flu hosp,2026-04-04,quantile,0.35,21.295830303605694
2026-04-04,01,0,wk inc flu hosp,2026-04-04,quantile,0.4,22.43057430671946
2026-04-04,01,0,wk inc flu hosp,2026-04-04,quantile,0.45,24.080136234609686
2026-04-04,01,0,wk inc flu hosp,2026-04-04,quantile,0.5,25.2611003762777
2026-04-04,01,0,wk inc flu hosp,2026-04-04,quantile,0.55,27.133155075008872
2026-04-04,01,0,wk inc flu hosp,2026-04-04,quantile,0.6,29.403821540398006
2026-04-04,01,0,wk inc flu hosp,2026-04-04,quantile,0.65,31.455093396666044
2026-04-04,01,0,wk inc flu hosp,2026-04-04,quantile,0.7,32.84616776334086
2026-04-04,01,0,wk inc flu hosp,2026-04-04,quantile,0.75,35.27981196026478
2026-04-04,01,0,wk inc flu hosp,2026-04-04,quantile,0.8,38.347149441815745
2026-04-04,01,0,wk inc flu hosp,2026-04-04,quantile,0.85,41.060969506061454
2026-04-04,01,0,wk inc flu hosp,2026-04-04,quantile,0.9,45.33175238860615
2026-04-04,01,0,wk inc flu hosp,2026-04-04,quantile,0.95,50.081722750088396
2026-04-04,01,0,wk inc flu hosp,2026-04-04,quantile,0.975,57.03244500176419
2026-04-04,01,0,wk inc flu hosp,2026-04-04,quantile,0.99,71.2750131717431
2026-04-04,01,1,wk inc flu hosp,2026-04-11,quantile,0.01,8.14676084531606
2026-04-04,01,1,wk inc flu hosp,2026-04-11,quantile,0.025,8.806382637683551
2026-04-04,01,1,wk inc flu hosp,2026-04-11,quantile,0.05,10.00885448120576
2026-04-04,01,1,wk inc flu hosp,2026-04-11,quantile,0.1,11.935750623519764
2026-04-04,01,1,wk inc flu hosp,2026-04-11,quantile,0.15,13.004806139692743
2026-04-04,01,1,wk inc flu hosp,2026-04-11,quantile,0.2,13.549413575901845
2026-04-04,01,1,wk inc flu hosp,2026-04-11,quantile,0.25,14.587276840597795
2026-04-04,01,1,wk inc flu hosp,2026-04-11,quantile,0.3,16.192105068465338
2026-04-04,01,1,wk inc flu hosp,2026-04-11,quantile,0.35,17.979477389530942
2026-04-04,01,1,wk inc flu hosp,2026-04-11,quantile,0.4,20.29868642080909
2026-04-04,01,1,wk inc flu hosp,2026-04-11,quantile,0.45,22.911142404002717
2026-04-04,01,1,wk inc flu hosp,2026-04-11,quantile,0.5,24.340193570299633
2026-04-04,01,1,wk inc flu hosp,2026-04-11,quantile,0.55,26.02472858547017
2026-04-04,01,1,wk inc flu hosp,2026-04-11,quantile,0.6,27.92080006494217
2026-04-04,01,1,wk inc flu hosp,2026-04-11,quantile,0.65,29.614446743909994
2026-04-04,01,1,wk inc flu hosp,2026-04-11,quantile,0.7,31.200814388791493
2026-04-04,01,1,wk inc flu hosp,2026-04-11,quantile,0.75,32.68324555633049
2026-04-04,01,1,wk inc flu hosp,2026-04-11,quantile,0.8,35.263727090460584
2026-04-04,01,1,wk inc flu hosp,2026-04-11,quantile,0.85,39.121797866298465
2026-04-04,01,1,wk inc flu hosp,2026-04-11,quantile,0.9,44.73279628217218
2026-04-04,01,1,wk inc flu hosp,2026-04-11,quantile,0.95,54.456349169256185
2026-04-04,01,1,wk inc flu hosp,2026-04-11,quantile,0.975,60.10209810164664
2026-04-04,01,1,wk inc flu hosp,2026-04-11,quantile,0.99,71.33397239815156
2026-04-04,01,2,wk inc flu hosp,2026-04-18,quantile,0.01,6.309588540076508
2026-04-04,01,2,wk inc flu hosp,2026-04-18,quantile,0.025,6.530516030942222
2026-04-04,01,2,wk inc flu hosp,2026-04-18,quantile,0.05,7.078564115954528
2026-04-04,01,2,wk inc flu hosp,2026-04-18,quantile,0.1,7.851327680995631
2026-04-04,01,2,wk inc flu hosp,2026-04-18,quantile,0.15,9.078460105982622
2026-04-04,01,2,wk inc flu hosp,2026-04-18,quantile,0.2,10.158557318572772
2026-04-04,01,2,wk inc flu hosp,2026-04-18,quantile,0.25,10.75943352646496
2026-04-04,01,2,wk inc flu hosp,2026-04-18,quantile,0.3,12.18894316835737
2026-04-04,01,2,wk inc flu hosp,2026-04-18,quantile,0.35,14.760823481516473
2026-04-04,01,2,wk inc flu hosp,2026-04-18,quantile,0.4,17.53097758008311
2026-04-04,01,2,wk inc flu hosp,2026-04-18,quantile,0.45,20.594393490063986
2026-04-04,01,2,wk inc flu hosp,2026-04-18,quantile,0.5,22.651784586878044
2026-04-04,01,2,wk inc flu hosp,2026-04-18,quantile,0.55,23.73427460157218
2026-04-04,01,2,wk inc flu hosp,2026-04-18,quantile,0.6,25.016826761021726
2026-04-04,01,2,wk inc flu hosp,2026-04-18,quantile,0.65,26.869728082215122
2026-04-04,01,2,wk inc flu hosp,2026-04-18,quantile,0.7,29.499214199990174
2026-04-04,01,2,wk inc flu hosp,2026-04-18,quantile,0.75,31.453850315305466
2026-04-04,01,2,wk inc flu hosp,2026-04-18,quantile,0.8,33.74656040430877
2026-04-04,01,2,wk inc flu hosp,2026-04-18,quantile,0.85,38.34779698733427
2026-04-04,01,2,wk inc flu hosp,2026-04-18,quantile,0.9,44.055786168936784
2026-04-04,01,2,wk inc flu hosp,2026-04-18,quantile,0.95,51.53324317932129
2026-04-04,01,2,wk inc flu hosp,2026-04-18,quantile,0.975,58.5
2026-04-04,01,2,wk inc flu hosp,2026-04-18,quantile,0.99,73.0
2026-04-04,01,3,wk inc flu hosp,2026-04-25,quantile,0.01,3.5
2026-04-04,01,3,wk inc flu hosp,2026-04-25,quantile,0.025,4.0
2026-04-04,01,3,wk inc flu hosp,2026-04-25,quantile,0.05,4.041122570335322
2026-04-04,01,3,wk inc flu hosp,2026-04-25,quantile,0.1,5.077814297163346
2026-04-04,01,3,wk inc flu hosp,2026-04-25,quantile,0.15,6.7316858107166455
2026-04-04,01,3,wk inc flu hosp,2026-04-25,quantile,0.2,8.02693692928823
2026-04-04,01,3,wk inc flu hosp,2026-04-25,quantile,0.25,8.900639588527454
2026-04-04,01,3,wk inc flu hosp,2026-04-25,quantile,0.3,10.38799192800381
2026-04-04,01,3,wk inc flu hosp,2026-04-25,quantile,0.35,13.160417958501625
2026-04-04,01,3,wk inc flu hosp,2026-04-25,quantile,0.4,16.255948347776428
2026-04-04,01,3,wk inc flu hosp,2026-04-25,quantile,0.45,19.297205091828395
2026-04-04,01,3,wk inc flu hosp,2026-04-25,quantile,0.5,20.496135300560127
2026-04-04,01,3,wk inc flu hosp,2026-04-25,quantile,0.55,21.852476422250376
2026-04-04,01,3,wk inc flu hosp,2026-04-25,quantile,0.6,23.216566085943
2026-04-04,01,3,wk inc flu hosp,2026-04-25,quantile,0.65,24.61978414905922
2026-04-04,01,3,wk inc flu hosp,2026-04-25,quantile,0.7,26.78862041180703
2026-04-04,01,3,wk inc flu hosp,2026-04-25,quantile,0.75,29.20195247503619
2026-04-04,01,3,wk inc flu hosp,2026-04-25,quantile,0.8,32.10972817408438
2026-04-04,01,3,wk inc flu hosp,2026-04-25,quantile,0.85,35.969041662469856
2026-04-04,01,3,wk inc flu hosp,2026-04-25,quantile,0.9,40.8788097931028
2026-04-04,01,3,wk inc flu hosp,2026-04-25,quantile,0.95,47.18023490905762
2026-04-04,01,3,wk inc flu hosp,2026-04-25,quantile,0.975,53.5
2026-04-04,01,3,wk inc flu hosp,2026-04-25,quantile,0.99,69.5
2026-04-04,02,0,wk inc flu hosp,2026-04-04,quantile,0.01,1.0426855087280273
2026-04-04,02,0,wk inc flu hosp,2026-04-04,quantile,0.025,1.2598745338247022
2026-04-04,02,0,wk inc flu hosp,2026-04-04,quantile,0.05,1.9528671503067017
2026-04-04,02,0,wk inc flu hosp,2026-04-04,quantile,0.1,2.750885495494435
2026-04-04,02,0,wk inc flu hosp,2026-04-04,quantile,0.15,3.0
2026-04-04,02,0,wk inc flu hosp,2026-04-04,quantile,0.2,3.8864644379107576
2026-04-04,02,0,wk inc flu hosp,2026-04-04,quantile,0.25,4.0
2026-04-04,02,0,wk inc flu hosp,2026-04-04,quantile,0.3,4.840200574496443
2026-04-04,02,0,wk inc flu hosp,2026-04-04,quantile,0.35,5.198575607732537
2026-04-04,02,0,wk inc flu hosp,2026-04-04,quantile,0.4,6.0
2026-04-04,02,0,wk inc flu hosp,2026-04-04,quantile,0.45,6.0
2026-04-04,02,0,wk inc flu hosp,2026-04-04,quantile,0.5,7.0
2026-04-04,02,0,wk inc flu hosp,2026-04-04,quantile,0.55,7.0
2026-04-04,02,0,wk inc flu hosp,2026-04-04,quantile,0.6,7.5
2026-04-04,02,0,wk inc flu hosp,2026-04-04,quantile,0.65,8.0
2026-04-04,02,0,wk inc flu hosp,2026-04-04,quantile,0.7,8.5
2026-04-04,02,0,wk inc flu hosp,2026-04-04,quantile,0.75,9.0
2026-04-04,02,0,wk inc flu hosp,2026-04-04,quantile,0.8,9.5
2026-04-04,02,0,wk inc flu hosp,2026-04-04,quantile,0.85,10.5
2026-04-04,02,0,wk inc flu hosp,2026-04-04,quantile,0.9,12.0
2026-04-04,02,0,wk inc flu hosp,2026-04-04,quantile,0.95,14.0
2026-04-04,02,0,wk inc flu hosp,2026-04-04,quantile,0.975,15.5
2026-04-04,02,0,wk inc flu hosp,2026-04-04,quantile,0.99,18.0
2026-04-04,02,1,wk inc flu hosp,2026-04-11,quantile,0.01,0.1187427721817336
2026-04-04,02,1,wk inc flu hosp,2026-04-11,quantile,0.025,1.0
2026-04-04,02,1,wk inc flu hosp,2026-04-11,quantile,0.05,1.0
2026-04-04,02,1,wk inc flu hosp,2026-04-11,quantile,0.1,1.83508743604856
2026-04-04,02,1,wk inc flu hosp,2026-04-11,quantile,0.15,2.2111517451751643
2026-04-04,02,1,wk inc flu hosp,2026-04-11,quantile,0.2,2.744914149368793
2026-04-04,02,1,wk inc flu hosp,2026-04-11,quantile,0.25,3.1190785681678324
2026-04-04,02,1,wk inc flu hosp,2026-04-11,quantile,0.3,3.4687810834379036
2026-04-04,02,1,wk inc flu hosp,2026-04-11,quantile,0.35,4.1850395753941925
2026-04-04,02,1,wk inc flu hosp,2026-04-11,quantile,0.4,4.444558204770575
2026-04-04,02,1,wk inc flu hosp,2026-04-11,quantile,0.45,4.71092874001349
2026-04-04,02,1,wk inc flu hosp,2026-04-11,quantile,0.5,5.49666266951871
2026-04-04,02,1,wk inc flu hosp,2026-04-11,quantile,0.55,5.725706151387172
2026-04-04,02,1,wk inc flu hosp,2026-04-11,quantile,0.6,6.5
2026-04-04,02,1,wk inc flu hosp,2026-04-11,quantile,0.65,6.5
2026-04-04,02,1,wk inc flu hosp,2026-04-11,quantile,0.7,7.5
2026-04-04,02,1,wk inc flu hosp,2026-04-11,quantile,0.75,8.5
2026-04-04,02,1,wk inc flu hosp,2026-04-11,quantile,0.8,10.0
2026-04-04,02,1,wk inc flu hosp,2026-04-11,quantile,0.85,11.0
2026-04-04,02,1,wk inc flu hosp,2026-04-11,quantile,0.9,13.0
2026-04-04,02,1,wk inc flu hosp,2026-04-11,quantile,0.95,16.5
2026-04-04,02,1,wk inc flu hosp,2026-04-11,quantile,0.975,19.5
2026-04-04,02,1,wk inc flu hosp,2026-04-11,quantile,0.99,23.5
2026-04-04,02,2,wk inc flu hosp,2026-04-18,quantile,0.01,0.0
2026-04-04,02,2,wk inc flu hosp,2026-04-18,quantile,0.025,0.3936293600980348
2026-04-04,02,2,wk inc flu hosp,2026-04-18,quantile,0.05,0.7212435413682878
2026-04-04,02,2,wk inc flu hosp,2026-04-18,quantile,0.1,1.263190813674655
2026-04-04,02,2,wk inc flu hosp,2026-04-18,quantile,0.15,1.6663301359808604
2026-04-04,02,2,wk inc flu hosp,2026-04-18,quantile,0.2,1.9740755602612365
2026-04-04,02,2,wk inc flu hosp,2026-04-18,quantile,0.25,2.700089620787221
2026-04-04,02,2,wk inc flu hosp,2026-04-18,quantile,0.3,2.909438967704773
2026-04-04,02,2,wk inc flu hosp,2026-04-18,quantile,0.35,3.025397539138794
2026-04-04,02,2,wk inc flu hosp,2026-04-18,quantile,0.4,3.297769700815067
2026-04-04,02,2,wk inc flu hosp,2026-04-18,quantile,0.45,3.758822748694776
2026-04-04,02,2,wk inc flu hosp,2026-04-18,quantile,0.5,4.1689011445050514
2026-04-04,02,2,wk inc flu hosp,2026-04-18,quantile,0.55,4.94494569260806
2026-04-04,02,2,wk inc flu hosp,2026-04-18,quantile,0.6,5.3190971134847205
2026-04-04,02,2,wk inc flu hosp,2026-04-18,quantile,0.65,5.7237319455702895
2026-04-04,02,2,wk inc flu hosp,2026-04-18,quantile,0.7,6.5
2026-04-04,02,2,wk inc flu hosp,2026-04-18,quantile,0.75,7.5
2026-04-04,02,2,wk inc flu hosp,2026-04-18,quantile,0.8,8.5
2026-04-04,02,2,wk inc flu hosp,2026-04-18,quantile,0.85,10.5
2026-04-04,02,2,wk inc flu hosp,2026-04-18,quantile,0.9,12.5
2026-04-04,02,2,wk inc flu hosp,2026-04-18,quantile,0.95,17.5
2026-04-04,02,2,wk inc flu hosp,2026-04-18,quantile,0.975,20.961289058909433
2026-04-04,02,2,wk inc flu hosp,2026-04-18,quantile,0.99,24.740197968134435
2026-04-04,02,3,wk inc flu hosp,2026-04-25,quantile,0.01,0.2595986762807481
2026-04-04,02,3,wk inc flu hosp,2026-04-25,quantile,0.025,0.720867497479138
2026-04-04,02,3,wk inc flu hosp,2026-04-25,quantile,0.05,1.0
2026-04-04,02,3,wk inc flu hosp,2026-04-25,quantile,0.1,1.4606458163081715
2026-04-04,02,3,wk inc flu hosp,2026-04-25,quantile,0.15,1.8313615054474894
2026-04-04,02,3,wk inc flu hosp,2026-04-25,quantile,0.2,2.160489016829833
2026-04-04,02,3,wk inc flu hosp,2026-04-25,quantile,0.25,2.4622412495421138
2026-04-04,02,3,wk inc flu hosp,2026-04-25,quantile,0.3,2.981049320906654
2026-04-04,02,3,wk inc flu hosp,2026-04-25,quantile,0.35,3.318723213857592
2026-04-04,02,3,wk inc flu hosp,2026-04-25,quantile,0.4,3.683983202990067
2026-04-04,02,3,wk inc flu hosp,2026-04-25,quantile,0.45,4.043089655556001
2026-04-04,02,3,wk inc flu hosp,2026-04-25,quantile,0.5,4.259458704973153
2026-04-04,02,3,wk inc flu hosp,2026-04-25,quantile,0.55,4.940914436816178
2026-04-04,02,3,wk inc flu hosp,2026-04-25,quantile,0.6,5.21608194071689
2026-04-04,02,3,wk inc flu hosp,2026-04-25,quantile,0.65,5.49964296349642
2026-04-04,02,3,wk inc flu hosp,2026-04-25,quantile,0.7,6.349597801283561
2026-04-04,02,3,wk inc flu hosp,2026-04-25,quantile,0.75,6.5
2026-04-04,02,3,wk inc flu hosp,2026-04-25,quantile,0.8,7.5
2026-04-04,02,3,wk inc flu hosp,2026-04-25,quantile,0.85,9.0
2026-04-04,02,3,wk inc flu hosp,2026-04-25,quantile,0.9,11.401201860997801
2026-04-04,02,3,wk inc flu hosp,2026-04-25,quantile,0.95,14.923089311197568
2026-04-04,02,3,wk inc flu hosp,2026-04-25,quantile,0.975,18.33714313576405
2026-04-04,02,3,wk inc flu hosp,2026-04-25,quantile,0.99,21.846516865465063
2026-04-04,04,0,wk inc flu hosp,2026-04-04,quantile,0.01,40.5
2026-04-04,04,0,wk inc flu hosp,2026-04-04,quantile,0.025,46.0
2026-04-04,04,0,wk inc flu hosp,2026-04-04,quantile,0.05,51.590254905048646
2026-04-04,04,0,wk inc flu hosp,2026-04-04,quantile,0.1,61.1540772695883
2026-04-04,04,0,wk inc flu hosp,2026-04-04,quantile,0.15,68.27775503522813
2026-04-04,04,0,wk inc flu hosp,2026-04-04,quantile,0.2,72.78909048979179
2026-04-04,04,0,wk inc flu hosp,2026-04-04,quantile,0.25,76.86426355205566
2026-04-04,04,0,wk inc flu hosp,2026-04-04,quantile,0.3,83.22221837096227
2026-04-04,04,0,wk inc flu hosp,2026-04-04,quantile,0.35,89.20259785235518
2026-04-04,04,0,wk inc flu hosp,2026-04-04,quantile,0.4,93.9212318161788
2026-04-04,04,0,wk inc flu hosp,2026-04-04,quantile,0.45,97.6359765240441
2026-04-04,04,0,wk inc flu hosp,2026-04-04,quantile,0.5,103.4451545894768
2026-04-04,04,0,wk inc flu hosp,2026-04-04,quantile,0.55,108.91472054851415
2026-04-04,04,0,wk inc flu hosp,2026-04-04,quantile,0.6,115.00480968193956
2026-04-04,04,0,wk inc flu hosp,2026-04-04,quantile,0.65,120.50267080816796
2026-04-04,04,0,wk inc flu hosp,2026-04-04,quantile,0.7,125.14156119669646
2026-04-04,04,0,wk inc flu hosp,2026-04-04,quantile,0.75,129.00371923621606
2026-04-04,04,0,wk inc flu hosp,2026-04-04,quantile,0.8,133.7627386573083
2026-04-04,04,0,wk inc flu hosp,2026-04-04,quantile,0.85,141.15710869374988
2026-04-04,04,0,wk inc flu hosp,2026-04-04,quantile,0.9,155.20329667021582
2026-04-04,04,0,wk inc flu hosp,2026-04-04,quantile,0.95,172.48215008753778
2026-04-04,04,0,wk inc flu hosp,2026-04-04,quantile,0.975,195.51893882777625
2026-04-04,04,0,wk inc flu hosp,2026-04-04,quantile,0.99,214.53920468128274
2026-04-04,04,1,wk inc flu hosp,2026-04-11,quantile,0.01,28.46653831583204
2026-04-04,04,1,wk inc flu hosp,2026-04-11,quantile,0.025,31.96925249528509
2026-04-04,04,1,wk inc flu hosp,2026-04-11,quantile,0.05,38.12054564752429
2026-04-04,04,1,wk inc flu hosp,2026-04-11,quantile,0.1,47.036596948092686
2026-04-04,04,1,wk inc flu hosp,2026-04-11,quantile,0.15,53.35250041738211
2026-04-04,04,1,wk inc flu hosp,2026-04-11,quantile,0.2,58.75474550149647
2026-04-04,04,1,wk inc flu hosp,2026-04-11,quantile,0.25,63.601183948447726
2026-04-04,04,1,wk inc flu hosp,2026-04-11,quantile,0.3,66.66629559530307
2026-04-04,04,1,wk inc flu hosp,2026-04-11,quantile,0.35,69.77162047387736
2026-04-04,04,1,wk inc flu hosp,2026-04-11,quantile,0.4,72.96830421935483
2026-04-04,04,1,wk inc flu hosp,2026-04-11,quantile,0.45,76.82356455311685
2026-04-04,04,1,wk inc flu hosp,2026-04-11,quantile,0.5,80.34054183959961
2026-04-04,04,1,wk inc flu hosp,2026-04-11,quantile,0.55,85.0
2026-04-04,04,1,wk inc flu hosp,2026-04-11,quantile,0.6,91.0
2026-04-04,04,1,wk inc flu hosp,2026-04-11,quantile,0.65,96.5
2026-04-04,04,1,wk inc flu hosp,2026-04-11,quantile,0.7,104.0
2026-04-04,04,1,wk inc flu hosp,2026-04-11,quantile,0.75,112.5
2026-04-04,04,1,wk inc flu hosp,2026-04-11,quantile,0.8,123.0
2026-04-04,04,1,wk inc flu hosp,2026-04-11,quantile,0.85,138.08404632977854
2026-04-04,04,1,wk inc flu hosp,2026-04-11,quantile,0.9,158.07882668691755
2026-04-04,04,1,wk inc flu hosp,2026-04-11,quantile,0.95,188.6120671227919
2026-04-04,04,1,wk inc flu hosp,2026-04-11,quantile,0.975,217.24691466381975
2026-04-04,04,1,wk inc flu hosp,2026-04-11,quantile,0.99,243.7940187955351
2026-04-04,04,2,wk inc flu hosp,2026-04-18,quantile,0.01,19.84989704324145
2026-04-04,04,2,wk inc flu hosp,2026-04-18,quantile,0.025,22.54112217943233
2026-04-04,04,2,wk inc flu hosp,2026-04-18,quantile,0.05,28.422136165247665
2026-04-04,04,2,wk inc flu hosp,2026-04-18,quantile,0.1,33.843385164976894
2026-04-04,04,2,wk inc flu hosp,2026-04-18,quantile,0.15,40.5922939036444
2026-04-04,04,2,wk inc flu hosp,2026-04-18,quantile,0.2,46.27836777910175
2026-04-04,04,2,wk inc flu hosp,2026-04-18,quantile,0.25,50.06152896089018
2026-04-04,04,2,wk inc flu hosp,2026-04-18,quantile,0.3,54.09196079137053
2026-04-04,04,2,wk inc flu hosp,2026-04-18,quantile,0.35,57.68533238694779
2026-04-04,04,2,wk inc flu hosp,2026-04-18,quantile,0.4,60.92655944824219
2026-04-04,04,2,wk inc flu hosp,2026-04-18,quantile,0.45,63.87195587158203
2026-04-04,04,2,wk inc flu hosp,2026-04-18,quantile,0.5,66.73878860473633
2026-04-04,04,2,wk inc flu hosp,2026-04-18,quantile,0.55,69.07603073120117
2026-04-04,04,2,wk inc flu hosp,2026-04-18,quantile,0.6,73.0
2026-04-04,04,2,wk inc flu hosp,2026-04-18,quantile,0.65,79.0
2026-04-04,04,2,wk inc flu hosp,2026-04-18,quantile,0.7,85.5
2026-04-04,04,2,wk inc flu hosp,2026-04-18,quantile,0.75,96.0
2026-04-04,04,2,wk inc flu hosp,2026-04-18,quantile,0.8,111.0
