location,target,reference_date,target_end_date,horizon,output_type,output_type_id,value
01,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.01,0
01,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.025,0
01,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.05,0
01,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.1,0
01,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.15,0
01,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.2,0
01,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.25,1
01,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.3,5
01,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.35,8
01,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.4,11
01,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.45,14
01,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.5,17
01,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.55,20
01,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.6,23
01,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.65,26
01,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.7,30
01,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.75,34
01,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.8,38
01,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.85,43
01,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.9,48
01,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.95,57
01,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.975,68
01,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.99,75
01,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.01,0
01,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.025,0
01,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.05,0
01,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.1,0
01,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.15,0
01,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.2,0
01,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.25,0
01,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.3,1
01,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.35,4
01,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.4,8
01,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.45,10
01,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.5,14
01,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.55,17
01,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.6,20
01,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.65,23
01,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.7,27
01,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.75,31
01,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.8,35
01,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.85,40
01,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.9,47
01,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.95,54
01,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.975,61
01,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.99,72
01,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.01,0
01,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.025,0
01,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.05,0
01,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.1,0
01,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.15,0
01,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.2,0
01,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.25,0
01,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.3,2
01,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.35,5
01,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.4,9
01,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.45,13
01,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.5,16
01,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.55,18
01,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.6,22
01,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.65,25
01,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.7,28
01,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.75,31
01,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.8,35
01,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.85,40
01,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.9,46
01,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.95,53
01,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.975,63
01,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.99,72
01,wk inc flu hosp,2026-04-25,2026-05-16,3,quantile,0.01,0
01,wk inc flu hosp,2026-04-25,2026-05-16,3,quantile,0.025,0
01,wk inc flu hosp,2026-04-25,2026-05-16,3,quantile,0.05,0
01,wk inc flu hosp,2026-04-25,2026-05-16,3,quantile,0.1,0
01,wk inc flu hosp,2026-04-25,2026-05-16,3,quantile,0.15,0
01,wk inc flu hosp,2026-04-25,2026-05-16,3,quantile,0.2,0
01,wk inc flu hosp,2026-04-25,2026-05-16,3,quantile,0.25,0
01,wk inc flu hosp,2026-04-25,2026-05-16,3,quantile,0.3,1
01,wk inc flu hosp,2026-04-25,2026-05-16,3,quantile,0.35,4
01,wk inc flu hosp,2026-04-25,2026-05-16,3,quantile,0.4,8
01,wk inc flu hosp,2026-04-25,2026-05-16,3,quantile,0.45,11
01,wk inc flu hosp,2026-04-25,2026-05-16,3,quantile,0.5,13
01,wk inc flu hosp,2026-04-25,2026-05-16,3,quantile,0.55,17
01,wk inc flu hosp,2026-04-25,2026-05-16,3,quantile,0.6,20
01,wk inc flu hosp,2026-04-25,2026-05-16,3,quantile,0.65,23
01,wk inc flu hosp,2026-04-25,2026-05-16,3,quantile,0.7,27
01,wk inc flu hosp,2026-04-25,2026-05-16,3,quantile,0.75,30
01,wk inc flu hosp,2026-04-25,2026-05-16,3,quantile,0.8,34
01,wk inc flu hosp,2026-04-25,2026-05-16,3,quantile,0.85,39
01,wk inc flu hosp,2026-04-25,2026-05-16,3,quantile,0.9,44
01,wk inc flu hosp,2026-04-25,2026-05-16,3,quantile,0.95,53
01,wk inc flu hosp,2026-04-25,2026-05-16,3,quantile,0.975,60
01,wk inc flu hosp,2026-04-25,2026-05-16,3,quantile,0.99,70
02,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.01,0
02,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.025,0
02,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.05,0
02,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.1,0
02,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.15,0
02,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.2,0
02,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.25,0
02,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.3,0
02,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.35,0
02,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.4,1
02,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.45,1
02,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.5,2
02,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.55,2
02,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.6,3
02,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.65,3
02,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.7,4
02,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.75,4
02,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.8,5
02,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.85,6
02,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.9,7
02,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.95,8
02,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.975,10
02,wk inc flu hosp,2026-04-25,2026-04-25,0,quantile,0.99,12
02,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.01,0
02,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.025,0
02,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.05,0
02,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.1,0
02,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.15,0
02,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.2,0
02,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.25,0
02,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.3,0
02,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.35,0
02,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.4,0
02,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.45,1
02,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.5,1
02,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.55,2
02,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.6,2
02,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.65,3
02,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.7,3
02,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.75,4
02,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.8,5
02,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.85,6
02,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.9,7
02,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.95,8
02,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.975,9
02,wk inc flu hosp,2026-04-25,2026-05-02,1,quantile,0.99,11
02,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.01,0
02,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.025,0
02,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.05,0
02,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.1,0
02,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.15,0
02,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.2,0
02,wk inc flu hosp,2026-04-25,2026-05-09,2,quantile,0.25,0
