location,target,reference_date,target_end_date,horizon,output_type,output_type_id,value
01,wk inc flu hosp,2026-05-02,2026-05-02,0,quantile,0.01,0
01,wk inc flu hosp,2026-05-02,2026-05-02,0,quantile,0.025,0
01,wk inc flu hosp,2026-05-02,2026-05-02,0,quantile,0.05,0
01,wk inc flu hosp,2026-05-02,2026-05-02,0,quantile,0.1,0
01,wk inc flu hosp,2026-05-02,2026-05-02,0,quantile,0.15,0
01,wk inc flu hosp,2026-05-02,2026-05-02,0,quantile,0.2,0
01,wk inc flu hosp,2026-05-02,2026-05-02,0,quantile,0.25,0
01,wk inc flu hosp,2026-05-02,2026-05-02,0,quantile,0.3,2
01,wk inc flu hosp,2026-05-02,2026-05-02,0,quantile,0.35,6
01,wk inc flu hosp,2026-05-02,2026-05-02,0,quantile,0.4,9
01,wk inc flu hosp,2026-05-02,2026-05-02,0,quantile,0.45,12
01,wk inc flu hosp,2026-05-02,2026-05-02,0,quantile,0.5,14
01,wk inc flu hosp,2026-05-02,2026-05-02,0,quantile,0.55,17
01,wk inc flu hosp,2026-05-02,2026-05-02,0,quantile,0.6,20
01,wk inc flu hosp,2026-05-02,2026-05-02,0,quantile,0.65,24
01,wk inc flu hosp,2026-05-02,2026-05-02,0,quantile,0.7,27
01,wk inc flu hosp,2026-05-02,2026-05-02,0,quantile,0.75,31
01,wk inc flu hosp,2026-05-02,2026-05-02,0,quantile,0.8,35
01,wk inc flu hosp,2026-05-02,2026-05-02,0,quantile,0.85,41
01,wk inc flu hosp,2026-05-02,2026-05-02,0,quantile,0.9,47
01,wk inc flu hosp,2026-05-02,2026-05-02,0,quantile,0.95,55
01,wk inc flu hosp,2026-05-02,2026-05-02,0,quantile,0.975,65
01,wk inc flu hosp,2026-05-02,2026-05-02,0,quantile,0.99,73
01,wk inc flu hosp,2026-05-02,2026-05-09,1,quantile,0.01,0
01,wk inc flu hosp,2026-05-02,2026-05-09,1,quantile,0.025,0
01,wk inc flu hosp,2026-05-02,2026-05-09,1,quantile,0.05,0
01,wk inc flu hosp,2026-05-02,2026-05-09,1,quantile,0.1,0
01,wk inc flu hosp,2026-05-02,2026-05-09,1,quantile,0.15,0
01,wk inc flu hosp,2026-05-02,2026-05-09,1,quantile,0.2,0
01,wk inc flu hosp,2026-05-02,2026-05-09,1,quantile,0.25,1
01,wk inc flu hosp,2026-05-02,2026-05-09,1,quantile,0.3,4
01,wk inc flu hosp,2026-05-02,2026-05-09,1,quantile,0.35,7
01,wk inc flu hosp,2026-05-02,2026-05-09,1,quantile,0.4,10
01,wk inc flu hosp,2026-05-02,2026-05-09,1,quantile,0.45,13
01,wk inc flu hosp,2026-05-02,2026-05-09,1,quantile,0.5,15
01,wk inc flu hosp,2026-05-02,2026-05-09,1,quantile,0.55,19
01,wk inc flu hosp,2026-05-02,2026-05-09,1,quantile,0.6,22
01,wk inc flu hosp,2026-05-02,2026-05-09,1,quantile,0.65,25
01,wk inc flu hosp,2026-05-02,2026-05-09,1,quantile,0.7,28
01,wk inc flu hosp,2026-05-02,2026-05-09,1,quantile,0.75,32
01,wk inc flu hosp,2026-05-02,2026-05-09,1,quantile,0.8,36
01,wk inc flu hosp,2026-05-02,2026-05-09,1,quantile,0.85,42
01,wk inc flu hosp,2026-05-02,2026-05-09,1,quantile,0.9,47
01,wk inc flu hosp,2026-05-02,2026-05-09,1,quantile,0.95,54
01,wk inc flu hosp,2026-05-02,2026-05-09,1,quantile,0.975,61
01,wk inc flu hosp,2026-05-02,2026-05-09,1,quantile,0.99,72
01,wk inc flu hosp,2026-05-02,2026-05-16,2,quantile,0.01,0
01,wk inc flu hosp,2026-05-02,2026-05-16,2,quantile,0.025,0
01,wk inc flu hosp,2026-05-02,2026-05-16,2,quantile,0.05,0
01,wk inc flu hosp,2026-05-02,2026-05-16,2,quantile,0.1,0
01,wk inc flu hosp,2026-05-02,2026-05-16,2,quantile,0.15,0
01,wk inc flu hosp,2026-05-02,2026-05-16,2,quantile,0.2,0
01,wk inc flu hosp,2026-05-02,2026-05-16,2,quantile,0.25,0
01,wk inc flu hosp,2026-05-02,2026-05-16,2,quantile,0.3,2
01,wk inc flu hosp,2026-05-02,2026-05-16,2,quantile,0.35,5
01,wk inc flu hosp,2026-05-02,2026-05-16,2,quantile,0.4,8
01,wk inc flu hosp,2026-05-02,2026-05-16,2,quantile,0.45,11
01,wk inc flu hosp,2026-05-02,2026-05-16,2,quantile,0.5,14
01,wk inc flu hosp,2026-05-02,2026-05-16,2,quantile,0.55,17
01,wk inc flu hosp,2026-05-02,2026-05-16,2,quantile,0.6,20
01,wk inc flu hosp,2026-05-02,2026-05-16,2,quantile,0.65,23
01,wk inc flu hosp,2026-05-02,2026-05-16,2,quantile,0.7,26
01,wk inc flu hosp,2026-05-02,2026-05-16,2,quantile,0.75,30
01,wk inc flu hosp,2026-05-02,2026-05-16,2,quantile,0.8,36
01,wk inc flu hosp,2026-05-02,2026-05-16,2,quantile,0.85,40
