location,target,reference_date,target_end_date,horizon,output_type,output_type_id,value
01,wk inc flu hosp,2026-01-17,2026-01-17,0,quantile,0.01,0
01,wk inc flu hosp,2026-01-17,2026-01-17,0,quantile,0.025,0
01,wk inc flu hosp,2026-01-17,2026-01-17,0,quantile,0.05,0
01,wk inc flu hosp,2026-01-17,2026-01-17,0,quantile,0.1,0
01,wk inc flu hosp,2026-01-17,2026-01-17,0,quantile,0.15,35
01,wk inc flu hosp,2026-01-17,2026-01-17,0,quantile,0.2,105
01,wk inc flu hosp,2026-01-17,2026-01-17,0,quantile,0.25,158
01,wk inc flu hosp,2026-01-17,2026-01-17,0,quantile,0.3,210
01,wk inc flu hosp,2026-01-17,2026-01-17,0,quantile,0.35,253
01,wk inc flu hosp,2026-01-17,2026-01-17,0,quantile,0.4,295
01,wk inc flu hosp,2026-01-17,2026-01-17,0,quantile,0.45,335
01,wk inc flu hosp,2026-01-17,2026-01-17,0,quantile,0.5,379
01,wk inc flu hosp,2026-01-17,2026-01-17,0,quantile,0.55,420
01,wk inc flu hosp,2026-01-17,2026-01-17,0,quantile,0.6,460
01,wk inc flu hosp,2026-01-17,2026-01-17,0,quantile,0.65,501
01,wk inc flu hosp,2026-01-17,2026-01-17,0,quantile,0.7,545
01,wk inc flu hosp,2026-01-17,2026-01-17,0,quantile,0.75,596
01,wk inc flu hosp,2026-01-17,2026-01-17,0,quantile,0.8,654
01,wk inc flu hosp,2026-01-17,2026-01-17,0,quantile,0.85,721
01,wk inc flu hosp,2026-01-17,2026-01-17,0,quantile,0.9,810
01,wk inc flu hosp,2026-01-17,2026-01-17,0,quantile,0.95,940
01,wk inc flu hosp,2026-01-17,2026-01-17,0,quantile,0.975,1062
01,wk inc flu hosp,2026-01-17,2026-01-17,0,quantile,0.99,1196
01,wk inc flu hosp,2026-01-17,2026-01-24,1,quantile,0.01,0
01,wk inc flu hosp,2026-01-17,2026-01-24,1,quantile,0.025,0
01,wk inc flu hosp,2026-01-17,2026-01-24,1,quantile,0.05,0
01,wk inc flu hosp,2026-01-17,2026-01-24,1,quantile,0.1,0
01,wk inc flu hosp,2026-01-17,2026-01-24,1,quantile,0.15,45
01,wk inc flu hosp,2026-01-17,2026-01-24,1,quantile,0.2,117
01,wk inc flu hosp,2026-01-17,2026-01-24,1,quantile,0.25,172
01,wk inc flu hosp,2026-01-17,2026-01-24,1,quantile,0.3,219
01,wk inc flu hosp,2026-01-17,2026-01-24,1,quantile,0.35,261
01,wk inc flu hosp,2026-01-17,2026-01-24,1,quantile,0.4,303
01,wk inc flu hosp,2026-01-17,2026-01-24,1,quantile,0.45,343
01,wk inc flu hosp,2026-01-17,2026-01-24,1,quantile,0.5,387
01,wk inc flu hosp,2026-01-17,2026-01-24,1,quantile,0.55,427
01,wk inc flu hosp,2026-01-17,2026-01-24,1,quantile,0.6,464
01,wk inc flu hosp,2026-01-17,2026-01-24,1,quantile,0.65,506
01,wk inc flu hosp,2026-01-17,2026-01-24,1,quantile,0.7,555
01,wk inc flu hosp,2026-01-17,2026-01-24,1,quantile,0.75,605
01,wk inc flu hosp,2026-01-17,2026-01-24,1,quantile,0.8,663
01,wk inc flu hosp,2026-01-17,2026-01-24,1,quantile,0.85,732
01,wk inc flu hosp,2026-01-17,2026-01-24,1,quantile,0.9,816
01,wk inc flu hosp,2026-01-17,2026-01-24,1,quantile,0.95,943
01,wk inc flu hosp,2026-01-17,2026-01-24,1,quantile,0.975,1050
01,wk inc flu hosp,2026-01-17,2026-01-24,1,quantile,0.99,1197
01,wk inc flu hosp,2026-01-17,2026-01-31,2,quantile,0.01,0
01,wk inc flu hosp,2026-01-17,2026-01-31,2,quantile,0.025,0
01,wk inc flu hosp,2026-01-17,2026-01-31,2,quantile,0.05,0
01,wk inc flu hosp,2026-01-17,2026-01-31,2,quantile,0.1,0
