location,target,reference_date,target_end_date,horizon,output_type,output_type_id,value
01,wk inc flu hosp,2026-03-28,2026-03-28,0,quantile,0.01,0
01,wk inc flu hosp,2026-03-28,2026-03-28,0,quantile,0.025,0
01,wk inc flu hosp,2026-03-28,2026-03-28,0,quantile,0.05,0
01,wk inc flu hosp,2026-03-28,2026-03-28,0,quantile,0.1,0
01,wk inc flu hosp,2026-03-28,2026-03-28,0,quantile,0.15,0
01,wk inc flu hosp,2026-03-28,2026-03-28,0,quantile,0.2,2
01,wk inc flu hosp,2026-03-28,2026-03-28,0,quantile,0.25,9
01,wk inc flu hosp,2026-03-28,2026-03-28,0,quantile,0.3,16
01,wk inc flu hosp,2026-03-28,2026-03-28,0,quantile,0.35,22
01,wk inc flu hosp,2026-03-28,2026-03-28,0,quantile,0.4,29
01,wk inc flu hosp,2026-03-28,2026-03-28,0,quantile,0.45,37
01,wk inc flu hosp,2026-03-28,2026-03-28,0,quantile,0.5,42
01,wk inc flu hosp,2026-03-28,2026-03-28,0,quantile,0.55,48
01,wk inc flu hosp,2026-03-28,2026-03-28,0,quantile,0.6,54
01,wk inc flu hosp,2026-03-28,2026-03-28,0,quantile,0.65,59
01,wk inc flu hosp,2026-03-28,2026-03-28,0,quantile,0.7,66
01,wk inc flu hosp,2026-03-28,2026-03-28,0,quantile,0.75,73
01,wk inc flu hosp,2026-03-28,2026-03-28,0,quantile,0.8,79
01,wk inc flu hosp,2026-03-28,2026-03-28,0,quantile,0.85,86
01,wk inc flu hosp,2026-03-28,2026-03-28,0,quantile,0.9,96
01,wk inc flu hosp,2026-03-28,2026-03-28,0,quantile,0.95,115
01,wk inc flu hosp,2026-03-28,2026-03-28,0,quantile,0.975,131
01,wk inc flu hosp,2026-03-28,2026-03-28,0,quantile,0.99,143
01,wk inc flu hosp,2026-03-28,2026-04-04,1,quantile,0.01,0
01,wk inc flu hosp,2026-03-28,2026-04-04,1,quantile,0.025,0
01,wk inc flu hosp,2026-03-28,2026-04-04,1,quantile,0.05,0
01,wk inc flu hosp,2026-03-28,2026-04-04,1,quantile,0.1,0
01,wk inc flu hosp,2026-03-28,2026-04-04,1,quantile,0.15,0
01,wk inc flu hosp,2026-03-28,2026-04-04,1,quantile,0.2,0
01,wk inc flu hosp,2026-03-28,2026-04-04,1,quantile,0.25,0
01,wk inc flu hosp,2026-03-28,2026-04-04,1,quantile,0.3,0
01,wk inc flu hosp,2026-03-28,2026-04-04,1,quantile,0.35,9
01,wk inc flu hosp,2026-03-28,2026-04-04,1,quantile,0.4,14
01,wk inc flu hosp,2026-03-28,2026-04-04,1,quantile,0.45,21
01,wk inc flu hosp,2026-03-28,2026-04-04,1,quantile,0.5,28
01,wk inc flu hosp,2026-03-28,2026-04-04,1,quantile,0.55,35
01,wk inc flu hosp,2026-03-28,2026-04-04,1,quantile,0.6,42
01,wk inc flu hosp,2026-03-28,2026-04-04,1,quantile,0.65,48
01,wk inc flu hosp,2026-03-28,2026-04-04,1,quantile,0.7,56
01,wk inc flu hosp,2026-03-28,2026-04-04,1,quantile,0.75,62
01,wk inc flu hosp,2026-03-28,2026-04-04,1,quantile,0.8,73
01,wk inc flu hosp,2026-03-28,2026-04-04,1,quantile,0.85,85
01,wk inc flu hosp,2026-03-28,2026-04-04,1,quantile,0.9,101
01,wk inc flu hosp,2026-03-28,2026-04-04,1,quantile,0.95,128
01,wk inc flu hosp,2026-03-28,2026-04-04,1,quantile,0.975,148
