location,target,reference_date,target_end_date,horizon,output_type,output_type_id,value
01,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.01,0
01,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.025,0
01,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.05,82
01,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.1,174
01,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.15,236
01,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.2,287
01,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.25,324
01,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.3,362
01,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.35,397
01,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.4,424
01,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.45,453
01,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.5,483
01,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.55,513
01,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.6,541
01,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.65,575
01,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.7,610
01,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.75,646
01,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.8,684
01,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.85,731
01,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.9,794
01,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.95,888
01,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.975,978
01,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.99,1087
01,wk inc flu hosp,2026-01-10,2026-01-17,1,quantile,0.01,0
01,wk inc flu hosp,2026-01-10,2026-01-17,1,quantile,0.025,10
01,wk inc flu hosp,2026-01-10,2026-01-17,1,quantile,0.05,102
01,wk inc flu hosp,2026-01-10,2026-01-17,1,quantile,0.1,204
01,wk inc flu hosp,2026-01-10,2026-01-17,1,quantile,0.15,262
01,wk inc flu hosp,2026-01-10,2026-01-17,1,quantile,0.2,309
01,wk inc flu hosp,2026-01-10,2026-01-17,1,quantile,0.25,352
01,wk inc flu hosp,2026-01-10,2026-01-17,1,quantile,0.3,386
01,wk inc flu hosp,2026-01-10,2026-01-17,1,quantile,0.35,418
01,wk inc flu hosp,2026-01-10,2026-01-17,1,quantile,0.4,449
01,wk inc flu hosp,2026-01-10,2026-01-17,1,quantile,0.45,477
01,wk inc flu hosp,2026-01-10,2026-01-17,1,quantile,0.5,506
01,wk inc flu hosp,2026-01-10,2026-01-17,1,quantile,0.55,533
01,wk inc flu hosp,2026-01-10,2026-01-17,1,quantile,0.6,564
01,wk inc flu hosp,2026-01-10,2026-01-17,1,quantile,0.65,600
01,wk inc flu hosp,2026-01-10,2026-01-17,1,quantile,0.7,627
01,wk inc flu hosp,2026-01-10,2026-01-17,1,quantile,0.75,665
01,wk inc flu hosp,2026-01-10,2026-01-17,1,quantile,0.8,701
01,wk inc flu hosp,2026-01-10,2026-01-17,1,quantile,0.85,748
01,wk inc flu hosp,2026-01-10,2026-01-17,1,quantile,0.9,809
01,wk inc flu hosp,2026-01-10,2026-01-17,1,quantile,0.95,906
01,wk inc flu hosp,2026-01-10,2026-01-17,1,quantile,0.975,992
01,wk inc flu hosp,2026-01-10,2026-01-17,1,quantile,0.99,1112
01,wk inc flu hosp,2026-01-10,2026-01-24,2,quantile,0.01,0
01,wk inc flu hosp,2026-01-10,2026-01-24,2,quantile,0.025,27
01,wk inc flu hosp,2026-01-10,2026-01-24,2,quantile,0.05,121
01,wk inc flu hosp,2026-01-10,2026-01-24,2,quantile,0.1,210
01,wk inc flu hosp,2026-01-10,2026-01-24,2,quantile,0.15,269
01,wk inc flu hosp,2026-01-10,2026-01-24,2,quantile,0.2,319
01,wk inc flu hosp,2026-01-10,2026-01-24,2,quantile,0.25,359
01,wk inc flu hosp,2026-01-10,2026-01-24,2,quantile,0.3,392
01,wk inc flu hosp,2026-01-10,2026-01-24,2,quantile,0.35,425
01,wk inc flu hosp,2026-01-10,2026-01-24,2,quantile,0.4,454
01,wk inc flu hosp,2026-01-10,2026-01-24,2,quantile,0.45,484
01,wk inc flu hosp,2026-01-10,2026-01-24,2,quantile,0.5,512
01,wk inc flu hosp,2026-01-10,2026-01-24,2,quantile,0.55,541
01,wk inc flu hosp,2026-01-10,2026-01-24,2,quantile,0.6,568
01,wk inc flu hosp,2026-01-10,2026-01-24,2,quantile,0.65,598
01,wk inc flu hosp,2026-01-10,2026-01-24,2,quantile,0.7,632
01,wk inc flu hosp,2026-01-10,2026-01-24,2,quantile,0.75,667
01,wk inc flu hosp,2026-01-10,2026-01-24,2,quantile,0.8,709
01,wk inc flu hosp,2026-01-10,2026-01-24,2,quantile,0.85,751
01,wk inc flu hosp,2026-01-10,2026-01-24,2,quantile,0.9,810
01,wk inc flu hosp,2026-01-10,2026-01-24,2,quantile,0.95,902
01,wk inc flu hosp,2026-01-10,2026-01-24,2,quantile,0.975,998
01,wk inc flu hosp,2026-01-10,2026-01-24,2,quantile,0.99,1103
01,wk inc flu hosp,2026-01-10,2026-01-31,3,quantile,0.01,0
01,wk inc flu hosp,2026-01-10,2026-01-31,3,quantile,0.025,36
01,wk inc flu hosp,2026-01-10,2026-01-31,3,quantile,0.05,112
01,wk inc flu hosp,2026-01-10,2026-01-31,3,quantile,0.1,210
01,wk inc flu hosp,2026-01-10,2026-01-31,3,quantile,0.15,265
01,wk inc flu hosp,2026-01-10,2026-01-31,3,quantile,0.2,310
01,wk inc flu hosp,2026-01-10,2026-01-31,3,quantile,0.25,350
01,wk inc flu hosp,2026-01-10,2026-01-31,3,quantile,0.3,385
01,wk inc flu hosp,2026-01-10,2026-01-31,3,quantile,0.35,418
01,wk inc flu hosp,2026-01-10,2026-01-31,3,quantile,0.4,447
01,wk inc flu hosp,2026-01-10,2026-01-31,3,quantile,0.45,480
01,wk inc flu hosp,2026-01-10,2026-01-31,3,quantile,0.5,507
01,wk inc flu hosp,2026-01-10,2026-01-31,3,quantile,0.55,537
01,wk inc flu hosp,2026-01-10,2026-01-31,3,quantile,0.6,567
01,wk inc flu hosp,2026-01-10,2026-01-31,3,quantile,0.65,593
01,wk inc flu hosp,2026-01-10,2026-01-31,3,quantile,0.7,623
01,wk inc flu hosp,2026-01-10,2026-01-31,3,quantile,0.75,658
01,wk inc flu hosp,2026-01-10,2026-01-31,3,quantile,0.8,701
01,wk inc flu hosp,2026-01-10,2026-01-31,3,quantile,0.85,745
01,wk inc flu hosp,2026-01-10,2026-01-31,3,quantile,0.9,808
01,wk inc flu hosp,2026-01-10,2026-01-31,3,quantile,0.95,891
01,wk inc flu hosp,2026-01-10,2026-01-31,3,quantile,0.975,984
01,wk inc flu hosp,2026-01-10,2026-01-31,3,quantile,0.99,1100
02,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.01,0
02,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.025,0
02,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.05,0
02,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.1,0
02,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.15,0
02,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.2,0
02,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.25,4
02,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.3,10
02,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.35,17
02,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.4,22
02,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.45,27
02,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.5,33
02,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.55,38
02,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.6,44
02,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.65,50
02,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.7,57
02,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.75,64
02,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.8,71
02,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.85,80
02,wk inc flu hosp,2026-01-10,2026-01-10,0,quantile,0.9,91
