location,target,reference_date,target_end_date,horizon,output_type,output_type_id,value
01,wk inc flu hosp,2026-04-04,2026-04-04,0,quantile,0.01,0
01,wk inc flu hosp,2026-04-04,2026-04-04,0,quantile,0.025,0
01,wk inc flu hosp,2026-04-04,2026-04-04,0,quantile,0.05,0
01,wk inc flu hosp,2026-04-04,2026-04-04,0,quantile,0.1,0
01,wk inc flu hosp,2026-04-04,2026-04-04,0,quantile,0.15,4
01,wk inc flu hosp,2026-04-04,2026-04-04,0,quantile,0.2,9
01,wk inc flu hosp,2026-04-04,2026-04-04,0,quantile,0.25,13
01,wk inc flu hosp,2026-04-04,2026-04-04,0,quantile,0.3,16
01,wk inc flu hosp,2026-04-04,2026-04-04,0,quantile,0.35,20
01,wk inc flu hosp,2026-04-04,2026-04-04,0,quantile,0.4,23
01,wk inc flu hosp,2026-04-04,2026-04-04,0,quantile,0.45,26
01,wk inc flu hosp,2026-04-04,2026-04-04,0,quantile,0.5,28
01,wk inc flu hosp,2026-04-04,2026-04-04,0,quantile,0.55,32
01,wk inc flu hosp,2026-04-04,2026-04-04,0,quantile,0.6,35
01,wk inc flu hosp,2026-04-04,2026-04-04,0,quantile,0.65,39
01,wk inc flu hosp,2026-04-04,2026-04-04,0,quantile,0.7,41
01,wk inc flu hosp,2026-04-04,2026-04-04,0,quantile,0.75,45
01,wk inc flu hosp,2026-04-04,2026-04-04,0,quantile,0.8,50
01,wk inc flu hosp,2026-04-04,2026-04-04,0,quantile,0.85,55
01,wk inc flu hosp,2026-04-04,2026-04-04,0,quantile,0.9,62
01,wk inc flu hosp,2026-04-04,2026-04-04,0,quantile,0.95,73
01,wk inc flu hosp,2026-04-04,2026-04-04,0,quantile,0.975,78
01,wk inc flu hosp,2026-04-04,2026-04-04,0,quantile,0.99,85
01,wk inc flu hosp,2026-04-04,2026-04-11,1,quantile,0.01,0
01,wk inc flu hosp,2026-04-04,2026-04-11,1,quantile,0.025,0
01,wk inc flu hosp,2026-04-04,2026-04-11,1,quantile,0.05,0
01,wk inc flu hosp,2026-04-04,2026-04-11,1,quantile,0.1,0
01,wk inc flu hosp,2026-04-04,2026-04-11,1,quantile,0.15,0
01,wk inc flu hosp,2026-04-04,2026-04-11,1,quantile,0.2,3
01,wk inc flu hosp,2026-04-04,2026-04-11,1,quantile,0.25,7
01,wk inc flu hosp,2026-04-04,2026-04-11,1,quantile,0.3,11
01,wk inc flu hosp,2026-04-04,2026-04-11,1,quantile,0.35,14
01,wk inc flu hosp,2026-04-04,2026-04-11,1,quantile,0.4,18
01,wk inc flu hosp,2026-04-04,2026-04-11,1,quantile,0.45,21
01,wk inc flu hosp,2026-04-04,2026-04-11,1,quantile,0.5,25
01,wk inc flu hosp,2026-04-04,2026-04-11,1,quantile,0.55,28
01,wk inc flu hosp,2026-04-04,2026-04-11,1,quantile,0.6,31
01,wk inc flu hosp,2026-04-04,2026-04-11,1,quantile,0.65,34
01,wk inc flu hosp,2026-04-04,2026-04-11,1,quantile,0.7,37
