location,target,reference_date,target_end_date,horizon,output_type,output_type_id,value
01,wk inc flu hosp,2026-02-14,2026-02-14,0,quantile,0.01,119
01,wk inc flu hosp,2026-02-14,2026-02-14,0,quantile,0.025,153
01,wk inc flu hosp,2026-02-14,2026-02-14,0,quantile,0.05,177
01,wk inc flu hosp,2026-02-14,2026-02-14,0,quantile,0.1,206
01,wk inc flu hosp,2026-02-14,2026-02-14,0,quantile,0.15,226
01,wk inc flu hosp,2026-02-14,2026-02-14,0,quantile,0.2,241
01,wk inc flu hosp,2026-02-14,2026-02-14,0,quantile,0.25,252
01,wk inc flu hosp,2026-02-14,2026-02-14,0,quantile,0.3,261
01,wk inc flu hosp,2026-02-14,2026-02-14,0,quantile,0.35,270
01,wk inc flu hosp,2026-02-14,2026-02-14,0,quantile,0.4,280
01,wk inc flu hosp,2026-02-14,2026-02-14,0,quantile,0.45,288
01,wk inc flu hosp,2026-02-14,2026-02-14,0,quantile,0.5,296
01,wk inc flu hosp,2026-02-14,2026-02-14,0,quantile,0.55,304
01,wk inc flu hosp,2026-02-14,2026-02-14,0,quantile,0.6,313
01,wk inc flu hosp,2026-02-14,2026-02-14,0,quantile,0.65,322
01,wk inc flu hosp,2026-02-14,2026-02-14,0,quantile,0.7,330
01,wk inc flu hosp,2026-02-14,2026-02-14,0,quantile,0.75,342
01,wk inc flu hosp,2026-02-14,2026-02-14,0,quantile,0.8,354
01,wk inc flu hosp,2026-02-14,2026-02-14,0,quantile,0.85,370
01,wk inc flu hosp,2026-02-14,2026-02-14,0,quantile,0.9,388
01,wk inc flu hosp,2026-02-14,2026-02-14,0,quantile,0.95,413
01,wk inc flu hosp,2026-02-14,2026-02-14,0,quantile,0.975,430
01,wk inc flu hosp,2026-02-14,2026-02-14,0,quantile,0.99,460
01,wk inc flu hosp,2026-02-14,2026-02-21,1,quantile,0.01,75
01,wk inc flu hosp,2026-02-14,2026-02-21,1,quantile,0.025,114
01,wk inc flu hosp,2026-02-14,2026-02-21,1,quantile,0.05,143
01,wk inc flu hosp,2026-02-14,2026-02-21,1,quantile,0.1,168
01,wk inc flu hosp,2026-02-14,2026-02-21,1,quantile,0.15,186
01,wk inc flu hosp,2026-02-14,2026-02-21,1,quantile,0.2,201
01,wk inc flu hosp,2026-02-14,2026-02-21,1,quantile,0.25,219
01,wk inc flu hosp,2026-02-14,2026-02-21,1,quantile,0.3,230
01,wk inc flu hosp,2026-02-14,2026-02-21,1,quantile,0.35,241
01,wk inc flu hosp,2026-02-14,2026-02-21,1,quantile,0.4,250
01,wk inc flu hosp,2026-02-14,2026-02-21,1,quantile,0.45,259
01,wk inc flu hosp,2026-02-14,2026-02-21,1,quantile,0.5,268
01,wk inc flu hosp,2026-02-14,2026-02-21,1,quantile,0.55,277
01,wk inc flu hosp,2026-02-14,2026-02-21,1,quantile,0.6,286
01,wk inc flu hosp,2026-02-14,2026-02-21,1,quantile,0.65,296
01,wk inc flu hosp,2026-02-14,2026-02-21,1,quantile,0.7,306
01,wk inc flu hosp,2026-02-14,2026-02-21,1,quantile,0.75,317
01,wk inc flu hosp,2026-02-14,2026-02-21,1,quantile,0.8,333
01,wk inc flu hosp,2026-02-14,2026-02-21,1,quantile,0.85,350
01,wk inc flu hosp,2026-02-14,2026-02-21,1,quantile,0.9,368
01,wk inc flu hosp,2026-02-14,2026-02-21,1,quantile,0.95,399
01,wk inc flu hosp,2026-02-14,2026-02-21,1,quantile,0.975,419
01,wk inc flu hosp,2026-02-14,2026-02-21,1,quantile,0.99,457
01,wk inc flu hosp,2026-02-14,2026-02-28,2,quantile,0.01,31
01,wk inc flu hosp,2026-02-14,2026-02-28,2,quantile,0.025,58
01,wk inc flu hosp,2026-02-14,2026-02-28,2,quantile,0.05,95
01,wk inc flu hosp,2026-02-14,2026-02-28,2,quantile,0.1,132
01,wk inc flu hosp,2026-02-14,2026-02-28,2,quantile,0.15,149
