location,target,reference_date,target_end_date,horizon,output_type,output_type_id,value
01,wk inc flu hosp,2026-02-07,2026-02-07,0,quantile,0.01,72
01,wk inc flu hosp,2026-02-07,2026-02-07,0,quantile,0.025,95
01,wk inc flu hosp,2026-02-07,2026-02-07,0,quantile,0.05,126
01,wk inc flu hosp,2026-02-07,2026-02-07,0,quantile,0.1,158
01,wk inc flu hosp,2026-02-07,2026-02-07,0,quantile,0.15,177
01,wk inc flu hosp,2026-02-07,2026-02-07,0,quantile,0.2,187
01,wk inc flu hosp,2026-02-07,2026-02-07,0,quantile,0.25,199
01,wk inc flu hosp,2026-02-07,2026-02-07,0,quantile,0.3,209
01,wk inc flu hosp,2026-02-07,2026-02-07,0,quantile,0.35,216
01,wk inc flu hosp,2026-02-07,2026-02-07,0,quantile,0.4,223
01,wk inc flu hosp,2026-02-07,2026-02-07,0,quantile,0.45,231
01,wk inc flu hosp,2026-02-07,2026-02-07,0,quantile,0.5,239
01,wk inc flu hosp,2026-02-07,2026-02-07,0,quantile,0.55,246
01,wk inc flu hosp,2026-02-07,2026-02-07,0,quantile,0.6,252
01,wk inc flu hosp,2026-02-07,2026-02-07,0,quantile,0.65,260
01,wk inc flu hosp,2026-02-07,2026-02-07,0,quantile,0.7,266
01,wk inc flu hosp,2026-02-07,2026-02-07,0,quantile,0.75,276
01,wk inc flu hosp,2026-02-07,2026-02-07,0,quantile,0.8,286
01,wk inc flu hosp,2026-02-07,2026-02-07,0,quantile,0.85,300
01,wk inc flu hosp,2026-02-07,2026-02-07,0,quantile,0.9,317
01,wk inc flu hosp,2026-02-07,2026-02-07,0,quantile,0.95,342
01,wk inc flu hosp,2026-02-07,2026-02-07,0,quantile,0.975,368
01,wk inc flu hosp,2026-02-07,2026-02-07,0,quantile,0.99,393
01,wk inc flu hosp,2026-02-07,2026-02-14,1,quantile,0.01,17
01,wk inc flu hosp,2026-02-07,2026-02-14,1,quantile,0.025,67
01,wk inc flu hosp,2026-02-07,2026-02-14,1,quantile,0.05,95
01,wk inc flu hosp,2026-02-07,2026-02-14,1,quantile,0.1,125
01,wk inc flu hosp,2026-02-07,2026-02-14,1,quantile,0.15,147
01,wk inc flu hosp,2026-02-07,2026-02-14,1,quantile,0.2,161
01,wk inc flu hosp,2026-02-07,2026-02-14,1,quantile,0.25,172
01,wk inc flu hosp,2026-02-07,2026-02-14,1,quantile,0.3,181
01,wk inc flu hosp,2026-02-07,2026-02-14,1,quantile,0.35,193
01,wk inc flu hosp,2026-02-07,2026-02-14,1,quantile,0.4,201
01,wk inc flu hosp,2026-02-07,2026-02-14,1,quantile,0.45,208
01,wk inc flu hosp,2026-02-07,2026-02-14,1,quantile,0.5,218
01,wk inc flu hosp,2026-02-07,2026-02-14,1,quantile,0.55,227
01,wk inc flu hosp,2026-02-07,2026-02-14,1,quantile,0.6,236
01,wk inc flu hosp,2026-02-07,2026-02-14,1,quantile,0.65,246
01,wk inc flu hosp,2026-02-07,2026-02-14,1,quantile,0.7,257
01,wk inc flu hosp,2026-02-07,2026-02-14,1,quantile,0.75,269
01,wk inc flu hosp,2026-02-07,2026-02-14,1,quantile,0.8,282
01,wk inc flu hosp,2026-02-07,2026-02-14,1,quantile,0.85,295
01,wk inc flu hosp,2026-02-07,2026-02-14,1,quantile,0.9,312
01,wk inc flu hosp,2026-02-07,2026-02-14,1,quantile,0.95,338
01,wk inc flu hosp,2026-02-07,2026-02-14,1,quantile,0.975,364
01,wk inc flu hosp,2026-02-07,2026-02-14,1,quantile,0.99,398
01,wk inc flu hosp,2026-02-07,2026-02-21,2,quantile,0.01,3
01,wk inc flu hosp,2026-02-07,2026-02-21,2,quantile,0.025,30
01,wk inc flu hosp,2026-02-07,2026-02-21,2,quantile,0.05,58
