location,target,reference_date,target_end_date,horizon,output_type,output_type_id,value
01,wk inc flu hosp,2026-03-14,2026-03-14,0,quantile,0.01,0
01,wk inc flu hosp,2026-03-14,2026-03-14,0,quantile,0.025,0
01,wk inc flu hosp,2026-03-14,2026-03-14,0,quantile,0.05,0
01,wk inc flu hosp,2026-03-14,2026-03-14,0,quantile,0.1,4
01,wk inc flu hosp,2026-03-14,2026-03-14,0,quantile,0.15,21
01,wk inc flu hosp,2026-03-14,2026-03-14,0,quantile,0.2,36
01,wk inc flu hosp,2026-03-14,2026-03-14,0,quantile,0.25,49
01,wk inc flu hosp,2026-03-14,2026-03-14,0,quantile,0.3,59
01,wk inc flu hosp,2026-03-14,2026-03-14,0,quantile,0.35,68
01,wk inc flu hosp,2026-03-14,2026-03-14,0,quantile,0.4,78
01,wk inc flu hosp,2026-03-14,2026-03-14,0,quantile,0.45,86
01,wk inc flu hosp,2026-03-14,2026-03-14,0,quantile,0.5,94
01,wk inc flu hosp,2026-03-14,2026-03-14,0,quantile,0.55,104
01,wk inc flu hosp,2026-03-14,2026-03-14,0,quantile,0.6,113
01,wk inc flu hosp,2026-03-14,2026-03-14,0,quantile,0.65,121
01,wk inc flu hosp,2026-03-14,2026-03-14,0,quantile,0.7,130
01,wk inc flu hosp,2026-03-14,2026-03-14,0,quantile,0.75,143
01,wk inc flu hosp,2026-03-14,2026-03-14,0,quantile,0.8,155
01,wk inc flu hosp,2026-03-14,2026-03-14,0,quantile,0.85,170
01,wk inc flu hosp,2026-03-14,2026-03-14,0,quantile,0.9,195
01,wk inc flu hosp,2026-03-14,2026-03-14,0,quantile,0.95,225
01,wk inc flu hosp,2026-03-14,2026-03-14,0,quantile,0.975,249
01,wk inc flu hosp,2026-03-14,2026-03-14,0,quantile,0.99,271
01,wk inc flu hosp,2026-03-14,2026-03-21,1,quantile,0.01,0
01,wk inc flu hosp,2026-03-14,2026-03-21,1,quantile,0.025,0
01,wk inc flu hosp,2026-03-14,2026-03-21,1,quantile,0.05,0
01,wk inc flu hosp,2026-03-14,2026-03-21,1,quantile,0.1,0
01,wk inc flu hosp,2026-03-14,2026-03-21,1,quantile,0.15,0
01,wk inc flu hosp,2026-03-14,2026-03-21,1,quantile,0.2,14
01,wk inc flu hosp,2026-03-14,2026-03-21,1,quantile,0.25,25
01,wk inc flu hosp,2026-03-14,2026-03-21,1,quantile,0.3,37
01,wk inc flu hosp,2026-03-14,2026-03-21,1,quantile,0.35,46
01,wk inc flu hosp,2026-03-14,2026-03-21,1,quantile,0.4,57
01,wk inc flu hosp,2026-03-14,2026-03-21,1,quantile,0.45,65
01,wk inc flu hosp,2026-03-14,2026-03-21,1,quantile,0.5,70
01,wk inc flu hosp,2026-03-14,2026-03-21,1,quantile,0.55,79
01,wk inc flu hosp,2026-03-14,2026-03-21,1,quantile,0.6,86
01,wk inc flu hosp,2026-03-14,2026-03-21,1,quantile,0.65,96
01,wk inc flu hosp,2026-03-14,2026-03-21,1,quantile,0.7,106
01,wk inc flu hosp,2026-03-14,2026-03-21,1,quantile,0.75,116
01,wk inc flu hosp,2026-03-14,2026-03-21,1,quantile,0.8,126
01,wk inc flu hosp,2026-03-14,2026-03-21,1,quantile,0.85,139
01,wk inc flu hosp,2026-03-14,2026-03-21,1,quantile,0.9,159
01,wk inc flu hosp,2026-03-14,2026-03-21,1,quantile,0.95,185
01,wk inc flu hosp,2026-03-14,2026-03-21,1,quantile,0.975,208
01,wk inc flu hosp,2026-03-14,2026-03-21,1,quantile,0.99,255
01,wk inc flu hosp,2026-03-14,2026-03-28,2,quantile,0.01,0
01,wk inc flu hosp,2026-03-14,2026-03-28,2,quantile,0.025,0
01,wk inc flu hosp,2026-03-14,2026-03-28,2,quantile,0.05,0
