location,target,reference_date,target_end_date,horizon,output_type,output_type_id,value
01,wk inc flu hosp,2026-04-11,2026-04-11,0,quantile,0.01,0
01,wk inc flu hosp,2026-04-11,2026-04-11,0,quantile,0.025,0
01,wk inc flu hosp,2026-04-11,2026-04-11,0,quantile,0.05,0
01,wk inc flu hosp,2026-04-11,2026-04-11,0,quantile,0.1,0
01,wk inc flu hosp,2026-04-11,2026-04-11,0,quantile,0.15,0
01,wk inc flu hosp,2026-04-11,2026-04-11,0,quantile,0.2,4
01,wk inc flu hosp,2026-04-11,2026-04-11,0,quantile,0.25,8
01,wk inc flu hosp,2026-04-11,2026-04-11,0,quantile,0.3,12
01,wk inc flu hosp,2026-04-11,2026-04-11,0,quantile,0.35,16
01,wk inc flu hosp,2026-04-11,2026-04-11,0,quantile,0.4,18
01,wk inc flu hosp,2026-04-11,2026-04-11,0,quantile,0.45,21
01,wk inc flu hosp,2026-04-11,2026-04-11,0,quantile,0.5,24
01,wk inc flu hosp,2026-04-11,2026-04-11,0,quantile,0.55,27
01,wk inc flu hosp,2026-04-11,2026-04-11,0,quantile,0.6,29
01,wk inc flu hosp,2026-04-11,2026-04-11,0,quantile,0.65,32
01,wk inc flu hosp,2026-04-11,2026-04-11,0,quantile,0.7,36
01,wk inc flu hosp,2026-04-11,2026-04-11,0,quantile,0.75,39
01,wk inc flu hosp,2026-04-11,2026-04-11,0,quantile,0.8,44
01,wk inc flu hosp,2026-04-11,2026-04-11,0,quantile,0.85,49
01,wk inc flu hosp,2026-04-11,2026-04-11,0,quantile,0.9,55
01,wk inc flu hosp,2026-04-11,2026-04-11,0,quantile,0.95,62
01,wk inc flu hosp,2026-04-11,2026-04-11,0,quantile,0.975,70
01,wk inc flu hosp,2026-04-11,2026-04-11,0,quantile,0.99,80
01,wk inc flu hosp,2026-04-11,2026-04-18,1,quantile,0.01,0
01,wk inc flu hosp,2026-04-11,2026-04-18,1,quantile,0.025,0
01,wk inc flu hosp,2026-04-11,2026-04-18,1,quantile,0.05,0
01,wk inc flu hosp,2026-04-11,2026-04-18,1,quantile,0.1,0
01,wk inc flu hosp,2026-04-11,2026-04-18,1,quantile,0.15,0
01,wk inc flu hosp,2026-04-11,2026-04-18,1,quantile,0.2,2
01,wk inc flu hosp,2026-04-11,2026-04-18,1,quantile,0.25,5
01,wk inc flu hosp,2026-04-11,2026-04-18,1,quantile,0.3,9
01,wk inc flu hosp,2026-04-11,2026-04-18,1,quantile,0.35,11
01,wk inc flu hosp,2026-04-11,2026-04-18,1,quantile,0.4,14
01,wk inc flu hosp,2026-04-11,2026-04-18,1,quantile,0.45,17
01,wk inc flu hosp,2026-04-11,2026-04-18,1,quantile,0.5,20
01,wk inc flu hosp,2026-04-11,2026-04-18,1,quantile,0.55,23
01,wk inc flu hosp,2026-04-11,2026-04-18,1,quantile,0.6,26
01,wk inc flu hosp,2026-04-11,2026-04-18,1,quantile,0.65,29
01,wk inc flu hosp,2026-04-11,2026-04-18,1,quantile,0.7,33
01,wk inc flu hosp,2026-04-11,2026-04-18,1,quantile,0.75,37
01,wk inc flu hosp,2026-04-11,2026-04-18,1,quantile,0.8,42
01,wk inc flu hosp,2026-04-11,2026-04-18,1,quantile,0.85,46
01,wk inc flu hosp,2026-04-11,2026-04-18,1,quantile,0.9,52
01,wk inc flu hosp,2026-04-11,2026-04-18,1,quantile,0.95,60
01,wk inc flu hosp,2026-04-11,2026-04-18,1,quantile,0.975,67
01,wk inc flu hosp,2026-04-11,2026-04-18,1,quantile,0.99,79
01,wk inc flu hosp,2026-04-11,2026-04-25,2,quantile,0.01,0
01,wk inc flu hosp,2026-04-11,2026-04-25,2,quantile,0.025,0
01,wk inc flu hosp,2026-04-11,2026-04-25,2,quantile,0.05,0
01,wk inc flu hosp,2026-04-11,2026-04-25,2,quantile,0.1,0
01,wk inc flu hosp,2026-04-11,2026-04-25,2,quantile,0.15,0
01,wk inc flu hosp,2026-04-11,2026-04-25,2,quantile,0.2,0
01,wk inc flu hosp,2026-04-11,2026-04-25,2,quantile,0.25,3
01,wk inc flu hosp,2026-04-11,2026-04-25,2,quantile,0.3,7
01,wk inc flu hosp,2026-04-11,2026-04-25,2,quantile,0.35,9
01,wk inc flu hosp,2026-04-11,2026-04-25,2,quantile,0.4,12
01,wk inc flu hosp,2026-04-11,2026-04-25,2,quantile,0.45,16
01,wk inc flu hosp,2026-04-11,2026-04-25,2,quantile,0.5,18
01,wk inc flu hosp,2026-04-11,2026-04-25,2,quantile,0.55,21
01,wk inc flu hosp,2026-04-11,2026-04-25,2,quantile,0.6,24
01,wk inc flu hosp,2026-04-11,2026-04-25,2,quantile,0.65,26
01,wk inc flu hosp,2026-04-11,2026-04-25,2,quantile,0.7,30
