location,target,reference_date,target_end_date,horizon,output_type,output_type_id,value
01,wk inc flu hosp,2026-03-07,2026-03-07,0,quantile,0.01,0
01,wk inc flu hosp,2026-03-07,2026-03-07,0,quantile,0.025,0
01,wk inc flu hosp,2026-03-07,2026-03-07,0,quantile,0.05,0
01,wk inc flu hosp,2026-03-07,2026-03-07,0,quantile,0.1,16
01,wk inc flu hosp,2026-03-07,2026-03-07,0,quantile,0.15,38
01,wk inc flu hosp,2026-03-07,2026-03-07,0,quantile,0.2,54
01,wk inc flu hosp,2026-03-07,2026-03-07,0,quantile,0.25,65
01,wk inc flu hosp,2026-03-07,2026-03-07,0,quantile,0.3,75
01,wk inc flu hosp,2026-03-07,2026-03-07,0,quantile,0.35,88
01,wk inc flu hosp,2026-03-07,2026-03-07,0,quantile,0.4,98
01,wk inc flu hosp,2026-03-07,2026-03-07,0,quantile,0.45,109
01,wk inc flu hosp,2026-03-07,2026-03-07,0,quantile,0.5,118
01,wk inc flu hosp,2026-03-07,2026-03-07,0,quantile,0.55,129
01,wk inc flu hosp,2026-03-07,2026-03-07,0,quantile,0.6,141
01,wk inc flu hosp,2026-03-07,2026-03-07,0,quantile,0.65,152
01,wk inc flu hosp,2026-03-07,2026-03-07,0,quantile,0.7,161
01,wk inc flu hosp,2026-03-07,2026-03-07,0,quantile,0.75,171
01,wk inc flu hosp,2026-03-07,2026-03-07,0,quantile,0.8,184
01,wk inc flu hosp,2026-03-07,2026-03-07,0,quantile,0.85,200
01,wk inc flu hosp,2026-03-07,2026-03-07,0,quantile,0.9,219
01,wk inc flu hosp,2026-03-07,2026-03-07,0,quantile,0.95,255
01,wk inc flu hosp,2026-03-07,2026-03-07,0,quantile,0.975,277
01,wk inc flu hosp,2026-03-07,2026-03-07,0,quantile,0.99,309
01,wk inc flu hosp,2026-03-07,2026-03-14,1,quantile,0.01,0
01,wk inc flu hosp,2026-03-07,2026-03-14,1,quantile,0.025,0
01,wk inc flu hosp,2026-03-07,2026-03-14,1,quantile,0.05,0
01,wk inc flu hosp,2026-03-07,2026-03-14,1,quantile,0.1,0
01,wk inc flu hosp,2026-03-07,2026-03-14,1,quantile,0.15,16
01,wk inc flu hosp,2026-03-07,2026-03-14,1,quantile,0.2,34
01,wk inc flu hosp,2026-03-07,2026-03-14,1,quantile,0.25,48
01,wk inc flu hosp,2026-03-07,2026-03-14,1,quantile,0.3,61
01,wk inc flu hosp,2026-03-07,2026-03-14,1,quantile,0.35,72
01,wk inc flu hosp,2026-03-07,2026-03-14,1,quantile,0.4,82
