location,target,reference_date,target_end_date,horizon,output_type,output_type_id,value
01,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.01,0
01,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.025,0
01,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.05,0
01,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.1,0
01,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.15,0
01,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.2,0
01,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.25,3
01,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.3,5
01,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.35,9
01,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.4,11
01,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.45,14
01,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.5,17
01,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.55,19
01,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.6,22
01,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.65,25
01,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.7,27
01,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.75,30
01,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.8,34
01,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.85,39
01,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.9,44
01,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.95,51
01,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.975,58
01,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.99,66
01,wk inc flu hosp,2026-05-16,2026-05-23,1,quantile,0.01,0
01,wk inc flu hosp,2026-05-16,2026-05-23,1,quantile,0.025,0
01,wk inc flu hosp,2026-05-16,2026-05-23,1,quantile,0.05,0
01,wk inc flu hosp,2026-05-16,2026-05-23,1,quantile,0.1,0
01,wk inc flu hosp,2026-05-16,2026-05-23,1,quantile,0.15,0
01,wk inc flu hosp,2026-05-16,2026-05-23,1,quantile,0.2,0
01,wk inc flu hosp,2026-05-16,2026-05-23,1,quantile,0.25,3
01,wk inc flu hosp,2026-05-16,2026-05-23,1,quantile,0.3,6
01,wk inc flu hosp,2026-05-16,2026-05-23,1,quantile,0.35,9
01,wk inc flu hosp,2026-05-16,2026-05-23,1,quantile,0.4,12
01,wk inc flu hosp,2026-05-16,2026-05-23,1,quantile,0.45,14
01,wk inc flu hosp,2026-05-16,2026-05-23,1,quantile,0.5,17
01,wk inc flu hosp,2026-05-16,2026-05-23,1,quantile,0.55,19
01,wk inc flu hosp,2026-05-16,2026-05-23,1,quantile,0.6,22
01,wk inc flu hosp,2026-05-16,2026-05-23,1,quantile,0.65,25
01,wk inc flu hosp,2026-05-16,2026-05-23,1,quantile,0.7,28
01,wk inc flu hosp,2026-05-16,2026-05-23,1,quantile,0.75,31
01,wk inc flu hosp,2026-05-16,2026-05-23,1,quantile,0.8,34
01,wk inc flu hosp,2026-05-16,2026-05-23,1,quantile,0.85,38
01,wk inc flu hosp,2026-05-16,2026-05-23,1,quantile,0.9,44
01,wk inc flu hosp,2026-05-16,2026-05-23,1,quantile,0.95,51
01,wk inc flu hosp,2026-05-16,2026-05-23,1,quantile,0.975,62
01,wk inc flu hosp,2026-05-16,2026-05-23,1,quantile,0.99,71
02,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.01,0
02,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.025,0
02,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.05,0
02,wk inc flu hosp,2026-05-16,2026-05-16,0,quantile,0.1,0
