location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,128.16185599742553,2024-12-21,2024-12-21,quantile,wk inc flu hosp
02,0,0.01,5.025962814268879,2024-12-21,2024-12-21,quantile,wk inc flu hosp
04,0,0.01,567.5943785294387,2024-12-21,2024-12-21,quantile,wk inc flu hosp
05,0,0.01,12.905233440979098,2024-12-21,2024-12-21,quantile,wk inc flu hosp
06,0,0.01,1069.9232889570335,2024-12-21,2024-12-21,quantile,wk inc flu hosp
08,0,0.01,77.64635500078603,2024-12-21,2024-12-21,quantile,wk inc flu hosp
09,0,0.01,5.553839305028858,2024-12-21,2024-12-21,quantile,wk inc flu hosp
10,0,0.01,3.1145761769284044,2024-12-21,2024-12-21,quantile,wk inc flu hosp
11,0,0.01,0.2580219302045835,2024-12-21,2024-12-21,quantile,wk inc flu hosp
12,0,0.01,541.5408716993545,2024-12-21,2024-12-21,quantile,wk inc flu hosp
13,0,0.01,119.92881270960588,2024-12-21,2024-12-21,quantile,wk inc flu hosp
15,0,0.01,7.565566430930671,2024-12-21,2024-12-21,quantile,wk inc flu hosp
16,0,0.01,41.76914925477226,2024-12-21,2024-12-21,quantile,wk inc flu hosp
17,0,0.01,190.8429814495857,2024-12-21,2024-12-21,quantile,wk inc flu hosp
18,0,0.01,110.32441473417713,2024-12-21,2024-12-21,quantile,wk inc flu hosp
19,0,0.01,8.802445810311125,2024-12-21,2024-12-21,quantile,wk inc flu hosp
20,0,0.01,47.432502686051045,2024-12-21,2024-12-21,quantile,wk inc flu hosp
21,0,0.01,33.52489135622135,2024-12-21,2024-12-21,quantile,wk inc flu hosp
22,0,0.01,143.88112358905002,2024-12-21,2024-12-21,quantile,wk inc flu hosp
23,0,0.01,0.0,2024-12-21,2024-12-21,quantile,wk inc flu hosp
24,0,0.01,48.01023974373126,2024-12-21,2024-12-21,quantile,wk inc flu hosp
25,0,0.01,85.14487332510143,2024-12-21,2024-12-21,quantile,wk inc flu hosp
26,0,0.01,118.98324582500113,2024-12-21,2024-12-21,quantile,wk inc flu hosp
27,0,0.01,44.77251905562601,2024-12-21,2024-12-21,quantile,wk inc flu hosp
28,0,0.01,20.157169485824525,2024-12-21,2024-12-21,quantile,wk inc flu hosp
29,0,0.01,47.90619452620348,2024-12-21,2024-12-21,quantile,wk inc flu hosp
30,0,0.01,0.0,2024-12-21,2024-12-21,quantile,wk inc flu hosp
31,0,0.01,4.503620711159337,2024-12-21,2024-12-21,quantile,wk inc flu hosp
32,0,0.01,42.405724114562005,2024-12-21,2024-12-21,quantile,wk inc flu hosp
