location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,55.277387483556524,2026-03-07,2026-03-07,quantile,wk inc flu hosp
02,0,0.01,0.0,2026-03-07,2026-03-07,quantile,wk inc flu hosp
04,0,0.01,97.30015765323688,2026-03-07,2026-03-07,quantile,wk inc flu hosp
05,0,0.01,42.68564539510861,2026-03-07,2026-03-07,quantile,wk inc flu hosp
06,0,0.01,630.1825697382326,2026-03-07,2026-03-07,quantile,wk inc flu hosp
08,0,0.01,57.62714997212411,2026-03-07,2026-03-07,quantile,wk inc flu hosp
09,0,0.01,11.722577211607394,2026-03-07,2026-03-07,quantile,wk inc flu hosp
10,0,0.01,12.323923543702055,2026-03-07,2026-03-07,quantile,wk inc flu hosp
11,0,0.01,0.0,2026-03-07,2026-03-07,quantile,wk inc flu hosp
12,0,0.01,505.90037362691083,2026-03-07,2026-03-07,quantile,wk inc flu hosp
13,0,0.01,82.41142294511349,2026-03-07,2026-03-07,quantile,wk inc flu hosp
15,0,0.01,1.4133862647561088,2026-03-07,2026-03-07,quantile,wk inc flu hosp
16,0,0.01,35.512999544602415,2026-03-07,2026-03-07,quantile,wk inc flu hosp
17,0,0.01,121.93689752930614,2026-03-07,2026-03-07,quantile,wk inc flu hosp
18,0,0.01,137.0497150042969,2026-03-07,2026-03-07,quantile,wk inc flu hosp
19,0,0.01,32.72420256694849,2026-03-07,2026-03-07,quantile,wk inc flu hosp
20,0,0.01,46.079803254004034,2026-03-07,2026-03-07,quantile,wk inc flu hosp
21,0,0.01,55.51607600049514,2026-03-07,2026-03-07,quantile,wk inc flu hosp
22,0,0.01,79.94907662751525,2026-03-07,2026-03-07,quantile,wk inc flu hosp
23,0,0.01,12.195189782980899,2026-03-07,2026-03-07,quantile,wk inc flu hosp
24,0,0.01,0.0,2026-03-07,2026-03-07,quantile,wk inc flu hosp
25,0,0.01,18.12146819011225,2026-03-07,2026-03-07,quantile,wk inc flu hosp
26,0,0.01,130.36815470955298,2026-03-07,2026-03-07,quantile,wk inc flu hosp
27,0,0.01,43.91797813439183,2026-03-07,2026-03-07,quantile,wk inc flu hosp
28,0,0.01,58.38931712689996,2026-03-07,2026-03-07,quantile,wk inc flu hosp
29,0,0.01,113.56496507149053,2026-03-07,2026-03-07,quantile,wk inc flu hosp
30,0,0.01,14.796336290610467,2026-03-07,2026-03-07,quantile,wk inc flu hosp
31,0,0.01,27.00838156508318,2026-03-07,2026-03-07,quantile,wk inc flu hosp
32,0,0.01,21.42605375071392,2026-03-07,2026-03-07,quantile,wk inc flu hosp
33,0,0.01,3.8866984033872467,2026-03-07,2026-03-07,quantile,wk inc flu hosp
34,0,0.01,109.93575771160339,2026-03-07,2026-03-07,quantile,wk inc flu hosp
35,0,0.01,29.57446862078453,2026-03-07,2026-03-07,quantile,wk inc flu hosp
36,0,0.01,108.71205146247667,2026-03-07,2026-03-07,quantile,wk inc flu hosp
37,0,0.01,84.15859630593765,2026-03-07,2026-03-07,quantile,wk inc flu hosp
38,0,0.01,4.221500459852537,2026-03-07,2026-03-07,quantile,wk inc flu hosp
39,0,0.01,202.41051957162972,2026-03-07,2026-03-07,quantile,wk inc flu hosp
40,0,0.01,43.46388841985958,2026-03-07,2026-03-07,quantile,wk inc flu hosp
41,0,0.01,50.77922149005246,2026-03-07,2026-03-07,quantile,wk inc flu hosp
42,0,0.01,483.64344071294965,2026-03-07,2026-03-07,quantile,wk inc flu hosp
44,0,0.01,5.313941258233172,2026-03-07,2026-03-07,quantile,wk inc flu hosp
45,0,0.01,62.71215964547785,2026-03-07,2026-03-07,quantile,wk inc flu hosp
46,0,0.01,16.89156575173639,2026-03-07,2026-03-07,quantile,wk inc flu hosp
47,0,0.01,102.17275224416794,2026-03-07,2026-03-07,quantile,wk inc flu hosp
48,0,0.01,326.19713703511707,2026-03-07,2026-03-07,quantile,wk inc flu hosp
49,0,0.01,13.1063288106452,2026-03-07,2026-03-07,quantile,wk inc flu hosp
50,0,0.01,1.8519938506948384,2026-03-07,2026-03-07,quantile,wk inc flu hosp
51,0,0.01,78.26505447947835,2026-03-07,2026-03-07,quantile,wk inc flu hosp
53,0,0.01,87.41599892698268,2026-03-07,2026-03-07,quantile,wk inc flu hosp
54,0,0.01,60.9027772307101,2026-03-07,2026-03-07,quantile,wk inc flu hosp
55,0,0.01,92.80704442212905,2026-03-07,2026-03-07,quantile,wk inc flu hosp
56,0,0.01,1.801996372430447,2026-03-07,2026-03-07,quantile,wk inc flu hosp
72,0,0.01,45.05983727988581,2026-03-07,2026-03-07,quantile,wk inc flu hosp
US,0,0.01,4959.911369057237,2026-03-07,2026-03-07,quantile,wk inc flu hosp
01,0,0.025,61.446992028044676,2026-03-07,2026-03-07,quantile,wk inc flu hosp
02,0,0.025,0.0,2026-03-07,2026-03-07,quantile,wk inc flu hosp
04,0,0.025,109.37227891155844,2026-03-07,2026-03-07,quantile,wk inc flu hosp
05,0,0.025,48.998311477254916,2026-03-07,2026-03-07,quantile,wk inc flu hosp
06,0,0.025,671.0089622559921,2026-03-07,2026-03-07,quantile,wk inc flu hosp
08,0,0.025,65.59468372182508,2026-03-07,2026-03-07,quantile,wk inc flu hosp
09,0,0.025,16.038278722770396,2026-03-07,2026-03-07,quantile,wk inc flu hosp
10,0,0.025,15.723717778855463,2026-03-07,2026-03-07,quantile,wk inc flu hosp
11,0,0.025,0.0,2026-03-07,2026-03-07,quantile,wk inc flu hosp
12,0,0.025,542.1339275238627,2026-03-07,2026-03-07,quantile,wk inc flu hosp
13,0,0.025,95.05515831875142,2026-03-07,2026-03-07,quantile,wk inc flu hosp
15,0,0.025,2.2071823539474265,2026-03-07,2026-03-07,quantile,wk inc flu hosp
16,0,0.025,41.362992845074146,2026-03-07,2026-03-07,quantile,wk inc flu hosp
17,0,0.025,134.93640849451214,2026-03-07,2026-03-07,quantile,wk inc flu hosp
18,0,0.025,148.8373384992446,2026-03-07,2026-03-07,quantile,wk inc flu hosp
19,0,0.025,38.07930096956041,2026-03-07,2026-03-07,quantile,wk inc flu hosp
20,0,0.025,52.18567780766791,2026-03-07,2026-03-07,quantile,wk inc flu hosp
21,0,0.025,66.47218346194941,2026-03-07,2026-03-07,quantile,wk inc flu hosp
22,0,0.025,89.28005844694776,2026-03-07,2026-03-07,quantile,wk inc flu hosp
23,0,0.025,14.028637218869804,2026-03-07,2026-03-07,quantile,wk inc flu hosp
24,0,0.025,0.0,2026-03-07,2026-03-07,quantile,wk inc flu hosp
25,0,0.025,22.255829658152486,2026-03-07,2026-03-07,quantile,wk inc flu hosp
26,0,0.025,143.39202766921687,2026-03-07,2026-03-07,quantile,wk inc flu hosp
27,0,0.025,50.79964595999824,2026-03-07,2026-03-07,quantile,wk inc flu hosp
28,0,0.025,68.15619927069896,2026-03-07,2026-03-07,quantile,wk inc flu hosp
29,0,0.025,128.90498612420208,2026-03-07,2026-03-07,quantile,wk inc flu hosp
30,0,0.025,18.205147155143884,2026-03-07,2026-03-07,quantile,wk inc flu hosp
