location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,5.067767977160625,2025-11-22,2025-11-22,quantile,wk inc flu hosp
02,0,0.01,0.0,2025-11-22,2025-11-22,quantile,wk inc flu hosp
04,0,0.01,0.0,2025-11-22,2025-11-22,quantile,wk inc flu hosp
05,0,0.01,0.0,2025-11-22,2025-11-22,quantile,wk inc flu hosp
06,0,0.01,38.56807242876464,2025-11-22,2025-11-22,quantile,wk inc flu hosp
08,0,0.01,18.06675848158713,2025-11-22,2025-11-22,quantile,wk inc flu hosp
09,0,0.01,0.0,2025-11-22,2025-11-22,quantile,wk inc flu hosp
10,0,0.01,0.0,2025-11-22,2025-11-22,quantile,wk inc flu hosp
11,0,0.01,0.0,2025-11-22,2025-11-22,quantile,wk inc flu hosp
12,0,0.01,217.38844757259625,2025-11-22,2025-11-22,quantile,wk inc flu hosp
13,0,0.01,16.277403481582297,2025-11-22,2025-11-22,quantile,wk inc flu hosp
15,0,0.01,1.7436551492479275,2025-11-22,2025-11-22,quantile,wk inc flu hosp
16,0,0.01,0.0,2025-11-22,2025-11-22,quantile,wk inc flu hosp
17,0,0.01,14.225944441151976,2025-11-22,2025-11-22,quantile,wk inc flu hosp
18,0,0.01,18.054073596283896,2025-11-22,2025-11-22,quantile,wk inc flu hosp
19,0,0.01,0.0,2025-11-22,2025-11-22,quantile,wk inc flu hosp
20,0,0.01,0.0,2025-11-22,2025-11-22,quantile,wk inc flu hosp
21,0,0.01,0.0,2025-11-22,2025-11-22,quantile,wk inc flu hosp
22,0,0.01,38.974948569903916,2025-11-22,2025-11-22,quantile,wk inc flu hosp
23,0,0.01,0.0,2025-11-22,2025-11-22,quantile,wk inc flu hosp
24,0,0.01,13.278166770398338,2025-11-22,2025-11-22,quantile,wk inc flu hosp
25,0,0.01,13.515419052399682,2025-11-22,2025-11-22,quantile,wk inc flu hosp
26,0,0.01,6.066287553373626,2025-11-22,2025-11-22,quantile,wk inc flu hosp
27,0,0.01,0.0,2025-11-22,2025-11-22,quantile,wk inc flu hosp
28,0,0.01,1.1926919086551342,2025-11-22,2025-11-22,quantile,wk inc flu hosp
29,0,0.01,4.143342188539695,2025-11-22,2025-11-22,quantile,wk inc flu hosp
