location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,27.465867940351583,2025-12-13,2025-12-13,quantile,wk inc flu hosp
02,0,0.01,0.44806589510920913,2025-12-13,2025-12-13,quantile,wk inc flu hosp
04,0,0.01,0.0,2025-12-13,2025-12-13,quantile,wk inc flu hosp
05,0,0.01,14.82437529139349,2025-12-13,2025-12-13,quantile,wk inc flu hosp
06,0,0.01,110.1915524543899,2025-12-13,2025-12-13,quantile,wk inc flu hosp
08,0,0.01,143.1667761381717,2025-12-13,2025-12-13,quantile,wk inc flu hosp
09,0,0.01,0.0,2025-12-13,2025-12-13,quantile,wk inc flu hosp
10,0,0.01,0.0,2025-12-13,2025-12-13,quantile,wk inc flu hosp
11,0,0.01,4.130513111693063,2025-12-13,2025-12-13,quantile,wk inc flu hosp
12,0,0.01,497.1644611716824,2025-12-13,2025-12-13,quantile,wk inc flu hosp
13,0,0.01,55.798414104300896,2025-12-13,2025-12-13,quantile,wk inc flu hosp
15,0,0.01,13.875350664356725,2025-12-13,2025-12-13,quantile,wk inc flu hosp
16,0,0.01,12.141065045486872,2025-12-13,2025-12-13,quantile,wk inc flu hosp
17,0,0.01,95.19944986223511,2025-12-13,2025-12-13,quantile,wk inc flu hosp
18,0,0.01,52.10124003805395,2025-12-13,2025-12-13,quantile,wk inc flu hosp
19,0,0.01,2.2100363608655855,2025-12-13,2025-12-13,quantile,wk inc flu hosp
20,0,0.01,7.109371938868443,2025-12-13,2025-12-13,quantile,wk inc flu hosp
21,0,0.01,17.05495180283894,2025-12-13,2025-12-13,quantile,wk inc flu hosp
22,0,0.01,102.11968455810052,2025-12-13,2025-12-13,quantile,wk inc flu hosp
23,0,0.01,5.959961979100885,2025-12-13,2025-12-13,quantile,wk inc flu hosp
24,0,0.01,81.2874411240722,2025-12-13,2025-12-13,quantile,wk inc flu hosp
25,0,0.01,85.40007554846333,2025-12-13,2025-12-13,quantile,wk inc flu hosp
26,0,0.01,29.534204043285897,2025-12-13,2025-12-13,quantile,wk inc flu hosp
27,0,0.01,42.78492757373623,2025-12-13,2025-12-13,quantile,wk inc flu hosp
28,0,0.01,8.903201655270838,2025-12-13,2025-12-13,quantile,wk inc flu hosp
29,0,0.01,35.268067211602286,2025-12-13,2025-12-13,quantile,wk inc flu hosp
30,0,0.01,3.2781134785044372,2025-12-13,2025-12-13,quantile,wk inc flu hosp
31,0,0.01,0.6456782524732312,2025-12-13,2025-12-13,quantile,wk inc flu hosp
32,0,0.01,13.304610388544464,2025-12-13,2025-12-13,quantile,wk inc flu hosp
33,0,0.01,10.861050988360127,2025-12-13,2025-12-13,quantile,wk inc flu hosp
34,0,0.01,203.1683552277238,2025-12-13,2025-12-13,quantile,wk inc flu hosp
35,0,0.01,10.400986138452424,2025-12-13,2025-12-13,quantile,wk inc flu hosp
36,0,0.01,1087.1400326152511,2025-12-13,2025-12-13,quantile,wk inc flu hosp
37,0,0.01,214.53421930695944,2025-12-13,2025-12-13,quantile,wk inc flu hosp
38,0,0.01,0.8895765597218627,2025-12-13,2025-12-13,quantile,wk inc flu hosp
39,0,0.01,56.73112557738732,2025-12-13,2025-12-13,quantile,wk inc flu hosp
40,0,0.01,0.0,2025-12-13,2025-12-13,quantile,wk inc flu hosp
41,0,0.01,11.301004326432315,2025-12-13,2025-12-13,quantile,wk inc flu hosp
42,0,0.01,377.12764595060975,2025-12-13,2025-12-13,quantile,wk inc flu hosp
44,0,0.01,9.372056745250973,2025-12-13,2025-12-13,quantile,wk inc flu hosp
45,0,0.01,44.71816230215809,2025-12-13,2025-12-13,quantile,wk inc flu hosp
46,0,0.01,0.0,2025-12-13,2025-12-13,quantile,wk inc flu hosp
47,0,0.01,50.630567158364364,2025-12-13,2025-12-13,quantile,wk inc flu hosp
48,0,0.01,434.9660599061423,2025-12-13,2025-12-13,quantile,wk inc flu hosp
