location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,2.5182569520207276,2026-05-02,2026-05-02,quantile,wk inc flu hosp
02,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
04,0,0.01,14.610850086255814,2026-05-02,2026-05-02,quantile,wk inc flu hosp
05,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
06,0,0.01,112.84021747326517,2026-05-02,2026-05-02,quantile,wk inc flu hosp
08,0,0.01,17.690568712950327,2026-05-02,2026-05-02,quantile,wk inc flu hosp
09,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
10,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
11,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
12,0,0.01,77.15527657577175,2026-05-02,2026-05-02,quantile,wk inc flu hosp
13,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
15,0,0.01,1.8013508752813592,2026-05-02,2026-05-02,quantile,wk inc flu hosp
16,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
17,0,0.01,37.043942070156795,2026-05-02,2026-05-02,quantile,wk inc flu hosp
18,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
19,0,0.01,0.5214369717046949,2026-05-02,2026-05-02,quantile,wk inc flu hosp
20,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
21,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
22,0,0.01,10.746195326248563,2026-05-02,2026-05-02,quantile,wk inc flu hosp
23,0,0.01,1.574106407783239,2026-05-02,2026-05-02,quantile,wk inc flu hosp
24,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
25,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
26,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
27,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
28,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
29,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
30,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
31,0,0.01,0.1064200210913807,2026-05-02,2026-05-02,quantile,wk inc flu hosp
32,0,0.01,5.818104798968942,2026-05-02,2026-05-02,quantile,wk inc flu hosp
33,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
34,0,0.01,11.596133293051839,2026-05-02,2026-05-02,quantile,wk inc flu hosp
35,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
36,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
37,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
38,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
39,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
40,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
41,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
42,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
44,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
45,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
46,0,0.01,0.595363587618534,2026-05-02,2026-05-02,quantile,wk inc flu hosp
47,0,0.01,1.4841386412098503,2026-05-02,2026-05-02,quantile,wk inc flu hosp
48,0,0.01,29.518548394538858,2026-05-02,2026-05-02,quantile,wk inc flu hosp
49,0,0.01,0.5870843367100761,2026-05-02,2026-05-02,quantile,wk inc flu hosp
50,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
51,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
53,0,0.01,6.747540512767141,2026-05-02,2026-05-02,quantile,wk inc flu hosp
54,0,0.01,0.08014167318465616,2026-05-02,2026-05-02,quantile,wk inc flu hosp
55,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
56,0,0.01,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
72,0,0.01,24.775417973991722,2026-05-02,2026-05-02,quantile,wk inc flu hosp
US,0,0.01,581.5319428873745,2026-05-02,2026-05-02,quantile,wk inc flu hosp
01,0,0.025,5.699580878372385,2026-05-02,2026-05-02,quantile,wk inc flu hosp
02,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
04,0,0.025,20.810900783027392,2026-05-02,2026-05-02,quantile,wk inc flu hosp
05,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
06,0,0.025,131.60049339269509,2026-05-02,2026-05-02,quantile,wk inc flu hosp
08,0,0.025,22.958569134553468,2026-05-02,2026-05-02,quantile,wk inc flu hosp
09,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
10,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
11,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
12,0,0.025,87.03653541823223,2026-05-02,2026-05-02,quantile,wk inc flu hosp
13,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
15,0,0.025,2.7803692548471712,2026-05-02,2026-05-02,quantile,wk inc flu hosp
16,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
17,0,0.025,44.963135632626674,2026-05-02,2026-05-02,quantile,wk inc flu hosp
18,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
19,0,0.025,2.9246324224042515,2026-05-02,2026-05-02,quantile,wk inc flu hosp
20,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
21,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
22,0,0.025,15.079097023235564,2026-05-02,2026-05-02,quantile,wk inc flu hosp
23,0,0.025,2.7119807813292156,2026-05-02,2026-05-02,quantile,wk inc flu hosp
24,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
25,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
26,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
27,0,0.025,0.8238312905992792,2026-05-02,2026-05-02,quantile,wk inc flu hosp
28,0,0.025,1.5017216219466603,2026-05-02,2026-05-02,quantile,wk inc flu hosp
29,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
30,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
31,0,0.025,1.4177097346601089,2026-05-02,2026-05-02,quantile,wk inc flu hosp
32,0,0.025,8.460254592090731,2026-05-02,2026-05-02,quantile,wk inc flu hosp
33,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
34,0,0.025,16.870000732585115,2026-05-02,2026-05-02,quantile,wk inc flu hosp
35,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
36,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
37,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
38,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
39,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
40,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
41,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
42,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
44,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
45,0,0.025,1.082243590066577,2026-05-02,2026-05-02,quantile,wk inc flu hosp
46,0,0.025,1.3669130941554066,2026-05-02,2026-05-02,quantile,wk inc flu hosp
47,0,0.025,5.254674448005994,2026-05-02,2026-05-02,quantile,wk inc flu hosp
48,0,0.025,40.665746934181406,2026-05-02,2026-05-02,quantile,wk inc flu hosp
49,0,0.025,2.3040211267620285,2026-05-02,2026-05-02,quantile,wk inc flu hosp
50,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
51,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
53,0,0.025,10.17547869391852,2026-05-02,2026-05-02,quantile,wk inc flu hosp
54,0,0.025,1.5447401891075991,2026-05-02,2026-05-02,quantile,wk inc flu hosp
55,0,0.025,1.0353205412596584,2026-05-02,2026-05-02,quantile,wk inc flu hosp
56,0,0.025,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
72,0,0.025,31.13465618942802,2026-05-02,2026-05-02,quantile,wk inc flu hosp
US,0,0.025,687.1416962804428,2026-05-02,2026-05-02,quantile,wk inc flu hosp
01,0,0.05,8.177800821819933,2026-05-02,2026-05-02,quantile,wk inc flu hosp
02,0,0.05,0.40552993218493727,2026-05-02,2026-05-02,quantile,wk inc flu hosp
04,0,0.05,25.114573111860697,2026-05-02,2026-05-02,quantile,wk inc flu hosp
05,0,0.05,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
06,0,0.05,146.94209720615729,2026-05-02,2026-05-02,quantile,wk inc flu hosp
08,0,0.05,27.07941802440047,2026-05-02,2026-05-02,quantile,wk inc flu hosp
09,0,0.05,1.1910745630472275,2026-05-02,2026-05-02,quantile,wk inc flu hosp
10,0,0.05,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
11,0,0.05,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
12,0,0.05,98.8178301417501,2026-05-02,2026-05-02,quantile,wk inc flu hosp
13,0,0.05,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
15,0,0.05,4.172070193351772,2026-05-02,2026-05-02,quantile,wk inc flu hosp
16,0,0.05,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
17,0,0.05,52.74783910710403,2026-05-02,2026-05-02,quantile,wk inc flu hosp
18,0,0.05,0.0,2026-05-02,2026-05-02,quantile,wk inc flu hosp
19,0,0.05,4.350198609912575,2026-05-02,2026-05-02,quantile,wk inc flu hosp
20,0,0.05,0.10584789132574637,2026-05-02,2026-05-02,quantile,wk inc flu hosp
21,0,0.05,1.7061492669274272,2026-05-02,2026-05-02,quantile,wk inc flu hosp
