location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,131.41467303666494,2025-03-22,2025-03-22,quantile,wk inc flu hosp
02,0,0.01,11.383244863646977,2025-03-22,2025-03-22,quantile,wk inc flu hosp
04,0,0.01,143.169251503385,2025-03-22,2025-03-22,quantile,wk inc flu hosp
05,0,0.01,67.12603498083872,2025-03-22,2025-03-22,quantile,wk inc flu hosp
06,0,0.01,485.73446778569763,2025-03-22,2025-03-22,quantile,wk inc flu hosp
08,0,0.01,91.43450914293717,2025-03-22,2025-03-22,quantile,wk inc flu hosp
09,0,0.01,60.21484503175802,2025-03-22,2025-03-22,quantile,wk inc flu hosp
10,0,0.01,15.365774059929667,2025-03-22,2025-03-22,quantile,wk inc flu hosp
11,0,0.01,32.77556992285576,2025-03-22,2025-03-22,quantile,wk inc flu hosp
12,0,0.01,583.326336118695,2025-03-22,2025-03-22,quantile,wk inc flu hosp
13,0,0.01,157.62063431265446,2025-03-22,2025-03-22,quantile,wk inc flu hosp
15,0,0.01,24.11907868627971,2025-03-22,2025-03-22,quantile,wk inc flu hosp
16,0,0.01,43.73837727360049,2025-03-22,2025-03-22,quantile,wk inc flu hosp
17,0,0.01,308.9307581127299,2025-03-22,2025-03-22,quantile,wk inc flu hosp
18,0,0.01,230.7496997630335,2025-03-22,2025-03-22,quantile,wk inc flu hosp
19,0,0.01,79.76200331404762,2025-03-22,2025-03-22,quantile,wk inc flu hosp
20,0,0.01,57.19485749546636,2025-03-22,2025-03-22,quantile,wk inc flu hosp
21,0,0.01,199.8264223630418,2025-03-22,2025-03-22,quantile,wk inc flu hosp
22,0,0.01,109.46774060815123,2025-03-22,2025-03-22,quantile,wk inc flu hosp
23,0,0.01,42.352866708940425,2025-03-22,2025-03-22,quantile,wk inc flu hosp
24,0,0.01,106.96619101641059,2025-03-22,2025-03-22,quantile,wk inc flu hosp
25,0,0.01,109.89460015735047,2025-03-22,2025-03-22,quantile,wk inc flu hosp
26,0,0.01,340.50971960785347,2025-03-22,2025-03-22,quantile,wk inc flu hosp
27,0,0.01,58.743026719287045,2025-03-22,2025-03-22,quantile,wk inc flu hosp
28,0,0.01,85.60032554793054,2025-03-22,2025-03-22,quantile,wk inc flu hosp
29,0,0.01,58.486804126179294,2025-03-22,2025-03-22,quantile,wk inc flu hosp
30,0,0.01,46.114803329034295,2025-03-22,2025-03-22,quantile,wk inc flu hosp
31,0,0.01,26.377352723486954,2025-03-22,2025-03-22,quantile,wk inc flu hosp
32,0,0.01,40.30894127268176,2025-03-22,2025-03-22,quantile,wk inc flu hosp
33,0,0.01,24.05666104337916,2025-03-22,2025-03-22,quantile,wk inc flu hosp
34,0,0.01,218.69246980161424,2025-03-22,2025-03-22,quantile,wk inc flu hosp
35,0,0.01,53.19641106409169,2025-03-22,2025-03-22,quantile,wk inc flu hosp
