location,horizon,output_type_id,value,target_end_date,reference_date,output_type,target
01,0,0.01,5.8252420643057565,2025-11-29,2025-11-29,quantile,wk inc flu hosp
02,0,0.01,0.0,2025-11-29,2025-11-29,quantile,wk inc flu hosp
04,0,0.01,8.2310586919817,2025-11-29,2025-11-29,quantile,wk inc flu hosp
05,0,0.01,33.06244097879784,2025-11-29,2025-11-29,quantile,wk inc flu hosp
06,0,0.01,40.68694915323969,2025-11-29,2025-11-29,quantile,wk inc flu hosp
08,0,0.01,64.40313910770688,2025-11-29,2025-11-29,quantile,wk inc flu hosp
09,0,0.01,8.408792483402724,2025-11-29,2025-11-29,quantile,wk inc flu hosp
10,0,0.01,0.0,2025-11-29,2025-11-29,quantile,wk inc flu hosp
11,0,0.01,1.5144843086148607,2025-11-29,2025-11-29,quantile,wk inc flu hosp
12,0,0.01,365.51671800584336,2025-11-29,2025-11-29,quantile,wk inc flu hosp
13,0,0.01,31.16456867930551,2025-11-29,2025-11-29,quantile,wk inc flu hosp
15,0,0.01,11.74180395101513,2025-11-29,2025-11-29,quantile,wk inc flu hosp
16,0,0.01,9.120217801919864,2025-11-29,2025-11-29,quantile,wk inc flu hosp
17,0,0.01,50.474976595194626,2025-11-29,2025-11-29,quantile,wk inc flu hosp
18,0,0.01,28.13621471487246,2025-11-29,2025-11-29,quantile,wk inc flu hosp
19,0,0.01,0.0,2025-11-29,2025-11-29,quantile,wk inc flu hosp
20,0,0.01,0.0,2025-11-29,2025-11-29,quantile,wk inc flu hosp
21,0,0.01,0.5661441314671374,2025-11-29,2025-11-29,quantile,wk inc flu hosp
22,0,0.01,54.36826325995889,2025-11-29,2025-11-29,quantile,wk inc flu hosp
23,0,0.01,0.0,2025-11-29,2025-11-29,quantile,wk inc flu hosp
24,0,0.01,22.12094383813131,2025-11-29,2025-11-29,quantile,wk inc flu hosp
25,0,0.01,13.495964619670891,2025-11-29,2025-11-29,quantile,wk inc flu hosp
26,0,0.01,16.504363929544198,2025-11-29,2025-11-29,quantile,wk inc flu hosp
27,0,0.01,6.394306526328639,2025-11-29,2025-11-29,quantile,wk inc flu hosp
28,0,0.01,4.4511320879862,2025-11-29,2025-11-29,quantile,wk inc flu hosp
29,0,0.01,3.5554080715138476,2025-11-29,2025-11-29,quantile,wk inc flu hosp
30,0,0.01,0.0,2025-11-29,2025-11-29,quantile,wk inc flu hosp
31,0,0.01,0.0,2025-11-29,2025-11-29,quantile,wk inc flu hosp
32,0,0.01,0.0,2025-11-29,2025-11-29,quantile,wk inc flu hosp
33,0,0.01,2.706123004502717,2025-11-29,2025-11-29,quantile,wk inc flu hosp
34,0,0.01,30.602475632413313,2025-11-29,2025-11-29,quantile,wk inc flu hosp
35,0,0.01,2.037242303066907,2025-11-29,2025-11-29,quantile,wk inc flu hosp
36,0,0.01,236.92173603014817,2025-11-29,2025-11-29,quantile,wk inc flu hosp
37,0,0.01,16.063069028637894,2025-11-29,2025-11-29,quantile,wk inc flu hosp
38,0,0.01,0.0,2025-11-29,2025-11-29,quantile,wk inc flu hosp
39,0,0.01,13.147404236597165,2025-11-29,2025-11-29,quantile,wk inc flu hosp
40,0,0.01,0.0,2025-11-29,2025-11-29,quantile,wk inc flu hosp
41,0,0.01,2.0264297992362756,2025-11-29,2025-11-29,quantile,wk inc flu hosp
42,0,0.01,149.9844322655232,2025-11-29,2025-11-29,quantile,wk inc flu hosp
44,0,0.01,0.0,2025-11-29,2025-11-29,quantile,wk inc flu hosp
45,0,0.01,16.04796261552671,2025-11-29,2025-11-29,quantile,wk inc flu hosp
46,0,0.01,0.0,2025-11-29,2025-11-29,quantile,wk inc flu hosp
